DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
11645039	11645039	0	False	False	500	11644539	11644539	0	ADOG	II	.	.	11645059	piRNA	gene_id "WBGene00168275"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168275	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2995.0	20	0.0	WormBase	11645039	-	gene	False	N2HS_J2B_sp	False
9436649	9436649	0	False	False	500	9436149	9436149	0	ADOG	II	.	.	9438327	protein_coding	gene_id "WBGene00010945"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010945	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.0	1678	0.0	WormBase	9436649	-	gene	False	N2HS_J2B_sp	False
12283208	12283208	0	False	False	500	12282708	12282708	0	ADOG	III	.	.	12303216	protein_coding	gene_id "WBGene00003414"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003414	0	0	0	['WBGene00199164']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9516.0	20008	0.0	WormBase	12283208	-	gene	False	N2HS_J2B_s	False
4767178	4767178	0	False	False	500	4766678	4766678	0	ADOG	X	.	.	4769985	protein_coding	gene_id "WBGene00003807"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003807	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3677.0	2807	0.0	WormBase	4767178	-	gene	False	N2HS_J2B_spl	False
9459021	9459021	0	False	False	500	9458521	9458521	0	ADOG	II	.	.	9459562	protein_coding	gene_id "WBGene00011170"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011170	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2404.0	541	0.0	WormBase	9459021	-	gene	False	N2HS_J2B_sp	False
11741603	11741603	0	False	False	500	11741103	11741103	0	ADOG	I	.	.	11743951	protein_coding	gene_id "WBGene00009412"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009412	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	841.0	2348	0.0	WormBase	11741603	-	gene	False	N2HS_J2B_spl	False
12195334	12195334	0	False	False	500	12194834	12194834	0	ADOG	X	.	.	12195469	ncRNA	gene_id "WBGene00200641"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200641	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14384.0	135	0.0	WormBase	12195334	-	gene	False	N2HS_J2B_spl	False
2330725	2330725	0	False	False	500	2330225	2330225	0	ADOG	X	.	.	2330860	ncRNA	gene_id "WBGene00195889"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195889	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11392.0	135	0.0	WormBase	2330725	-	gene	False	N2HS_J2B_spl	False
12353550	12353550	0	False	False	500	12353050	12353050	0	ADOG	X	.	.	12353768	pseudogene	gene_id "WBGene00044398"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044398	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.0	218	0.0	WormBase	12353550	-	gene	False	N2HS_J2B_spl	False
8423951	8423951	0	False	False	500	8423451	8423451	0	ADOG	II	.	.	8428855	protein_coding	gene_id "WBGene00008800"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008800	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3795.0	4904	0.0	WormBase	8423951	-	gene	False	N2HS_J2B_sp	False
864925	864925	0	False	False	500	864425	864425	0	ADOG	X	.	.	871089	protein_coding	gene_id "WBGene00018987"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018987	0	0	0	['WBGene00201446']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00023074']	1074.0	6164	0.0	WormBase	864925	-	gene	False	N2HS_J2B_spl	False
2381949	2381949	0	False	False	500	2381449	2381449	0	ADOG	II	.	.	2383434	protein_coding	gene_id "WBGene00017523"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017523	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1675.0	1485	0.0	WormBase	2381949	-	gene	False	N2HS_J2B_sp	False
4153957	4153957	0	False	False	500	4153457	4153457	0	ADOG	I	.	.	4154550	protein_coding	gene_id "WBGene00020033"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020033	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2196.0	593	0.0	WormBase	4153957	-	gene	False	N2HS_J2B_spl	False
7061111	7061111	0	False	False	500	7060611	7060611	0	ADOG	III	.	.	7064275	protein_coding	gene_id "WBGene00019812"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019812	0	0	0	0	0	['WBGene00019809']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.0	3164	0.0	WormBase	7061111	-	gene	False	N2HS_J2B_s	False
2731319	2731319	0	False	False	500	2730819	2730819	0	ADOG	II	.	.	2735250	protein_coding	gene_id "WBGene00020231"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020231	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5778.0	3931	0.0	WormBase	2731319	-	gene	False	N2HS_J2B_sp	False
2384186	2384186	0	False	False	500	2383686	2383686	0	ADOG	II	.	.	2385595	protein_coding	gene_id "WBGene00017524"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017524	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	752.0	1409	0.0	WormBase	2384186	-	gene	False	N2HS_J2B_sp	False
4770534	4770534	0	False	False	500	4770034	4770034	0	ADOG	II	.	.	4771382	protein_coding	gene_id "WBGene00017841"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017841	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150.0	848	0.0	WormBase	4770534	-	gene	False	N2HS_J2B_sp	False
7842381	7842381	0	False	False	500	7841881	7841881	0	ADOG	III	.	.	7843636	protein_coding	gene_id "WBGene00022786"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022786	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13755.0	1255	0.0	WormBase	7842381	-	gene	False	N2HS_J2B_s	False
12373663	12373663	0	False	False	500	12373163	12373163	0	ADOG	V	.	.	12374231	protein_coding	gene_id "WBGene00044218"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044218	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3482.0	568	0.0	WormBase	12373663	-	gene	False	N2HS_J2B_spl	False
14950078	14950078	0	False	False	500	14949578	14949578	0	ADOG	IV	.	.	14950098	piRNA	gene_id "WBGene00166849"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166849	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140.0	20	0.0	WormBase	14950078	-	gene	False	N2HS_J2B_sp	False
1661806	1661806	0	False	False	500	1661306	1661306	0	ADOG	II	.	.	1662949	protein_coding	gene_id "WBGene00022564"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022564	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.0	1143	0.0	WormBase	1661806	-	gene	False	N2HS_J2B_sp	False
1721323	1721323	0	False	False	500	1720823	1720823	0	ADOG	II	.	.	1722423	protein_coding	gene_id "WBGene00018445"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018445	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070.0	1100	0.0	WormBase	1721323	-	gene	False	N2HS_J2B_sp	False
132450	132450	0	False	False	500	131950	131950	0	ADOG	V	.	.	134993	pseudogene	gene_id "WBGene00021001"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00021001	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4416.0	2543	0.0	WormBase	132450	-	gene	False	N2HS_J2B_spl	False
14889407	14889407	0	False	False	500	14888907	14888907	0	ADOG	V	.	.	14889511	protein_coding	gene_id "WBGene00044273"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044273	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	930.0	104	0.0	WormBase	14889407	-	gene	False	N2HS_J2B_spl	False
554374	554374	0	False	False	500	553874	553874	0	ADOG	V	.	.	556155	protein_coding	gene_id "WBGene00005899"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005899	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.0	1781	0.0	WormBase	554374	-	gene	False	N2HS_J2B_spl	False
7455192	7455192	0	False	False	500	7454692	7454692	0	ADOG	II	.	.	7456284	protein_coding	gene_id "WBGene00017022"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017022	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3814.0	1092	0.0	WormBase	7455192	-	gene	False	N2HS_J2B_sp	False
2571782	2571782	0	False	False	500	2571282	2571282	0	ADOG	I	.	.	2576020	protein_coding	gene_id "WBGene00000006"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000006	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20192.0	4238	0.0	WormBase	2571782	-	gene	False	N2HS_J2B_spl	False
9244402	9244402	0	False	False	500	9243902	9243902	0	ADOG	V	.	.	9246360	protein_coding	gene_id "WBGene00000003"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000003	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181.0	1958	0.0	WormBase	9244402	-	gene	False	N2HS_J2B_spl	False
6032642	6032642	0	False	False	500	6032142	6032142	0	ADOG	II	.	.	6032722	ncRNA	gene_id "WBGene00199780"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199780	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436.0	80	0.0	WormBase	6032642	-	gene	False	N2HS_J2B_sp	False
7585731	7585731	0	False	False	500	7585231	7585231	0	ADOG	II	.	.	7594912	protein_coding	gene_id "WBGene00006363"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006363	0	0	0	['WBGene00197496', 'WBGene00199380', 'WBGene00196516', 'WBGene00201549']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174.0	9181	0.0	WormBase	7585731	-	gene	False	N2HS_J2B_sp	False
975525	975525	0	False	False	500	975025	975025	0	ADOG	X	.	.	978445	protein_coding	gene_id "WBGene00016644"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016644	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	709.0	2920	0.0	WormBase	975525	-	gene	False	N2HS_J2B_spl	False
9826130	9826130	0	False	False	500	9825630	9825630	0	ADOG	III	.	.	9827178	protein_coding	gene_id "WBGene00014017"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014017	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	685.0	1048	0.0	WormBase	9826130	-	gene	False	N2HS_J2B_s	False
8129551	8129551	0	False	False	400	8129151	8129151	0	ADOG	III	.	.	8130227	protein_coding	gene_id "WBGene00004433"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004433	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329.0	676	0.0	WormBase	8129551	-	gene	False	N2HS_J2B_s	False
1701714	1701714	0	False	False	400	1701314	1701314	0	ADOG	III	.	.	1702437	protein_coding	gene_id "WBGene00021263"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021263	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2728.0	723	0.0	WormBase	1701714	-	gene	False	N2HS_J2B_s	False
2961632	2961632	0	False	False	400	2961232	2961232	0	ADOG	V	.	.	2963060	protein_coding	gene_id "WBGene00005885"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005885	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	638.0	1428	0.0	WormBase	2961632	-	gene	False	N2HS_J2B_spl	False
3268809	3268809	0	False	False	400	3268409	3268409	0	ADOG	V	.	.	3269510	protein_coding	gene_id "WBGene00020881"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020881	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	759.0	701	0.0	WormBase	3268809	-	gene	False	N2HS_J2B_spl	False
1945058	1945058	0	False	False	400	1944658	1944658	0	ADOG	III	.	.	1950270	protein_coding	gene_id "WBGene00018721"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018721	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405.0	5212	0.0	WormBase	1945058	-	gene	False	N2HS_J2B_s	False
643762	643762	0	False	False	400	643362	643362	0	ADOG	V	.	.	646199	protein_coding	gene_id "WBGene00018623"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018623	0	0	0	['WBGene00197369']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.0	2437	0.0	WormBase	643762	-	gene	False	N2HS_J2B_spl	False
3370942	3370942	0	False	False	400	3370542	3370542	0	ADOG	V	.	.	3372773	protein_coding	gene_id "WBGene00006012"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006012	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13749.0	1831	0.0	WormBase	3370942	-	gene	False	N2HS_J2B_spl	False
4883039	4883039	0	False	False	400	4882639	4882639	0	ADOG	IV	.	.	4883059	piRNA	gene_id "WBGene00048484"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00048484	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2189.0	20	0.0	WormBase	4883039	-	gene	False	N2HS_J2B_sp	False
13240008	13240008	0	False	False	400	13239608	13239608	0	ADOG	III	.	.	13240890	protein_coding	gene_id "WBGene00012798"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012798	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14774.0	882	0.0	WormBase	13240008	-	gene	False	N2HS_J2B_s	False
4170776	4170776	0	True	False	400	4170376	4170376	0	ADOG	IV	.	.	4171569	protein_coding	gene_id "WBGene00195048"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00195048	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	26430.0	793	0.0	WormBase	4170776	-	gene	False	N2HS_J2B_sp	False
4248155	4248155	0	False	False	400	4247755	4247755	0	ADOG	III	.	.	4263048	protein_coding	gene_id "WBGene00011604"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011604	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	484.0	14893	0.0	WormBase	4248155	-	gene	False	N2HS_J2B_s	False
1517969	1517969	0	False	False	400	1517569	1517569	0	ADOG	IV	.	.	1521324	protein_coding	gene_id "WBGene00019369"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019369	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.0	3355	0.0	WormBase	1517969	-	gene	False	N2HS_J2B_sp	False
11962538	11962538	0	False	False	400	11962138	11962138	0	ADOG	IV	.	.	11963855	pseudogene	gene_id "WBGene00014991"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014991	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003.0	1317	0.0	WormBase	11962538	-	gene	False	N2HS_J2B_sp	False
3683537	3683537	0	False	False	400	3683137	3683137	0	ADOG	IV	.	.	3686865	protein_coding	gene_id "WBGene00003129"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003129	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586.0	3328	0.0	WormBase	3683537	-	gene	False	N2HS_J2B_sp	False
5090243	5090243	0	False	False	400	5089843	5089843	0	ADOG	IV	.	.	5091043	protein_coding	gene_id "WBGene00015327"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015327	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360.0	800	0.0	WormBase	5090243	-	gene	False	N2HS_J2B_sp	False
1447495	1447495	0	True	False	400	1447095	1447095	0	ADOG	III	.	.	1455770	protein_coding	gene_id "WBGene00022349"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022349	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20267.0	8275	0.0	WormBase	1447495	-	gene	False	N2HS_J2B_s	False
11731058	11731058	0	False	False	400	11730658	11730658	0	ADOG	I	.	.	11733478	pseudogene	gene_id "WBGene00077785"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00077785	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4732.0	2420	0.0	WormBase	11731058	-	gene	False	N2HS_J2B_spl	False
2463486	2463486	0	False	False	400	2463086	2463086	0	ADOG	X	.	.	2463558	pseudogene	gene_id "WBGene00023329"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023329	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7038.0	72	0.0	WormBase	2463486	-	gene	False	N2HS_J2B_spl	False
12148080	12148080	0	False	False	400	12147680	12147680	0	ADOG	I	.	.	12150741	protein_coding	gene_id "WBGene00005528"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005528	0	0	0	['WBGene00200276']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	['WBGene00014336']	0	0	11615.0	2661	0.0	WormBase	12148080	-	gene	False	N2HS_J2B_spl	False
576318	576318	0	False	False	400	575918	575918	0	ADOG	X	.	.	587483	protein_coding	gene_id "WBGene00003407"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003407	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3617.0	11165	0.0	WormBase	576318	-	gene	False	N2HS_J2B_spl	False
3727482	3727482	0	False	False	400	3727082	3727082	0	ADOG	V	.	.	3739398	protein_coding	gene_id "WBGene00020855"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020855	0	0	0	['WBGene00198265']	0	0	['WBGene00023351']	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3748.0	11916	0.0	WormBase	3727482	-	gene	False	N2HS_J2B_spl	False
14278781	14278781	0	False	False	400	14278381	14278381	0	ADOG	I	.	.	14278828	ncRNA	gene_id "WBGene00196421"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196421	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4568.0	47	0.0	WormBase	14278781	-	gene	False	N2HS_J2B_spl	False
17680661	17680661	0	False	False	400	17680261	17680261	0	ADOG	V	.	.	17683907	protein_coding	gene_id "WBGene00010300"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010300	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4008.0	3246	0.0	WormBase	17680661	-	gene	False	N2HS_J2B_spl	False
17129106	17129106	0	False	False	400	17128706	17128706	0	ADOG	V	.	.	17129203	snRNA	gene_id "WBGene00077481"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00077481	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483.0	97	0.0	WormBase	17129106	-	gene	False	N2HS_J2B_spl	False
14883039	14883039	0	False	False	400	14882639	14882639	0	ADOG	V	.	.	14883143	protein_coding	gene_id "WBGene00044274"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044274	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	930.0	104	0.0	WormBase	14883039	-	gene	False	N2HS_J2B_spl	False
14881317	14881317	0	False	False	400	14880917	14880917	0	ADOG	V	.	.	14882109	protein_coding	gene_id "WBGene00013890"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013890	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	778.0	792	0.0	WormBase	14881317	-	gene	False	N2HS_J2B_spl	False
1879590	1879590	0	False	False	400	1879190	1879190	0	ADOG	II	.	.	1880708	protein_coding	gene_id "WBGene00015833"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015833	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	827.0	1118	0.0	WormBase	1879590	-	gene	False	N2HS_J2B_sp	False
1885439	1885439	0	False	False	400	1885039	1885039	0	ADOG	II	.	.	1886479	protein_coding	gene_id "WBGene00015836"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015836	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	704.0	1040	0.0	WormBase	1885439	-	gene	False	N2HS_J2B_sp	False
2072221	2072221	0	False	False	400	2071821	2071821	0	ADOG	II	.	.	2075830	protein_coding	gene_id "WBGene00017213"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017213	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.0	3609	0.0	WormBase	2072221	-	gene	False	N2HS_J2B_sp	False
3085829	3085829	0	False	False	400	3085429	3085429	0	ADOG	X	.	.	3087345	protein_coding	gene_id "WBGene00018702"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018702	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3435.0	1516	0.0	WormBase	3085829	-	gene	False	N2HS_J2B_spl	False
11498450	11498450	0	False	False	400	11498050	11498050	0	ADOG	I	.	.	11498715	protein_coding	gene_id "WBGene00086563"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00086563	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2205.0	265	0.0	WormBase	11498450	-	gene	False	N2HS_J2B_spl	False
2163341	2163341	0	False	False	400	2162941	2162941	0	ADOG	II	.	.	2163832	protein_coding	gene_id "WBGene00044360"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044360	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12051.0	491	0.0	WormBase	2163341	-	gene	False	N2HS_J2B_sp	False
11473218	11473218	0	False	False	400	11472818	11472818	0	ADOG	I	.	.	11475677	protein_coding	gene_id "WBGene00003703"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003703	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2185.0	2459	0.0	WormBase	11473218	-	gene	False	N2HS_J2B_spl	False
5626316	5626316	0	False	False	400	5625916	5625916	0	ADOG	II	.	.	5627263	protein_coding	gene_id "WBGene00235269"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00235269	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3833.0	947	0.0	WormBase	5626316	-	gene	False	N2-J2-1__split	False
12419365	12419365	0	False	False	400	12418965	12418965	0	ADOG	X	.	.	12419510	ncRNA	gene_id "WBGene00200930"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200930	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5328.0	145	0.0	WormBase	12419365	-	gene	False	N2HS_J2B_spl	False
11940336	11940336	0	False	False	400	11939936	11939936	0	ADOG	X	.	.	11942051	protein_coding	gene_id "WBGene00010121"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010121	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436.0	1715	0.0	WormBase	11940336	-	gene	False	N2HS_J2B_spl	False
7966601	7966601	0	False	False	400	7966201	7966201	0	ADOG	III	.	.	7969221	protein_coding	gene_id "WBGene00045247"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00045247	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3860.0	2620	0.0	WormBase	7966601	-	gene	False	N2HS_J2A_split	False
1423095	1423095	0	False	False	400	1422695	1422695	0	ADOG	IV	.	.	1425062	protein_coding	gene_id "WBGene00022311"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022311	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3248.0	1967	0.0	WormBase	1423095	-	gene	False	N2HS_J2A_split	False
9522488	9522488	0	False	False	400	9522088	9522088	0	ADOG	X	.	.	9523173	protein_coding	gene_id "WBGene00007408"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007408	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5301.0	685	0.0	WormBase	9522488	-	gene	False	N2HS_J2B_spl	False
979125	979125	0	False	False	400	978725	978725	0	ADOG	I	.	.	979274	ncRNA	gene_id "WBGene00200860"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200860	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2575.0	149	0.0	WormBase	979125	-	gene	False	N2HS_J2B_spl	False
6053785	6053785	0	False	False	400	6053385	6053385	0	ADOG	I	.	.	6055821	protein_coding	gene_id "WBGene00016156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016156	0	0	0	0	0	0	0	0.0	0	0	0	0	0	['WBGene00219261']	0	0	0	0	0	0	0	2549.0	2036	0.0	WormBase	6053785	-	gene	False	N2HS_J2B_spl	False
12551724	12551724	0	False	False	400	12551324	12551324	0	ADOG	V	.	.	12551855	ncRNA	gene_id "WBGene00199296"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199296	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1339.0	131	0.0	WormBase	12551724	-	gene	False	N2HS_J2B_spl	False
