GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00269392	857	4	5	3	1	0	0	0	0
WBGene00006965	936	27	17	10	16	7	14	3	7
WBGene00003219	4896	324	383	294	281	224	144	136	79
WBGene00077680	1161	0	1	0	0	0	0	2	0
WBGene00010066	1445	27	44	20	20	15	11	1	6
WBGene00199303	85	0	0	0	0	0	0	0	0
WBGene00014395	72	81	0	26	19	15	0	0	0
WBGene00013389	1589	0	1	0	3	1	0	0	0
WBGene00013392	1141	345	538	20	28	18	43	25	16
WBGene00013394	917	1929	3383	180	199	174	270	213	150
WBGene00013400	1435	5	8	4	5	4	1	1	0
WBGene00013401	3154	14	10	13	19	8	3	0	2
WBGene00013402	1887	3	2	2	3	4	1	0	1
WBGene00010119	2572	12	2	4	5	3	5	5	1
WBGene00045493	1266	1	0	2	0	2	0	0	0
WBGene00014400	72	567	0	8	3	9	0	0	0
WBGene00011615	3051	402	470	323	261	253	182	129	81
WBGene00011616	1071	1	8	0	2	1	1	0	1
WBGene00206466	833	1	2	0	1	0	0	0	0
WBGene00008212	1365	26	2	3	2	3	1	2	3
WBGene00268215	273	0	2	0	0	0	0	0	0
WBGene00008205	3823	1576	938	966	832	825	533	398	286
WBGene00012158	53179	1746	1858	1013	957	875	799	518	391
WBGene00202471	77	0	0	0	0	0	0	0	0
WBGene00007115	2788	34	30	9	12	13	3	5	5
WBGene00197531	139	0	0	0	0	0	0	0	0
WBGene00199905	214	0	0	0	0	0	0	0	0
WBGene00198743	215	0	1	0	0	0	0	0	0
WBGene00196674	114	0	0	0	0	2	0	0	0
WBGene00007594	2169	3	2	3	1	0	0	0	0
WBGene00045385	2014	3	6	1	0	0	0	0	0
WBGene00201009	78	0	0	0	0	0	0	0	0
WBGene00198854	214	0	0	0	0	0	0	0	0
WBGene00198789	142	0	0	0	0	0	0	0	0
WBGene00200872	213	0	4	0	1	0	0	0	0
WBGene00201891	222	2	0	0	0	0	0	0	0
WBGene00196661	138	0	0	0	1	0	0	0	0
WBGene00197846	280	1	0	1	1	0	0	0	0
WBGene00197429	195	0	0	0	0	2	0	0	0
WBGene00000754	1152	14324	12190	4448	4251	3524	4246	2771	1973
WBGene00011354	2051	6	11	3	3	3	1	2	0
WBGene00011355	1963	5	2	1	2	2	0	0	0
WBGene00011356	1600	1	1	1	2	0	0	0	0
WBGene00011358	2022	7	1	2	2	0	0	0	0
WBGene00011359	3464	6	4	4	0	0	0	1	0
WBGene00011360	2393	1	1	2	2	2	1	0	1
WBGene00198322	131	2	0	0	0	0	0	0	0
WBGene00010926	951	1	2	1	0	0	0	0	1
WBGene00045481	1827	8	2	3	1	3	2	0	0
WBGene00010924	1698	86	98	25	16	20	12	15	6
WBGene00044144	1395	7	10	9	11	10	3	0	4
WBGene00197518	148	0	0	0	0	0	0	0	0
WBGene00014775	73	0	0	0	0	0	0	0	0
WBGene00201080	308	1	0	2	2	2	0	0	0
WBGene00198955	145	0	1	0	0	1	0	0	1
WBGene00195843	220	0	1	0	0	1	0	0	0
WBGene00200995	225	0	1	0	1	0	0	0	0
WBGene00201825	150	0	0	0	0	0	0	0	0
WBGene00199445	143	0	0	1	0	0	0	0	0
WBGene00199761	147	1	0	0	0	0	0	0	0
WBGene00197205	135	1	1	0	0	0	1	0	0
WBGene00197362	123	1	1	0	0	0	0	0	0
WBGene00196377	95	0	0	0	0	0	0	0	0
WBGene00044132	2070	65	82	30	18	23	23	13	4
WBGene00007691	3036	26	32	15	11	6	14	7	3
WBGene00007695	3179	49	76	20	13	10	20	12	7
WBGene00007692	3659	104	143	27	20	27	26	10	22
WBGene00007693	3294	31	9	2	6	5	4	0	0
WBGene00007694	5161	235	269	120	134	99	117	78	53
WBGene00008451	3011	125	124	38	41	25	24	20	6
WBGene00201135	55	1	0	0	1	0	2	0	0
WBGene00200806	128	3	0	0	0	0	0	0	0
WBGene00201613	143	0	0	0	1	0	0	0	0
WBGene00200852	195	0	0	1	0	0	0	0	0
WBGene00008450	2328	56	43	31	33	25	23	15	6
WBGene00200675	355	4	0	4	2	1	0	0	0
WBGene00008449	5657	80	40	24	37	29	12	9	11
WBGene00007289	1853	1	2	1	0	1	0	2	0
WBGene00007290	2023	328	437	300	239	235	204	126	82
WBGene00007291	1430	2	5	0	2	0	0	1	1
WBGene00007292	2429	36	0	3	3	4	0	0	0
WBGene00012299	1545	105	126	34	37	25	41	37	15
WBGene00012301	1340	190	143	90	81	74	70	33	23
WBGene00012303	1149	12	1	0	1	1	1	0	1
WBGene00008902	2618	9	1	11	12	10	1	3	3
WBGene00008903	1919	4	0	1	1	1	1	0	0
WBGene00006966	2106	5	1	2	1	3	0	0	0
WBGene00008904	1337	108	88	69	73	59	53	34	23
WBGene00005118	1694	0	0	0	0	1	1	0	0
WBGene00005119	1642	3	0	2	0	0	0	0	1
WBGene00005123	1551	1	1	0	0	1	0	0	0
WBGene00005124	1208	0	0	0	0	0	0	0	0
WBGene00005125	1649	5	1	0	2	0	0	0	0
WBGene00005126	1645	4	0	1	1	0	0	0	0
WBGene00005122	1809	0	0	0	0	0	0	0	0
WBGene00044397	309	12	4	0	1	0	0	0	0
WBGene00009640	435	86	96	4	10	6	5	4	0
WBGene00044140	871	1	1	0	0	0	0	0	0
WBGene00194795	402	0	0	2	1	0	0	1	0
WBGene00009635	1211	116	131	46	48	30	39	44	23
WBGene00009637	493	103	74	16	17	15	10	10	7
WBGene00009639	448	175	178	11	16	9	13	5	4
WBGene00008961	706	2	0	1	1	0	1	0	0
WBGene00008959	1568	136	94	40	30	27	19	14	15
WBGene00196839	205	0	0	0	0	0	0	0	0
WBGene00195563	149	1	0	0	0	0	0	0	0
WBGene00008924	5270	170	190	82	70	76	73	52	31
WBGene00171381	21	0	1	0	0	0	0	0	0
WBGene00198419	303	2	0	1	0	0	0	0	0
WBGene00201967	176	0	0	0	0	0	0	0	0
WBGene00023492	902	16	16	4	1	1	2	2	2
WBGene00003180	660	0	3	0	1	1	0	0	0
WBGene00011824	9762	138	240	92	79	83	56	38	31
WBGene00011823	1465	96	93	52	44	37	33	33	15
WBGene00011820	3190	320	277	184	176	165	132	82	67
WBGene00011822	564	13	9	3	5	1	2	2	1
WBGene00202278	356	3	0	0	0	0	0	2	0
WBGene00003514	7288	10404	6292	6533	5660	5651	3262	2605	1777
WBGene00000222	3957	217	285	164	141	130	116	102	73
WBGene00009726	6049	127	158	73	73	59	49	24	27
WBGene00199473	146	61	1	9	12	10	0	0	0
WBGene00009727	2998	18	6	2	5	9	1	1	2
WBGene00007636	627	0	0	0	1	1	0	0	0
WBGene00201269	62	0	0	0	0	0	0	0	0
WBGene00014474	72	8286	3	109	83	88	0	0	0
WBGene00200382	105	0	0	0	0	0	0	0	0
WBGene00011989	3141	3	2	3	0	3	0	0	0
WBGene00011991	3140	3	0	2	0	2	0	0	0
WBGene00198768	148	30	0	4	12	6	0	0	0
WBGene00011992	270	2	0	0	0	1	0	0	0
WBGene00219279	366	49	25	21	17	13	19	12	6
WBGene00044149	1087	100	98	104	93	82	75	68	55
WBGene00219278	462	26	54	39	32	29	24	21	12
WBGene00011152	5154	188	213	83	74	69	68	46	39
WBGene00011153	4060	303	448	125	114	92	146	86	61
WBGene00200882	217	0	3	0	0	0	0	1	0
WBGene00199260	127	0	0	0	1	0	0	0	0
WBGene00010423	4371	21	17	9	14	6	4	3	0
WBGene00197413	291	1	3	0	0	0	0	0	0
WBGene00009527	84	4302	7	117	90	91	0	1	0
WBGene00009555	84	39	2	4	2	2	0	0	0
WBGene00199348	150	0	0	0	0	0	0	0	0
WBGene00200321	146	0	1	0	0	0	0	0	0
WBGene00196697	145	0	2	1	0	0	0	0	0
WBGene00000082	10448	99	102	41	33	29	22	24	8
WBGene00011564	4080	139	201	75	58	58	48	35	26
WBGene00004345	15739	190	135	95	78	63	44	32	34
WBGene00004006	5591	36	73	18	17	13	15	10	8
WBGene00004007	5176	92	88	43	37	29	33	24	14
WBGene00196626	232	0	0	0	2	0	1	0	0
WBGene00197878	148	0	0	0	0	0	0	0	0
WBGene00198678	117	0	0	0	0	0	0	0	0
WBGene00194811	290	0	2	1	2	2	0	0	0
WBGene00009057	3827	193	191	58	48	46	51	33	23
WBGene00011938	4751	350	309	115	113	83	70	44	38
WBGene00006175	1596	6	3	1	1	0	0	1	0
WBGene00006174	1416	1	0	0	1	0	0	0	0
WBGene00000016	660	32	37	4	4	4	5	7	0
WBGene00000017	753	74	63	14	7	10	9	8	6
WBGene00196699	68	0	0	0	0	0	0	0	0
WBGene00201275	193	0	0	0	0	1	0	0	0
WBGene00198972	63	0	0	0	0	0	0	0	0
WBGene00200315	113	0	1	0	0	0	0	0	0
WBGene00202251	130	1	1	0	0	0	0	0	0
WBGene00008260	2074	87	81	11	16	17	14	9	1
WBGene00011770	1523	6	15	6	5	5	0	0	0
WBGene00011771	8789	1155	1070	506	459	390	313	257	189
WBGene00196160	139	0	0	1	0	0	0	0	0
WBGene00198241	215	0	1	1	1	0	0	0	0
WBGene00200266	149	0	0	0	0	0	0	0	0
WBGene00201521	131	0	1	0	0	2	0	0	0
WBGene00202095	266	0	0	3	0	2	0	0	1
WBGene00201212	271	1	1	1	1	3	1	2	1
WBGene00001149	2849	3291	2687	1209	1044	950	741	517	442
WBGene00014416	82	1605	5	30	20	32	0	0	0
WBGene00198004	119	0	0	0	0	0	0	0	0
WBGene00004108	12345	547	423	329	332	279	186	156	145
WBGene00007933	1690	25	5	4	5	8	3	1	3
WBGene00200291	53	0	0	2	0	0	0	0	0
WBGene00010376	72	21	0	6	3	6	0	0	0
WBGene00010430	72	18	0	7	3	6	0	0	0
WBGene00010431	82	85	1	0	1	2	0	0	0
WBGene00007346	3247	13	16	7	3	3	3	1	2
WBGene00195214	761	9	1	1	1	0	0	1	0
WBGene00008693	1350	3	12	2	2	2	5	3	2
WBGene00008692	4078	130	153	54	52	38	41	21	19
WBGene00045495	2038	24	31	13	14	10	15	10	8
WBGene00008694	8192	1784	1717	1062	969	836	597	383	353
WBGene00197743	142	0	0	0	2	0	0	0	0
WBGene00003623	5470	115	154	72	66	70	59	35	20
WBGene00169799	21	0	0	0	0	0	0	0	0
WBGene00201887	87	0	0	0	1	0	0	0	0
WBGene00197945	85	3	0	0	2	1	0	0	0
WBGene00014294	4039	691	798	350	335	296	226	162	120
WBGene00014295	82	72	0	0	2	1	0	0	0
WBGene00008279	2328	7	8	7	3	6	3	2	0
WBGene00010519	3600	157	141	87	80	64	48	35	15
WBGene00045497	2522	2	5	1	4	2	0	1	0
WBGene00010522	2769	57	82	33	27	23	22	22	9
WBGene00200314	135	1	0	0	0	0	0	0	0
WBGene00000450	1411	7	0	0	0	2	0	0	0
WBGene00010521	3874	11	4	3	6	5	1	0	0
WBGene00006078	1610	2	0	4	2	0	0	0	0
WBGene00010996	3074	2	1	7	12	2	0	0	0
WBGene00010998	3294	46	70	46	50	31	14	9	4
WBGene00008925	3360	312	344	92	87	71	96	67	29
WBGene00008926	2619	190	213	35	33	34	36	33	18
WBGene00199364	147	0	0	0	0	0	0	0	0
WBGene00197771	133	0	0	0	0	0	0	0	0
WBGene00008598	3862	128	152	34	35	31	19	15	13
WBGene00008599	4665	233	48	25	16	15	7	16	8
WBGene00045245	1040	58	72	9	7	17	7	10	9
WBGene00008600	10874	44	9	9	7	12	0	4	1
WBGene00196264	192	0	0	0	0	0	0	0	0
WBGene00195494	142	0	2	0	1	0	0	0	0
WBGene00195858	54	0	0	0	0	0	0	0	0
WBGene00170928	21	0	0	0	0	0	0	0	0
WBGene00001668	2710	5	2	3	4	3	1	0	1
WBGene00198487	110	0	0	0	2	0	0	0	0
WBGene00197038	262	6	0	0	0	0	0	0	0
WBGene00199169	137	0	1	0	0	0	0	0	0
WBGene00199651	146	0	0	0	0	0	0	1	0
WBGene00006749	4318	58	85	48	33	49	26	18	19
WBGene00011255	1919	3	6	4	4	2	0	0	0
WBGene00010690	1088	128	135	23	27	26	20	15	4
WBGene00010691	1353	22	17	6	6	8	2	8	6
WBGene00001995	1655	79	66	34	24	26	32	16	20
WBGene00003626	4319	131	202	73	61	69	64	38	32
WBGene00164968	3052	24	32	7	8	5	4	8	2
WBGene00014428	72	0	0	0	0	0	0	0	0
WBGene00010704	2095	120	133	52	23	35	22	13	14
WBGene00201488	120	0	0	0	0	0	0	1	0
WBGene00198894	99	0	0	0	0	0	0	0	0
WBGene00198712	149	0	0	0	2	0	0	0	0
WBGene00169512	21	0	0	0	0	0	0	0	0
WBGene00201278	87	0	0	0	0	0	0	0	0
WBGene00201572	101	0	0	0	0	0	0	0	0
WBGene00005116	1179	2	2	0	0	0	0	0	0
WBGene00014477	72	0	0	0	0	0	0	0	0
WBGene00014478	73	431	4	19	17	25	0	0	0
WBGene00014479	72	0	0	0	0	0	0	0	0
WBGene00171525	21	0	0	0	0	0	0	0	0
WBGene00009797	4892	251	261	123	127	95	69	70	56
WBGene00004801	2997	47	108	15	27	18	11	17	8
WBGene00004802	1812	26	24	6	3	12	7	3	1
WBGene00009798	2739	42	98	159	134	188	143	144	105
WBGene00004238	10067	277	315	173	142	166	120	86	44
WBGene00195616	212	1	0	0	0	0	0	0	0
WBGene00197515	131	0	0	0	0	0	0	0	0
WBGene00166775	21	1	0	0	0	0	0	0	0
WBGene00199043	61	0	0	0	0	0	0	0	0
WBGene00201078	146	1	1	0	0	0	0	0	0
WBGene00195731	115	0	0	0	0	0	0	0	0
WBGene00196531	147	0	0	0	0	0	0	0	0
WBGene00202382	131	0	0	2	1	0	0	0	0
WBGene00008517	388	32	18	7	5	9	5	4	6
WBGene00008515	4333	186	194	56	66	52	52	30	29
WBGene00206531	539	2	3	2	1	0	1	0	1
WBGene00007810	2155	51	70	13	11	14	11	15	7
WBGene00007811	2143	841	1931	270	240	238	465	330	280
WBGene00014271	74	12	0	0	1	0	0	0	0
WBGene00007813	5430	29	22	21	23	18	12	8	9
WBGene00014272	82	4702	1	144	92	81	0	0	0
WBGene00219877	80	4770	0	22	21	26	0	0	0
WBGene00008527	3251	2	3	1	0	0	0	0	0
WBGene00014302	72	42	24	0	2	0	0	0	0
WBGene00173807	21	0	0	0	0	0	0	0	0
WBGene00195387	180	0	0	0	0	0	0	0	0
WBGene00000757	1085	4409	4888	1055	1066	896	1432	846	671
WBGene00006610	3745	100	106	50	44	32	31	18	10
WBGene00196314	62	0	0	0	0	0	0	0	0
WBGene00199074	163	0	0	0	0	0	0	0	0
WBGene00201893	309	0	0	2	0	1	0	0	0
WBGene00201095	192	0	0	0	0	0	0	0	0
WBGene00195845	281	0	0	0	0	1	0	0	0
WBGene00010368	2531	55	31	10	9	4	5	0	2
WBGene00198630	86	0	0	0	0	0	0	0	0
WBGene00008939	1875	56	94	30	26	16	13	19	11
WBGene00199835	207	1	2	0	0	0	0	0	0
WBGene00008940	2945	358	310	188	199	129	99	104	70
WBGene00000051	3563	41	23	18	20	12	9	11	6
WBGene00010969	992	16	3	5	11	8	0	0	0
WBGene00201881	141	0	0	0	0	0	0	0	0
WBGene00000282	2026	793	425	150	159	162	85	82	86
WBGene00173754	21	0	0	0	0	0	0	0	0
WBGene00197678	150	0	0	0	0	0	0	0	0
WBGene00199306	167	0	0	0	1	1	0	0	0
WBGene00201692	132	0	0	0	0	0	0	0	0
WBGene00196125	57	0	0	0	0	0	0	0	0
WBGene00197705	185	0	0	0	0	0	0	1	0
WBGene00200175	65	0	0	0	1	0	0	0	0
WBGene00199198	134	0	0	0	0	0	0	0	0
WBGene00202241	125	13	15	1	0	1	3	3	2
WBGene00010034	2946	65	28	22	23	16	12	15	9
WBGene00010033	638	5	6	0	2	1	0	4	0
WBGene00006816	5046	862	940	1046	893	826	632	422	318
WBGene00000598	1173	6	1	0	5	0	1	0	0
WBGene00000621	964	18	1	9	6	3	0	0	0
WBGene00010027	1026	4	0	2	3	1	0	1	0
WBGene00014391	110	0	0	0	0	0	0	0	0
WBGene00000262	1239	62	131	33	20	25	14	24	5
WBGene00010030	1099	6	1	1	2	1	0	0	0
WBGene00010032	2803	13	5	5	6	3	1	3	0
WBGene00012440	1057	7	10	23	8	11	7	7	5
WBGene00196828	141	0	0	0	0	0	0	0	0
WBGene00198881	130	0	0	0	0	0	0	0	0
WBGene00006673	2380	11	1	1	2	2	0	0	0
WBGene00200949	196	0	0	0	0	0	0	0	0
WBGene00202225	269	0	0	0	0	1	0	0	0
WBGene00008036	730	8	9	4	7	4	2	0	1
WBGene00008037	589	4	1	0	0	0	0	0	0
WBGene00014284	72	8285	3	109	83	87	0	0	0
WBGene00195496	126	0	0	0	0	0	0	0	0
WBGene00196238	96	0	0	0	0	0	0	0	0
WBGene00007285	2445	19	19	12	12	9	8	6	1
WBGene00007288	764	30	33	9	9	2	2	1	5
WBGene00000308	119	5232	18	81	68	64	3	3	1
WBGene00007287	5149	767	940	755	654	614	467	338	247
WBGene00000074	7799	376	530	200	186	158	153	129	71
WBGene00200189	97	2	1	1	1	3	1	0	2
WBGene00010504	1075	7	16	5	3	5	4	5	3
WBGene00010773	2142	26	32	5	3	3	3	1	2
WBGene00014439	73	7	2	0	0	0	0	0	0
WBGene00014440	73	30	4	0	0	0	0	0	0
WBGene00010774	1634	32	42	18	8	11	15	8	4
WBGene00077679	1340	5	2	0	0	1	0	0	0
WBGene00010776	7107	272	344	148	135	115	116	62	62
WBGene00003661	4463	337	464	192	194	193	133	103	71
WBGene00010115	3621	135	166	53	40	41	27	22	27
WBGene00010116	3762	133	198	66	82	54	74	58	28
WBGene00196964	149	0	0	1	0	0	0	0	0
WBGene00014398	73	2	1	0	0	0	0	0	0
WBGene00014399	73	6	0	0	1	0	0	0	0
WBGene00010118	3760	22	15	14	15	16	3	3	0
WBGene00014217	1427	4	1	0	0	0	0	0	0
WBGene00169940	21	0	0	0	0	0	0	0	0
WBGene00195310	194	0	0	1	0	0	0	0	0
WBGene00197262	292	4	0	0	0	0	0	0	0
WBGene00202258	150	0	0	0	0	1	0	0	0
WBGene00198192	227	0	0	0	0	0	0	0	0
WBGene00202042	135	0	0	0	0	0	0	0	0
WBGene00201302	209	2	0	0	0	2	0	0	0
WBGene00008955	2096	16	6	9	8	6	4	1	3
WBGene00010833	1499	22	14	11	18	9	1	0	1
WBGene00010837	373	5	14	0	0	3	0	1	0
WBGene00010834	4419	675	524	147	133	106	71	65	45
WBGene00045327	92	0	0	0	0	0	0	0	0
WBGene00010836	14075	99	138	55	35	40	31	17	13
WBGene00168397	21	0	0	0	0	0	0	0	0
WBGene00199571	132	0	2	0	0	0	0	0	0
WBGene00003275	97	5	6	0	1	4	0	0	1
WBGene00010494	1136	1	1	2	1	1	0	0	0
WBGene00001251	6365	180	145	82	63	78	58	57	28
WBGene00195495	54	0	0	0	0	0	0	0	0
WBGene00000105	7148	738	827	869	816	782	459	396	285
WBGene00006372	2767	42	54	18	16	20	16	12	6
WBGene00009849	2210	6	5	1	3	2	0	0	1
WBGene00009850	1261	60	60	12	19	18	24	13	5
WBGene00009851	1203	307	313	81	86	90	64	40	18
WBGene00009853	790	6	0	2	3	2	0	0	0
WBGene00007844	2403	4	0	3	4	0	0	0	0
WBGene00007845	685	1	0	1	1	3	0	0	0
WBGene00007847	3045	108	144	55	56	40	42	15	11
WBGene00007848	1179	499	400	132	113	104	114	130	56
WBGene00014274	72	22	0	1	0	1	0	0	0
WBGene00004708	72	41	11	0	2	2	0	0	0
WBGene00219559	767	7	26	8	14	12	13	13	10
WBGene00200450	149	0	0	0	0	0	1	0	0
WBGene00007295	1820	44	34	14	6	16	6	3	7
WBGene00201909	274	0	0	1	0	0	0	0	0
WBGene00196793	176	4	3	1	0	1	0	2	0
WBGene00198645	135	1	3	2	2	0	0	0	0
WBGene00007296	3654	404	396	183	147	134	115	72	40
WBGene00198154	188	2	0	1	1	1	0	0	0
WBGene00195512	143	2	1	1	2	0	0	0	0
WBGene00202198	191	5	3	4	1	1	0	1	0
WBGene00200536	140	1	0	2	0	0	0	2	0
WBGene00001116	14350	209	251	320	330	284	153	132	84
WBGene00201173	114	0	0	1	0	1	2	0	0
WBGene00007904	5134	274	263	117	98	103	56	37	39
WBGene00195937	69	0	0	0	0	0	0	0	0
WBGene00008879	4074	6	5	3	1	2	1	2	0
WBGene00001106	5102	28	8	15	5	7	9	4	3
WBGene00008881	1014	0	0	1	2	0	0	0	0
WBGene00008882	5547	1014	1252	595	504	461	432	292	198
WBGene00008883	1170	2	5	1	3	0	3	0	2
WBGene00014354	73	45	0	0	3	5	0	0	0
WBGene00009235	641	1	0	1	0	1	0	0	0
WBGene00009233	5649	329	353	129	123	127	111	70	50
WBGene00014355	72	3	0	0	0	0	0	0	0
WBGene00014356	72	3	0	0	0	0	0	0	0
WBGene00014357	72	2	0	0	0	0	0	0	0
WBGene00009231	2944	45	62	21	17	25	14	13	5
WBGene00000103	4371	337	317	129	106	105	86	47	43
WBGene00014475	82	839	2	13	6	7	0	0	0
WBGene00007994	2559	13	27	18	37	12	11	10	6
WBGene00007995	2718	3	0	0	0	1	0	0	0
WBGene00173168	21	0	0	0	0	0	0	0	0
WBGene00200595	147	3	0	0	0	0	0	0	0
WBGene00201941	221	0	2	0	1	0	0	0	0
WBGene00200954	177	1	0	0	0	0	0	0	0
WBGene00200241	54	0	0	0	0	0	0	0	0
WBGene00202119	56	0	0	1	0	0	0	0	0
WBGene00010605	4151	727	1748	184	126	148	410	305	242
WBGene00010606	3196	117	83	40	40	25	23	13	10
WBGene00197329	145	0	1	0	0	0	0	0	0
WBGene00010552	2656	153	204	116	91	69	85	51	35
WBGene00010555	1794	350	499	164	163	130	142	106	55
WBGene00077757	1139	137	270	33	24	29	63	39	28
WBGene00008462	4467	30	37	28	21	21	14	11	15
WBGene00000952	5082	15	8	6	10	5	1	2	0
WBGene00004191	13080	177	154	69	65	70	45	36	17
WBGene00007531	2787	30	17	16	16	15	5	8	8
WBGene00168853	21	0	0	0	0	0	0	0	0
WBGene00202024	61	0	0	0	0	0	0	0	0
WBGene00198754	87	0	0	0	0	0	0	0	0
WBGene00010570	1160	2	1	0	0	0	0	0	0
WBGene00010572	2227	100	129	63	52	49	41	48	34
WBGene00195699	133	0	0	0	0	0	0	0	0
WBGene00173415	21	0	0	0	0	0	0	0	0
WBGene00194675	632	13	18	4	3	1	3	1	0
WBGene00013370	651	18	6	11	8	14	6	2	4
WBGene00196722	49	0	0	0	0	0	0	0	0
WBGene00198948	60	0	1	0	0	0	0	0	0
WBGene00011765	5065	16	15	11	10	3	9	6	3
WBGene00009090	479	14	17	4	1	10	3	2	0
WBGene00044136	1152	0	0	0	1	0	0	0	0
WBGene00044217	906	8	16	1	2	1	1	2	1
WBGene00014347	72	0	1	0	0	0	0	0	0
WBGene00009087	826	8	12	3	1	2	0	3	2
WBGene00009088	1165	7	7	7	3	8	6	2	1
WBGene00009089	5339	86	101	52	48	47	24	24	12
WBGene00044157	1791	0	0	2	2	1	0	0	0
WBGene00010938	1544	1	1	2	1	0	0	0	0
WBGene00010939	2807	14	2	5	0	1	0	0	0
WBGene00044145	420	1	0	0	0	0	0	0	0
WBGene00044146	786	2	0	0	0	2	0	0	0
WBGene00010937	2116	2	0	5	2	2	3	0	0
WBGene00045133	80	165	9	3	7	8	0	0	0
WBGene00045371	72	172	1	5	8	5	0	0	1
WBGene00045117	78	143	3	7	8	3	0	0	0
WBGene00045158	64	76	1	16	5	10	0	0	0
WBGene00044147	879	1	0	2	1	4	0	0	0
WBGene00001583	4131	322	403	195	177	182	140	98	66
WBGene00010940	829	15	19	1	10	3	4	3	2
WBGene00197760	76	0	0	0	0	0	0	0	0
WBGene00001898	1022	1073	996	471	457	404	333	258	127
WBGene00010936	3350	11	11	9	23	8	7	1	1
WBGene00197597	188	1	1	1	1	0	0	0	0
WBGene00044134	2370	111	119	88	120	89	56	45	28
WBGene00008353	1943	109	96	55	44	40	34	30	26
WBGene00008357	423	120	154	27	38	16	16	18	6
WBGene00008360	358	99	113	22	34	29	26	23	8
WBGene00011984	1626	63	90	34	19	21	11	12	8
WBGene00172535	21	0	0	0	0	0	0	0	0
WBGene00011982	1087	0	2	0	1	1	0	0	0
WBGene00011981	866	45	55	6	7	15	5	4	0
WBGene00199187	137	0	0	0	0	0	0	0	0
WBGene00004301	6160	16	4	3	5	3	0	0	2
WBGene00003602	2922	142	195	110	95	83	56	51	25
WBGene00008093	3384	9	14	6	2	7	7	0	3
WBGene00002282	2987	64	81	35	27	41	31	20	9
WBGene00006366	2721	520	531	376	368	286	201	144	105
WBGene00006524	2198	181	202	63	69	54	60	46	35
WBGene00008096	820	3	5	2	2	1	4	0	1
WBGene00001325	5639	608	703	424	390	365	323	230	171
WBGene00197844	127	2	0	2	1	2	0	0	0
WBGene00004313	13445	2448	3098	2123	1923	1707	1278	914	629
WBGene00199243	119	0	0	0	0	0	0	0	0
WBGene00196424	129	0	2	0	0	0	0	0	0
WBGene00195389	213	1	0	1	1	0	0	0	0
WBGene00195740	196	1	0	0	0	0	0	0	0
WBGene00200030	209	0	0	0	0	0	0	0	0
WBGene00196152	127	0	0	0	0	0	0	0	0
WBGene00201361	146	0	1	0	0	0	0	0	0
WBGene00199352	144	0	0	0	0	1	0	0	0
WBGene00197451	224	2	0	0	0	0	0	0	0
WBGene00007750	7870	237	269	166	127	145	87	71	42
WBGene00007751	7048	331	329	183	218	168	123	98	56
WBGene00201518	135	0	0	1	0	0	0	0	0
WBGene00004854	8999	118	139	56	47	62	44	39	30
WBGene00201124	96	0	0	1	0	0	0	0	0
WBGene00000822	3446	1990	2450	1299	1202	1008	1133	817	601
WBGene00196815	217	0	1	0	0	0	0	0	0
WBGene00198921	123	1	0	0	0	0	0	0	0
WBGene00009573	1893	28	23	6	4	8	6	2	1
WBGene00202049	74	0	0	0	0	0	0	0	0
WBGene00006432	8305	504	707	374	295	314	248	183	113
WBGene00009357	2040	2	3	1	2	2	0	0	0
WBGene00009358	2175	76	66	13	10	6	5	6	1
WBGene00195629	138	0	0	0	0	0	0	1	0
WBGene00007348	3071	293	151	85	86	64	67	48	38
WBGene00197973	79	0	0	0	0	0	0	0	0
WBGene00007350	2434	915	856	540	444	453	404	300	204
WBGene00197186	149	0	0	1	0	1	0	0	0
WBGene00006743	10027	33	37	18	20	22	15	10	4
WBGene00199466	137	1	1	0	0	1	0	0	0
WBGene00198329	63	0	0	0	0	0	0	0	0
WBGene00009628	1973	1184	1253	1140	966	892	809	701	479
WBGene00009629	10143	26	19	12	4	11	3	8	6
WBGene00014372	72	8	1	0	0	0	0	0	0
WBGene00044139	709	2	1	1	1	0	0	0	0
WBGene00011426	2020	0	0	4	2	3	0	0	0
WBGene00197461	139	4	1	0	0	0	0	0	0
WBGene00196300	176	0	0	0	0	0	0	0	0
WBGene00198799	124	0	2	0	0	0	0	0	0
WBGene00001055	6418	532	585	221	202	130	163	93	72
WBGene00007772	3281	236	258	137	130	126	119	108	50
WBGene00007775	3345	35	45	9	10	10	8	3	6
WBGene00007774	2388	139	176	41	52	49	39	17	20
WBGene00200952	122	0	0	0	0	0	0	0	0
WBGene00201993	277	3	0	0	0	1	0	0	0
WBGene00044138	2706	10	8	1	3	4	1	1	1
WBGene00001451	882	34	74	27	19	12	22	14	6
WBGene00000902	5810	24	19	12	9	8	6	3	5
WBGene00003517	3305	119	75	37	18	27	19	29	10
WBGene00009303	2268	4	2	2	1	0	0	0	0
WBGene00197969	215	0	0	0	0	0	0	0	0
WBGene00197185	132	0	0	0	0	0	0	0	0
WBGene00196473	144	0	0	0	0	0	0	0	0
WBGene00013496	5107	23	16	12	12	8	5	7	4
