DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA
11929889	11929889	0	False	False	300	11929589	11929589	0	DOG	III	.	.	11933639	protein_coding	gene_id "WBGene00044233"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044233	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9652.0	3750	0.0	WormBase	11929889	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12052424	12052424	0	False	True	600	12052303	12052303	0	DOG	III	.	.	12058458	protein_coding	gene_id "WBGene00000201"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000201	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.0	6034	0.0	WormBase	12052424	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00013580']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12123200	12123200	0	False	False	500	12122700	12122700	0	DOG	III	.	.	12123256	ncRNA	gene_id "WBGene00220207"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220207	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4730.0	56	0.0	WormBase	12123200	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12224487	12224487	0	False	False	600	12223887	12223887	0	DOG	III	.	.	12225331	protein_coding	gene_id "WBGene00013552"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013552	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5853.0	844	0.0	WormBase	12224487	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00013551']	['WBGene00013551']	NA	NA	NA	NA	NA	NA	NA	NA
12538664	12538664	0	False	False	900	12537764	12537764	0	DOG	III	.	.	12575401	protein_coding	gene_id "WBGene00013732"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013732	0	0	0	0	['WBGene00196395']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00196205']	0	0	0	0	0	0	6373.0	36737	0.0	WormBase	12538664	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12671307	12671307	0	False	False	700	12670607	12670607	0	DOG	III	.	.	12673421	protein_coding	gene_id "WBGene00006389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9021.0	2114	0.0	WormBase	12671307	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13143373	13143373	0	False	False	300	13143073	13143073	0	DOG	III	.	.	13152858	protein_coding	gene_id "WBGene00012719"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012719	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3759.0	9485	0.0	WormBase	13143373	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13411366	13411366	0	False	False	300	13411066	13411066	0	DOG	III	.	.	13411437	tRNA	gene_id "WBGene00014376"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014376	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9593.0	71	0.0	WormBase	13411366	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00009730']	['WBGene00009730']	NA	NA	NA	NA	NA	NA	['WBGene00200599']	['WBGene00200599']
13457687	13457687	0	False	False	300	13457387	13457387	0	DOG	III	.	.	13462238	protein_coding	gene_id "WBGene00012097"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012097	0	0	0	0	0	0	['WBGene00006509']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2380.0	4551	0.0	WormBase	13457687	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13764030	13764030	0	False	False	300	13763730	13763730	0	DOG	III	.	.	13768092	protein_coding	gene_id "WBGene00010665"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010665	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1961.0	4062	0.0	WormBase	13764030	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651899	1651899	0	False	False	300	1651599	1651599	0	DOG	IV	.	.	1651954	ncRNA	gene_id "WBGene00220154"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220154	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4958.0	55	0.0	WormBase	1651899	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4189939	4189939	0	False	False	300	4189639	4189639	0	DOG	IV	.	.	4192931	pseudogene	gene_id "WBGene00019441"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00019441	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3740.0	2992	0.0	WormBase	4189939	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	['WBGene00019439']	['WBGene00019439']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7551550	7551550	0	False	False	200	7551350	7551350	0	DOG	IV	.	.	7553008	protein_coding	gene_id "WBGene00000996"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000996	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	738.0	1458	0.0	WormBase	7551550	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00018636']	['WBGene00018636']	NA	NA	NA	NA	NA	NA	NA	NA
8393459	8393459	0	False	False	200	8393259	8393259	0	DOG	IV	.	.	8394201	pseudogene	gene_id "WBGene00235276"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00235276	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	596.0	742	0.0	WormBase	8393459	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8753195	8753195	0	False	True	500	8752860	8752860	0	DOG	IV	.	.	8754823	protein_coding	gene_id "WBGene00008968"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008968	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.0	1628	0.0	WormBase	8753195	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00219908']	NA	NA
8773952	8773952	0	False	False	400	8773552	8773552	0	DOG	IV	.	.	8775274	pseudogene	gene_id "WBGene00007902"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00007902	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	746.0	1322	0.0	WormBase	8773952	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9774563	9774563	0	False	False	200	9774363	9774363	0	DOG	IV	.	.	9777634	protein_coding	gene_id "WBGene00011747"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011747	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7376.0	3071	0.0	WormBase	9774563	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9995472	9995472	0	False	False	200	9995272	9995272	0	DOG	IV	.	.	9999032	protein_coding	gene_id "WBGene00008149"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008149	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.0	3560	0.0	WormBase	9995472	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10493071	10493071	0	False	False	200	10492871	10492871	0	DOG	IV	.	.	10501599	protein_coding	gene_id "WBGene00006527"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006527	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00202419']	0	0	0	0	0	0	9416.0	8528	0.0	WormBase	10493071	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000419']	['WBGene00000419']	NA	NA	NA	NA	NA	NA	NA	NA
10629431	10629431	0	False	False	200	10629231	10629231	0	DOG	IV	.	.	10631245	protein_coding	gene_id "WBGene00044977"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044977	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	570.0	1814	0.0	WormBase	10629431	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11027593	11027593	0	True	False	200	11027393	11027393	0	DOG	IV	.	.	11027691	miRNA	gene_id "WBGene00003281"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003281	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374.0	98	0.0	WormBase	11027593	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15521488	15521488	0	False	False	200	15521288	15521288	0	DOG	IV	.	.	15522118	pseudogene	gene_id "WBGene00044632"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044632	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.0	630	0.0	WormBase	15521488	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16838444	16838444	0	False	True	400	16838305	16838305	0	DOG	IV	.	.	16838464	piRNA	gene_id "WBGene00167610"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167610	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.0	20	0.0	WormBase	16838444	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00045602']	NA	['WBGene00045751']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16839711	16839711	0	False	False	200	16839511	16839511	0	DOG	IV	.	.	16839731	piRNA	gene_id "WBGene00168188"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168188	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.0	20	0.0	WormBase	16839711	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17262885	17262885	0	False	False	200	17262685	17262685	0	DOG	IV	.	.	17262905	piRNA	gene_id "WBGene00174712"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00174712	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	351.0	20	0.0	WormBase	17262885	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212256	212256	0	False	False	400	211856	211856	0	DOG	I	.	.	215491	pseudogene	gene_id "WBGene00004246"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00004246	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	29484.0	3235	0.0	WormBase	212256	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1259374	1259374	0	False	False	400	1258974	1258974	0	DOG	I	.	.	1268155	protein_coding	gene_id "WBGene00001707"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001707	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8052.0	8781	0.0	WormBase	1259374	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1988246	1988246	0	False	False	200	1988046	1988046	0	DOG	I	.	.	2010525	protein_coding	gene_id "WBGene00021238"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021238	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13255.0	22279	0.0	WormBase	1988246	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2377089	2377089	0	False	False	200	2376889	2376889	0	DOG	I	.	.	2381851	protein_coding	gene_id "WBGene00021473"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021473	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6231.0	4762	0.0	WormBase	2377089	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2870608	2870608	0	False	False	500	2870108	2870108	0	DOG	I	.	.	2875289	protein_coding	gene_id "WBGene00022117"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022117	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6547.0	4681	0.0	WormBase	2870608	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00022115']	['WBGene00022115']	NA	NA	NA	NA	NA	NA	NA	NA
3666923	3666923	0	False	False	400	3666523	3666523	0	DOG	I	.	.	3671700	protein_coding	gene_id "WBGene00004890"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004890	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740.0	4777	0.0	WormBase	3666923	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4343931	4343931	0	False	True	1200	4343780	4343780	0	DOG	I	.	.	4344080	ncRNA	gene_id "WBGene00195962"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195962	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4343931	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00196671']	NA	NA
4346971	4346971	0	False	True	1200	4346820	4346820	0	DOG	I	.	.	4347120	ncRNA	gene_id "WBGene00197673"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197673	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4346971	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00198205']	NA	NA
4349858	4349858	0	False	True	1200	4349707	4349707	0	DOG	I	.	.	4350007	ncRNA	gene_id "WBGene00199244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199244	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4349858	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00199757']	NA	NA
4352745	4352745	0	False	True	1200	4352594	4352594	0	DOG	I	.	.	4352894	ncRNA	gene_id "WBGene00202259"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202259	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4352745	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00199607']	NA	NA
4355632	4355632	0	False	True	1200	4355481	4355481	0	DOG	I	.	.	4355781	ncRNA	gene_id "WBGene00196043"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196043	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4355632	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00195350']	NA	NA
5110075	5110075	0	False	False	200	5109875	5109875	0	DOG	I	.	.	5111154	protein_coding	gene_id "WBGene00045212"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00045212	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3871.0	1079	0.0	WormBase	5110075	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00000001']	['WBGene00000001']	NA	NA	NA	NA	NA	NA	NA	NA
5453364	5453364	0	False	False	200	5453164	5453164	0	DOG	I	.	.	5453478	ncRNA	gene_id "WBGene00219918"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219918	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6509.0	114	0.0	WormBase	5453364	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5981778	5981778	0	False	False	1800	5979978	5979978	0	DOG	I	.	.	5985869	protein_coding	gene_id "WBGene00015504"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015504	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8458.0	4091	0.0	WormBase	5981778	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7079868	7079868	0	False	False	300	7079568	7079568	0	DOG	I	.	.	7081520	protein_coding	gene_id "WBGene00009050"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009050	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.0	1652	0.0	WormBase	7079868	-	gene	OK80-INP_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
