gene_id_name	annotation	DOG length	tir_repeat_length_in_DOG	tir length / DOG length
WBGene00021245	"WS258 
 random intergenic"	1300	133.0	0.10230769230769231
WBGene00002025	"WS258 
 random intergenic"	300	53.0	0.17666666666666667
WBGene00021244	"WS258 
 random intergenic"	1400	238.0	0.17
WBGene00021243	"WS258 
 random intergenic"	300	102.0	0.34
WBGene00021241	"WS258 
 random intergenic"	6500	1249.0	0.19215384615384615
WBGene00195303	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021256	"WS258 
 random intergenic"	1300	170.0	0.13076923076923078
WBGene00196352	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00198479	"WS258 
 random intergenic"	1200	222.0	0.185
WBGene00021592	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00000560	"WS258 
 random intergenic"	400	31.0	0.0775
WBGene00199028	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00201554	"WS258 
 random intergenic"	400	25.0	0.0625
WBGene00198715	"WS258 
 random intergenic"	10000	407.0	0.0407
WBGene00201511	"WS258 
 random intergenic"	12100	295.0	0.024380165289256198
WBGene00021441	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00006513	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200085	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201767	"WS258 
 random intergenic"	200	35.0	0.175
WBGene00200725	"WS258 
 random intergenic"	900	57.0	0.06333333333333334
WBGene00021443	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00021440	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00004163	"WS258 
 random intergenic"	900	587.0	0.6522222222222223
WBGene00021446	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021445	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00000941	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021444	"WS258 
 random intergenic"	2300	260.0	0.11304347826086956
WBGene00004886	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00015242	"WS258 
 random intergenic"	10300	442.0	0.0429126213592233
WBGene00015241	"WS258 
 random intergenic"	300	88.0	0.29333333333333333
WBGene00196244	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004128	"WS258 
 random intergenic"	10000	1543.0	0.1543
WBGene00004491	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00018723	"WS258 
 random intergenic"	900	168.0	0.18666666666666668
WBGene00198372	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00200304	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00020118	"WS258 
 random intergenic"	900	159.0	0.17666666666666667
WBGene00021438	"WS258 
 random intergenic"	300	33.0	0.11
WBGene00021437	"WS258 
 random intergenic"	500	45.0	0.09
WBGene00021436	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00023108	"WS258 
 random intergenic"	500	25.0	0.05
WBGene00201663	"WS258 
 random intergenic"	300	80.0	0.26666666666666666
WBGene00023471	"WS258 
 random intergenic"	500	294.0	0.588
WBGene00023470	"WS258 
 random intergenic"	3500	136.0	0.038857142857142854
WBGene00021703	"WS258 
 random intergenic"	300	14.0	0.04666666666666667
WBGene00021702	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00004088	"WS258 
 random intergenic"	1200	254.0	0.21166666666666667
WBGene00021701	"WS258 
 random intergenic"	1100	90.0	0.08181818181818182
WBGene00021700	"WS258 
 random intergenic"	400	56.0	0.14
WBGene00021698	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00021697	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00016524	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016523	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00189950	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016525	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00016522	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00016521	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016520	"WS258 
 random intergenic"	200	30.0	0.15
WBGene00016519	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00020642	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00020641	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00020640	"WS258 
 random intergenic"	300	95.0	0.31666666666666665
WBGene00020639	"WS258 
 random intergenic"	5900	803.0	0.13610169491525423
WBGene00021861	"WS258 
 random intergenic"	700	26.0	0.037142857142857144
WBGene00021860	"WS258 
 random intergenic"	1200	128.0	0.10666666666666667
WBGene00021859	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00021858	"WS258 
 random intergenic"	8900	66.0	0.007415730337078652
WBGene00044403	"WS258 
 random intergenic"	700	70.0	0.1
WBGene00206486	"WS258 
 random intergenic"	900	48.0	0.05333333333333334
WBGene00171512	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021857	"WS258 
 random intergenic"	200	41.0	0.205
WBGene00021856	"WS258 
 random intergenic"	400	134.0	0.335
WBGene00004016	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00001589	"WS258 
 random intergenic"	400	83.0	0.2075
WBGene00005146	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00019199	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00197394	"WS258 
 random intergenic"	7100	870.0	0.12253521126760564
WBGene00198538	"WS258 
 random intergenic"	1000	341.0	0.341
WBGene00019198	"WS258 
 random intergenic"	600	80.0	0.13333333333333333
WBGene00021020	"WS258 
 random intergenic"	200	72.0	0.36
WBGene00021019	"WS258 
 random intergenic"	10800	0.0	0.0
WBGene00021018	"WS258 
 random intergenic"	10800	132.0	0.012222222222222223
WBGene00017104	"WS258 
 random intergenic"	600	43.0	0.07166666666666667
WBGene00017103	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00017102	"WS258 
 random intergenic"	3000	29.0	0.009666666666666667
WBGene00017101	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00017100	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00017099	"WS258 
 random intergenic"	1000	48.0	0.048
WBGene00004884	"WS258 
 random intergenic"	200	28.0	0.14
WBGene00021847	"WS258 
 random intergenic"	700	34.0	0.04857142857142857
WBGene00021850	"WS258 
 random intergenic"	300	101.0	0.33666666666666667
WBGene00021849	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00000464	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00001410	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021848	"WS258 
 random intergenic"	200	96.0	0.48
WBGene00022197	"WS258 
 random intergenic"	3500	366.0	0.10457142857142857
WBGene00022196	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007019	"WS258 
 random intergenic"	400	70.0	0.175
WBGene00022198	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00022195	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00022194	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00022193	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00022192	"WS258 
 random intergenic"	300	86.0	0.2866666666666667
WBGene00022191	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00019212	"WS258 
 random intergenic"	1100	97.0	0.08818181818181818
WBGene00201387	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00196094	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00002915	"WS258 
 random intergenic"	10300	273.0	0.02650485436893204
WBGene00200015	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00022165	"WS258 
 random intergenic"	200	66.0	0.33
WBGene00022173	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00023190	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00022172	"WS258 
 random intergenic"	3500	463.0	0.13228571428571428
WBGene00195779	"WS258 
 random intergenic"	500	51.0	0.102
WBGene00166939	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00022171	"WS258 
 random intergenic"	1400	469.0	0.335
WBGene00022170	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00022169	"WS258 
 random intergenic"	1200	116.0	0.09666666666666666
WBGene00044609	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00044760	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00022168	"WS258 
 random intergenic"	900	140.0	0.15555555555555556
WBGene00022167	"WS258 
 random intergenic"	400	30.0	0.075
WBGene00022166	"WS258 
 random intergenic"	500	314.0	0.628
WBGene00022188	"WS258 
 random intergenic"	300	21.0	0.07
WBGene00022190	"WS258 
 random intergenic"	200	37.0	0.185
WBGene00019261	"WS258 
 random intergenic"	300	52.0	0.17333333333333334
WBGene00019260	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00171201	"WS258 
 random intergenic"	8100	660.0	0.08148148148148149
WBGene00018991	"WS258 
 random intergenic"	500	183.0	0.366
WBGene00018990	"WS258 
 random intergenic"	1100	80.0	0.07272727272727272
WBGene00018989	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00018988	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00020598	"WS258 
 random intergenic"	700	92.0	0.13142857142857142
WBGene00020597	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00019994	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00219718	"WS258 
 random intergenic"	8900	980.0	0.1101123595505618
WBGene00019157	"WS258 
 random intergenic"	600	373.0	0.6216666666666667
WBGene00021916	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00195489	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021915	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00167539	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00199239	"WS258 
 random intergenic"	200	68.0	0.34
WBGene00019169	"WS258 
 random intergenic"	1100	251.0	0.22818181818181818
WBGene00201287	"WS258 
 random intergenic"	900	130.0	0.14444444444444443
WBGene00196696	"WS258 
 random intergenic"	900	172.0	0.19111111111111112
WBGene00195901	"WS258 
 random intergenic"	400	90.0	0.225
WBGene00006725	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00019168	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00004787	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00019167	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00023373	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00023375	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00023377	"WS258 
 random intergenic"	1600	288.0	0.18
WBGene00023380	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021817	"WS258 
 random intergenic"	1000	258.0	0.258
WBGene00003304	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00219660	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00219661	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00016635	"WS258 
 random intergenic"	1100	25.0	0.022727272727272728
WBGene00016633	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00020104	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00020103	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00020102	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00020101	"WS258 
 random intergenic"	500	10.0	0.02
WBGene00020100	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00023127	"WS258 
 random intergenic"	400	4.0	0.01
WBGene00019174	"WS258 
 random intergenic"	1400	408.0	0.2914285714285714
WBGene00021799	"WS258 
 random intergenic"	1100	279.0	0.25363636363636366
WBGene00219264	"WS258 
 random intergenic"	900	38.0	0.042222222222222223
WBGene00021803	"WS258 
 random intergenic"	400	131.0	0.3275
WBGene00021814	"WS258 
 random intergenic"	800	0.0	0.0
WBGene00021813	"WS258 
 random intergenic"	3500	48.0	0.013714285714285714
WBGene00021812	"WS258 
 random intergenic"	3500	737.0	0.21057142857142858
WBGene00196747	"WS258 
 random intergenic"	10800	327.0	0.03027777777777778
WBGene00021811	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00021810	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00021809	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00001559	"WS258 
 random intergenic"	300	29.0	0.09666666666666666
WBGene00196295	"WS258 
 random intergenic"	1100	87.0	0.07909090909090909
WBGene00199213	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00014299	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008348	"WS258 
 random intergenic"	900	126.0	0.14
WBGene00010303	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00010304	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00010305	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010302	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010306	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00010450	"WS258 
 random intergenic"	600	94.0	0.15666666666666668
WBGene00199510	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00219295	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00007920	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007921	"WS258 
 random intergenic"	6400	18.0	0.0028125
WBGene00007927	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00007922	"WS258 
 random intergenic"	8100	451.0	0.05567901234567901
WBGene00007924	"WS258 
 random intergenic"	1000	115.0	0.115
WBGene00196492	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00007925	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010812	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00004451	"WS258 
 random intergenic"	700	22.0	0.03142857142857143
WBGene00197670	"WS258 
 random intergenic"	300	42.0	0.14
WBGene00198711	"WS258 
 random intergenic"	7100	337.0	0.04746478873239437
WBGene00219296	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008286	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200476	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00003605	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00004213	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00202440	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00201466	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007860	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00006822	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00008117	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00219568	"WS258 
 random intergenic"	200	73.0	0.365
WBGene00219570	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00219569	"WS258 
 random intergenic"	1000	110.0	0.11
WBGene00202195	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007573	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007574	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00006474	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007576	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007581	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007577	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009377	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009373	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00009374	"WS258 
 random intergenic"	600	27.0	0.045
WBGene00003033	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00008092	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00200623	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00199522	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00200134	"WS258 
 random intergenic"	600	64.0	0.10666666666666667
WBGene00197284	"WS258 
 random intergenic"	500	122.0	0.244
WBGene00000137	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00007963	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007964	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044167	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00007966	"WS258 
 random intergenic"	1000	0.0	0.0
WBGene00168344	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00164983	"WS258 
 random intergenic"	600	259.0	0.43166666666666664
WBGene00007969	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004414	"WS258 
 random intergenic"	10800	0.0	0.0
WBGene00171984	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00014204	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00014203	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00014206	"WS258 
 random intergenic"	10000	48.0	0.0048
WBGene00009501	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00219936	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009503	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00011215	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00044230	"WS258 
 random intergenic"	400	135.0	0.3375
WBGene00219850	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007982	"WS258 
 random intergenic"	3000	0.0	0.0
WBGene00173248	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007983	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00201111	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00011367	"WS258 
 random intergenic"	400	46.0	0.115
WBGene00011368	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200298	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00199706	"WS258 
 random intergenic"	8900	359.0	0.04033707865168539
WBGene00189944	"WS258 
 random intergenic"	1100	130.0	0.11818181818181818
WBGene00008465	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00198145	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00006811	"WS258 
 random intergenic"	1300	51.0	0.03923076923076923
WBGene00007269	"WS258 
 random intergenic"	5900	0.0	0.0
WBGene00007273	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00006830	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00007630	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00006448	"WS258 
 random intergenic"	8900	379.0	0.04258426966292135
WBGene00219299	"WS258 
 random intergenic"	8100	283.0	0.03493827160493827
WBGene00007625	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007632	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00011278	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00001034	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00006959	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00011279	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00011281	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00011282	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009647	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009649	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00011198	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00171985	"WS258 
 random intergenic"	900	122.0	0.13555555555555557
WBGene00011202	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011203	"WS258 
 random intergenic"	700	22.0	0.03142857142857143
WBGene00010428	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00006478	"WS258 
 random intergenic"	10000	0.0	0.0
WBGene00044911	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00044912	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00007135	"WS258 
 random intergenic"	900	108.0	0.12
WBGene00007137	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00002003	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007138	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007139	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00000511	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00000512	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00000513	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00045188	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007131	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007132	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00007134	"WS258 
 random intergenic"	400	23.0	0.0575
WBGene00198895	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011112	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011113	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00011114	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00011120	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00011111	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004387	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00011110	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00011109	"WS258 
 random intergenic"	7900	59.0	0.0074683544303797466
WBGene00011119	"WS258 
 random intergenic"	1200	109.0	0.09083333333333334
WBGene00000520	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00199868	"WS258 
 random intergenic"	900	124.0	0.13777777777777778
WBGene00199870	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00003590	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00200894	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00199943	"WS258 
 random intergenic"	2300	0.0	0.0
WBGene00202066	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00194748	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201305	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00196565	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00196071	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00010155	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00197669	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00004470	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00000465	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200598	"WS258 
 random intergenic"	3000	160.0	0.05333333333333334
WBGene00009115	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00199401	"WS258 
 random intergenic"	700	22.0	0.03142857142857143
WBGene00000396	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00010909	"WS258 
 random intergenic"	10800	124.0	0.011481481481481481
WBGene00198404	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00010907	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00198216	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00010908	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00003915	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009440	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00009441	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009445	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00009442	"WS258 
 random intergenic"	1300	0.0	0.0
WBGene00004874	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00009444	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00003112	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00195450	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00199745	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200624	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008655	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00008656	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00008659	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00008658	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008660	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00008657	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00195715	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00011953	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00220088	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00011955	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00201962	"WS258 
 random intergenic"	8900	394.0	0.04426966292134831
WBGene00005170	"WS258 
 random intergenic"	6500	126.0	0.019384615384615386
WBGene00005168	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00005169	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00011407	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00011410	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00011409	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00001036	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00011412	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00007045	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00011414	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00119203	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00000068	"WS258 
 random intergenic"	7900	0.0	0.0
WBGene00008910	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00185014	"WS258 
 random intergenic"	10300	0.0	0.0
WBGene00008912	"WS258 
 random intergenic"	600	25.0	0.041666666666666664
WBGene00219898	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00044224	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00006661	"WS258 
 random intergenic"	6400	73.0	0.01140625
WBGene00000664	"WS258 
 random intergenic"	10800	50.0	0.004629629629629629
WBGene00012146	"WS258 
 random intergenic"	300	98.0	0.32666666666666666
WBGene00007167	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00007168	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00195794	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00007170	"WS258 
 random intergenic"	600	71.0	0.11833333333333333
WBGene00044225	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00003210	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00008005	"WS258 
 random intergenic"	500	0.0	0.0
WBGene00008006	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00008008	"WS258 
 random intergenic"	3500	0.0	0.0
WBGene00201237	"WS258 
 random intergenic"	900	148.0	0.16444444444444445
WBGene00199981	"WS258 
 random intergenic"	1100	0.0	0.0
WBGene00017803	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00199791	"WS258 
 random intergenic"	2300	46.0	0.02
WBGene00017802	"WS258 
 random intergenic"	8100	230.0	0.028395061728395062
WBGene00270319	"WS258 
 random intergenic"	6400	0.0	0.0
WBGene00044603	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00001437	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00017801	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00000418	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00016445	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016444	"WS258 
 random intergenic"	1200	25.0	0.020833333333333332
WBGene00016443	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00016442	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00000767	"WS258 
 random intergenic"	8100	0.0	0.0
WBGene00016452	"WS258 
 random intergenic"	1400	0.0	0.0
WBGene00016441	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016440	"WS258 
 random intergenic"	3500	144.0	0.04114285714285714
WBGene00195691	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00000204	"WS258 
 random intergenic"	900	0.0	0.0
WBGene00016439	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00017826	"WS258 
 random intergenic"	400	0.0	0.0
WBGene00004400	"WS258 
 random intergenic"	10300	72.0	0.006990291262135922
WBGene00005012	"WS258 
 random intergenic"	600	0.0	0.0
WBGene00017825	"WS258 
 random intergenic"	600	18.0	0.03
WBGene00016143	"WS258 
 random intergenic"	300	0.0	0.0
WBGene00016142	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00001499	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00016140	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016139	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00200991	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00201889	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00016138	"WS258 
 random intergenic"	700	0.0	0.0
WBGene00016137	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00003558	"WS258 
 random intergenic"	1200	0.0	0.0
WBGene00016165	"WS258 
 random intergenic"	200	0.0	0.0
WBGene00020095	"WS258 
 random intergenic"	400	0.0	0.0
