DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:antisense	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_same_strand_meta:tRNA	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	sample_name	source	start	strand	type
13853590	13853590	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13853390	13853390	0	DOG	IV	.	.	13854137	pseudogene	gene_id "WBGene00045279"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00045279	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	878.0	547	0.0	N2HS_J2B_sp	WormBase	13853590	-	gene
10893648	10893648	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10893448	10893448	0	DOG	IV	.	.	10894355	protein_coding	gene_id "WBGene00008757"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008757	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555.0	707	0.0	N2HS_J2B_sp	WormBase	10893648	-	gene
13480665	13480665	0	False	True	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	['WBGene00173000']	0	0	0	0	0	13480517	13480517	0	DOG	III	.	.	13484155	protein_coding	gene_id "WBGene00012099"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012099	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.0	3490	0.0	N2HS_J2B_s	WormBase	13480665	-	gene
13283892	13283892	0	False	False	200	0.0	0	0	0	0	['WBGene00006798']	0	0	0	0	0	0	0	0	0	0	['WBGene00006798']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13283692	13283692	0	DOG	III	.	.	13293088	protein_coding	gene_id "WBGene00012802"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012802	0	0	0	0	0	['WBGene00169944']	['WBGene00010142']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14995.0	9196	0.0	N2HS_J2B_s	WormBase	13283892	-	gene
12007897	12007897	0	False	False	200	0.0	0	0	0	0	['WBGene00012158']	0	0	0	0	0	0	0	0	0	0	['WBGene00012158']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12007697	12007697	0	DOG	X	.	.	12007950	ncRNA	gene_id "WBGene00196605"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196605	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2805.0	53	0.0	N2HS_J2B_spl	WormBase	12007897	-	gene
12855844	12855844	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12855644	12855644	0	DOG	III	.	.	12856728	protein_coding	gene_id "WBGene00012561"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012561	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.0	884	0.0	N2HS_J2B_s	WormBase	12855844	-	gene
12806175	12806175	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12805975	12805975	0	DOG	III	.	.	12806855	protein_coding	gene_id "WBGene00044127"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044127	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414.0	680	0.0	N2HS_J2B_s	WormBase	12806175	-	gene
10091961	10091961	0	False	False	200	0.0	0	0	0	0	['WBGene00012326']	0	0	0	0	0	0	0	0	0	0	['WBGene00012326']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10091761	10091761	0	DOG	X	.	.	10092964	protein_coding	gene_id "WBGene00001446"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001446	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4003.0	1003	0.0	N2HS_J2B_spl	WormBase	10091961	-	gene
9817403	9817403	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9817203	9817203	0	DOG	III	.	.	9817479	ncRNA	gene_id "WBGene00200099"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200099	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.0	76	0.0	N2HS_J2B_s	WormBase	9817403	-	gene
3482112	3482112	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	3481912	3481912	0	DOG	IV	.	.	3482565	pseudogene	gene_id "WBGene00023476"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023476	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.0	453	0.0	N2HS_J2B_sp	WormBase	3482112	-	gene
3495296	3495296	0	False	False	200	0.0	0	0	0	0	['WBGene00015652']	0	0	0	0	0	0	0	0	0	0	['WBGene00015652']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	3495096	3495096	0	DOG	IV	.	.	3496440	protein_coding	gene_id "WBGene00044470"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044470	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12731.0	1144	0.0	N2HS_J2B_sp	WormBase	3495296	-	gene
24683	24683	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	24483	24483	0	DOG	IV	.	.	26388	protein_coding	gene_id "WBGene00021409"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021409	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3784.0	1705	0.0	N2HS_J2B_sp	WormBase	24683	-	gene
10085964	10085964	0	False	False	200	0.0	0	0	0	0	['WBGene00012326']	0	0	0	0	0	0	0	0	0	0	['WBGene00012326']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10085764	10085764	0	DOG	X	.	.	10086036	ncRNA	gene_id "WBGene00199214"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199214	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1952.0	72	0.0	N2HS_J2B_spl	WormBase	10085964	-	gene
86890	86890	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	86690	86690	0	DOG	IV	.	.	90082	protein_coding	gene_id "WBGene00015246"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015246	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20762.0	3192	0.0	N2HS_J2B_sp	WormBase	86890	-	gene
11549793	11549793	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11549593	11549593	0	DOG	IV	.	.	11549864	snoRNA	gene_id "WBGene00077461"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00077461	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.0	71	0.0	N2HS_J2B_sp	WormBase	11549793	-	gene
1381705	1381705	0	True	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	1381505	1381505	0	DOG	IV	.	.	1381814	miRNA	gene_id "WBGene00219265"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00219265	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5142.0	109	0.0	N2HS_J2B_sp	WormBase	1381705	-	gene
9106702	9106702	0	False	False	200	0.0	0	0	0	0	['WBGene00013980']	0	0	0	0	0	0	0	0	0	0	['WBGene00013980']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9106502	9106502	0	DOG	III	.	.	9109272	protein_coding	gene_id "WBGene00000863"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000863	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	813.0	2570	0.0	N2HS_J2B_s	WormBase	9106702	-	gene
11756381	11756381	0	True	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11756181	11756181	0	DOG	IV	.	.	11761064	protein_coding	gene_id "WBGene00011723"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011723	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	411.0	4683	0.0	N2HS_J2B_sp	WormBase	11756381	-	gene
1207255	1207255	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	1207055	1207055	0	DOG	IV	.	.	1208102	protein_coding	gene_id "WBGene00001103"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001103	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	878.0	847	0.0	N2HS_J2B_sp	WormBase	1207255	-	gene
568372	568372	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	568172	568172	0	DOG	IV	.	.	570875	protein_coding	gene_id "WBGene00018925"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018925	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6724.0	2503	0.0	N2HS_J2B_sp	WormBase	568372	-	gene
383701	383701	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	383501	383501	0	DOG	IV	.	.	384936	protein_coding	gene_id "WBGene00020295"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020295	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.0	1235	0.0	N2HS_J2B_sp	WormBase	383701	-	gene
9327307	9327307	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9327107	9327107	0	DOG	III	.	.	9329366	protein_coding	gene_id "WBGene00008039"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008039	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	19340.0	2059	0.0	N2HS_J2B_s	WormBase	9327307	-	gene
12259797	12259797	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12259597	12259597	0	DOG	IV	.	.	12261449	protein_coding	gene_id "WBGene00016579"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016579	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.0	1652	0.0	N2HS_J2B_sp	WormBase	12259797	-	gene
13198372	13198372	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13198172	13198172	0	DOG	IV	.	.	13204133	protein_coding	gene_id "WBGene00000417"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000417	0	0	0	0	['WBGene00196217']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.0	5761	0.0	N2HS_J2B_sp	WormBase	13198372	-	gene
10211041	10211041	0	True	False	200	0.0	0	0	0	0	['WBGene00011871']	0	0	0	0	0	0	0	0	0	0	['WBGene00011871']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	10210841	10210841	0	DOG	III	.	.	10211946	protein_coding	gene_id "WBGene00011872"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011872	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9203.0	905	0.0	N2HS_J2B_s	WormBase	10211041	-	gene
13329508	13329508	0	True	False	200	0.0	0	0	0	0	['WBGene00001390']	0	0	0	0	0	0	0	0	0	0	['WBGene00001390']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13329308	13329308	0	DOG	IV	.	.	13331406	protein_coding	gene_id "WBGene00004156"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004156	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	31639.0	1898	0.0	N2HS_J2B_sp	WormBase	13329508	-	gene
13389146	13389146	0	False	False	200	0.0	0	0	0	0	['WBGene00003077']	0	0	0	0	0	0	0	0	0	0	['WBGene00003077']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13388946	13388946	0	DOG	IV	.	.	13398799	protein_coding	gene_id "WBGene00013379"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013379	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3055.0	9653	0.0	N2HS_J2B_sp	WormBase	13389146	-	gene
11406365	11406365	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11406165	11406165	0	DOG	IV	.	.	11406893	protein_coding	gene_id "WBGene00001937"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001937	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3027.0	528	0.0	N2HS_J2B_sp	WormBase	11406365	-	gene
13639711	13639711	0	False	False	200	0.0	0	0	0	0	['WBGene00007455']	0	0	0	0	0	0	0	0	0	0	['WBGene00007455']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13639511	13639511	0	DOG	IV	.	.	13639731	piRNA	gene_id "WBGene00165037"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165037	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	647.0	20	0.0	N2HS_J2B_sp	WormBase	13639711	-	gene
11100631	11100631	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11100431	11100431	0	DOG	IV	.	.	11101478	protein_coding	gene_id "WBGene00010885"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010885	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.0	847	0.0	N2HS_J2B_sp	WormBase	11100631	-	gene
12561367	12561367	0	False	False	200	0.0	0	0	0	0	['WBGene00014084']	0	0	0	0	0	0	0	0	0	0	['WBGene00014084']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12561167	12561167	0	DOG	IV	.	.	12563543	pseudogene	gene_id "WBGene00044907"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044907	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2392.0	2176	0.0	N2HS_J2B_sp	WormBase	12561367	-	gene
11846439	11846439	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11846239	11846239	0	DOG	X	.	.	11847160	pseudogene	gene_id "WBGene00194932"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00194932	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8961.0	721	0.0	N2HS_J2B_spl	WormBase	11846439	-	gene
3543628	3543628	0	False	False	200	0.0	0	0	0	0	['WBGene00015037']	0	0	0	0	0	0	0	0	0	0	['WBGene00015037']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	3543428	3543428	0	DOG	IV	.	.	3547600	protein_coding	gene_id "WBGene00015038"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015038	0	0	0	0	['WBGene00201697']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	18726.0	3972	0.0	N2HS_J2B_sp	WormBase	3543628	-	gene
11103255	11103255	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	11103055	11103055	0	DOG	IV	.	.	11104262	pseudogene	gene_id "WBGene00011483"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00011483	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	560.0	1007	0.0	N2HS_J2B_sp	WormBase	11103255	-	gene
12743039	12743039	0	True	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12742839	12742839	0	DOG	IV	.	.	12744813	protein_coding	gene_id "WBGene00007987"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007987	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516.0	1774	0.0	N2HS_J2B_sp	WormBase	12743039	-	gene
5823238	5823238	0	False	False	200	0.0	0	0	0	0	['WBGene00015680']	0	0	0	0	0	0	0	0	0	0	['WBGene00015680']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	5823038	5823038	0	DOG	IV	.	.	5823258	piRNA	gene_id "WBGene00049015"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00049015	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.0	20	0.0	N2HS_J2B_sp	WormBase	5823238	-	gene
9000872	9000872	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9000672	9000672	0	DOG	II	.	.	9001793	protein_coding	gene_id "WBGene00009715"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009715	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.0	921	0.0	N2HS_J2B_sp	WormBase	9000872	-	gene
9317551	9317551	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9317351	9317351	0	DOG	II	.	.	9319627	protein_coding	gene_id "WBGene00008403"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008403	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7247.0	2076	0.0	N2HS_J2B_sp	WormBase	9317551	-	gene
9082626	9082626	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9082426	9082426	0	DOG	II	.	.	9083146	protein_coding	gene_id "WBGene00011979"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011979	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4979.0	520	0.0	N2HS_J2B_sp	WormBase	9082626	-	gene
8183008	8183008	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	8182808	8182808	0	DOG	X	.	.	8185133	protein_coding	gene_id "WBGene00015925"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015925	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368.0	2125	0.0	N2HS_J2B_spl	WormBase	8183008	-	gene
13435961	13435961	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	13435761	13435761	0	DOG	X	.	.	13436048	ncRNA	gene_id "WBGene00200568"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200568	0	0	0	0	0	0	0	0	0.0	0	0	['WBGene00014271']	0	0	0	0	0	0	0	0	0	0	4909.0	87	0.0	N2HS_J2B_spl	WormBase	13435961	-	gene
9405539	9405539	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	9405339	9405339	0	DOG	II	.	.	9407114	protein_coding	gene_id "WBGene00013085"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013085	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100.0	1575	0.0	N2HS_J2B_sp	WormBase	9405539	-	gene
14641217	14641217	0	False	False	200	0.0	0	0	0	0	['WBGene00013328']	0	0	0	0	0	0	0	0	0	0	['WBGene00013328']	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	14641017	14641017	0	DOG	IV	.	.	14641237	piRNA	gene_id "WBGene00045941"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00045941	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.0	20	0.0	N2HS_J2B_sp	WormBase	14641217	-	gene
2709942	2709942	0	False	False	200	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	2709742	2709742	0	DOG	IV	.	.	2711374	protein_coding	gene_id "WBGene00022382"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022382	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2711.0	1432	0.0	N2HS_J2B_sp	WormBase	2709942	-	gene
