gene_id_name	strand	gene_biotype_name	overlapped_gene	overlapped_biotype	same_or_opposite_strand
WBGene00200601	-	ncRNA	WBGene00199485	ncRNA	opposite
WBGene00045009	-	pseudogene	WBGene00199485	ncRNA	opposite
WBGene00195488	-	ncRNA	WBGene00197274	ncRNA	opposite
WBGene00009436	-	protein_coding	WBGene00195399	ncRNA	opposite
WBGene00045311	-	pseudogene	WBGene00202179	ncRNA	opposite
WBGene00014561	-	tRNA	WBGene00199628	ncRNA	opposite
WBGene00049146	-	piRNA	WBGene00199628	ncRNA	opposite
WBGene00013418	-	protein_coding	WBGene00198944	ncRNA	opposite
WBGene00196864	-	ncRNA	WBGene00199325	ncRNA	opposite
WBGene00200913	-	ncRNA	WBGene00194748	ncRNA	opposite
WBGene00199876	-	ncRNA	WBGene00199745	ncRNA	opposite
WBGene00199876	-	ncRNA	WBGene00200624	ncRNA	opposite
WBGene00197298	-	ncRNA	WBGene00201962	ncRNA	opposite
WBGene00200212	-	ncRNA	WBGene00219898	ncRNA	opposite
WBGene00016166	-	protein_coding	WBGene00201889	ncRNA	opposite
WBGene00202275	-	ncRNA	WBGene00200938	ncRNA	opposite
WBGene00000597	-	protein_coding	WBGene00198750	ncRNA	opposite
WBGene00044005	-	protein_coding	WBGene00201252	ncRNA	opposite
WBGene00020051	-	protein_coding	WBGene00202194	ncRNA	opposite
WBGene00201385	-	ncRNA	WBGene00199613	ncRNA	opposite
WBGene00201385	-	ncRNA	WBGene00219889	ncRNA	opposite
WBGene00201636	-	ncRNA	WBGene00202149	ncRNA	opposite
WBGene00198428	-	ncRNA	WBGene00196981	ncRNA	opposite
WBGene00200942	-	ncRNA	WBGene00195331	ncRNA	opposite
WBGene00200942	-	ncRNA	WBGene00202311	ncRNA	opposite
WBGene00200942	-	ncRNA	WBGene00196141	ncRNA	opposite
WBGene00197037	-	ncRNA	WBGene00197604	ncRNA	opposite
WBGene00014553	-	tRNA	WBGene00200467	ncRNA	opposite
WBGene00199376	-	ncRNA	WBGene00200374	ncRNA	opposite
WBGene00202410	-	ncRNA	WBGene00195333	ncRNA	opposite
WBGene00197403	-	ncRNA	WBGene00201577	ncRNA	opposite
WBGene00198295	-	ncRNA	WBGene00197557	ncRNA	opposite
WBGene00198295	-	ncRNA	WBGene00197087	ncRNA	opposite
WBGene00200285	-	ncRNA	WBGene00199521	ncRNA	opposite
WBGene00197599	-	ncRNA	WBGene00202289	ncRNA	opposite
WBGene00197599	-	ncRNA	WBGene00198578	ncRNA	opposite
WBGene00023111	-	tRNA	WBGene00202407	ncRNA	opposite
WBGene00016343	-	protein_coding	WBGene00202407	ncRNA	opposite
WBGene00200698	-	ncRNA	WBGene00201559	ncRNA	opposite
WBGene00201877	-	ncRNA	WBGene00195968	ncRNA	opposite
WBGene00018027	-	protein_coding	WBGene00198155	ncRNA	opposite
WBGene00018027	-	protein_coding	WBGene00197415	ncRNA	opposite
WBGene00001441	-	protein_coding	WBGene00196706	ncRNA	opposite
WBGene00003412	-	protein_coding	WBGene00197706	ncRNA	opposite
WBGene00201718	-	ncRNA	WBGene00201379	ncRNA	opposite
WBGene00017478	-	protein_coding	WBGene00196445	ncRNA	opposite
WBGene00197381	-	ncRNA	WBGene00201370	ncRNA	opposite
WBGene00018880	-	protein_coding	WBGene00195743	ncRNA	opposite
WBGene00018880	-	protein_coding	WBGene00198786	ncRNA	opposite
WBGene00022958	-	tRNA	WBGene00197556	ncRNA	opposite
WBGene00196596	-	ncRNA	WBGene00195780	ncRNA	opposite
WBGene00196512	-	ncRNA	WBGene00195532	ncRNA	opposite
WBGene00022944	-	tRNA	WBGene00200825	ncRNA	opposite
WBGene00196951	-	ncRNA	WBGene00198003	ncRNA	opposite
WBGene00195290	-	ncRNA	WBGene00201231	ncRNA	opposite
WBGene00200628	-	ncRNA	WBGene00201442	ncRNA	opposite
WBGene00195928	-	ncRNA	WBGene00195278	ncRNA	opposite
WBGene00195928	-	ncRNA	WBGene00197569	ncRNA	opposite
WBGene00196680	-	ncRNA	WBGene00201943	ncRNA	opposite
WBGene00201836	-	ncRNA	WBGene00197578	ncRNA	opposite
WBGene00165194	-	piRNA	WBGene00198416	ncRNA	opposite
WBGene00201472	-	ncRNA	WBGene00202287	ncRNA	opposite
WBGene00196920	-	ncRNA	WBGene00197118	ncRNA	opposite
WBGene00198433	-	ncRNA	WBGene00201756	ncRNA	opposite
WBGene00015782	-	protein_coding	WBGene00197710	ncRNA	opposite
WBGene00197190	-	ncRNA	WBGene00195957	ncRNA	opposite
WBGene00001803	-	protein_coding	WBGene00198397	ncRNA	opposite
WBGene00195554	-	ncRNA	WBGene00197806	ncRNA	opposite
WBGene00199831	-	ncRNA	WBGene00200224	ncRNA	opposite
WBGene00199831	-	ncRNA	WBGene00199449	ncRNA	opposite
WBGene00000116	-	protein_coding	WBGene00196130	ncRNA	opposite
WBGene00016914	-	protein_coding	WBGene00196884	ncRNA	opposite
WBGene00201698	-	ncRNA	WBGene00197072	ncRNA	opposite
WBGene00199593	-	ncRNA	WBGene00195481	ncRNA	opposite
WBGene00022969	-	tRNA	WBGene00199637	ncRNA	opposite
WBGene00197744	-	ncRNA	WBGene00196820	ncRNA	opposite
WBGene00197671	-	ncRNA	WBGene00200691	ncRNA	opposite
WBGene00200399	-	ncRNA	WBGene00197434	ncRNA	opposite
WBGene00200399	-	ncRNA	WBGene00201946	ncRNA	opposite
WBGene00017863	-	protein_coding	WBGene00197804	ncRNA	opposite
WBGene00023213	-	tRNA	WBGene00201734	ncRNA	opposite
WBGene00006310	-	protein_coding	WBGene00200502	ncRNA	opposite
WBGene00200658	-	ncRNA	WBGene00197600	ncRNA	opposite
WBGene00017715	-	protein_coding	WBGene00201174	ncRNA	opposite
WBGene00196965	-	ncRNA	WBGene00198180	ncRNA	opposite
WBGene00195781	-	ncRNA	WBGene00200971	ncRNA	opposite
WBGene00195781	-	ncRNA	WBGene00202221	ncRNA	opposite
WBGene00195876	-	ncRNA	WBGene00198458	ncRNA	opposite
WBGene00016189	-	protein_coding	WBGene00200580	ncRNA	opposite
WBGene00022964	-	tRNA	WBGene00198501	ncRNA	opposite
WBGene00023052	-	tRNA	WBGene00198401	ncRNA	opposite
WBGene00023052	-	tRNA	WBGene00199722	ncRNA	opposite
WBGene00014364	-	tRNA	WBGene00201311	ncRNA	opposite
WBGene00014509	-	tRNA	WBGene00200334	ncRNA	opposite
WBGene00007317	-	protein_coding	WBGene00219799	ncRNA	opposite
WBGene00197473	-	ncRNA	WBGene00196216	ncRNA	opposite
WBGene00199046	-	ncRNA	WBGene00195472	ncRNA	opposite
WBGene00199046	-	ncRNA	WBGene00199839	ncRNA	opposite
WBGene00201110	-	ncRNA	WBGene00197086	ncRNA	opposite
WBGene00011139	-	protein_coding	WBGene00199959	ncRNA	opposite
WBGene00000310	-	tRNA	WBGene00197008	ncRNA	opposite
WBGene00197158	-	ncRNA	WBGene00199667	ncRNA	opposite
WBGene00195603	-	ncRNA	WBGene00198171	ncRNA	opposite
WBGene00006654	-	protein_coding	WBGene00198959	ncRNA	opposite
WBGene00006654	-	protein_coding	WBGene00199349	ncRNA	opposite
WBGene00202183	-	ncRNA	WBGene00198260	ncRNA	opposite
WBGene00202183	-	ncRNA	WBGene00199820	ncRNA	opposite
WBGene00199675	-	ncRNA	WBGene00199303	ncRNA	opposite
WBGene00201867	-	ncRNA	WBGene00196674	ncRNA	opposite
WBGene00199031	-	ncRNA	WBGene00200995	ncRNA	opposite
WBGene00199031	-	ncRNA	WBGene00201825	ncRNA	opposite
WBGene00196862	-	ncRNA	WBGene00198241	ncRNA	opposite
WBGene00196862	-	ncRNA	WBGene00200266	ncRNA	opposite
WBGene00196862	-	ncRNA	WBGene00201521	ncRNA	opposite
WBGene00196862	-	ncRNA	WBGene00202095	ncRNA	opposite
WBGene00202035	-	ncRNA	WBGene00202095	ncRNA	opposite
WBGene00202035	-	ncRNA	WBGene00201212	ncRNA	opposite
WBGene00196959	-	ncRNA	WBGene00195616	ncRNA	opposite
WBGene00197346	-	ncRNA	WBGene00219877	ncRNA	opposite
WBGene00014413	-	tRNA	WBGene00198630	ncRNA	opposite
WBGene00014285	-	tRNA	WBGene00196238	ncRNA	opposite
WBGene00007903	-	protein_coding	WBGene00201173	ncRNA	opposite
WBGene00010060	-	protein_coding	WBGene00200030	ncRNA	opposite
WBGene00196698	-	ncRNA	WBGene00199466	ncRNA	opposite
WBGene00195480	-	ncRNA	WBGene00198329	ncRNA	opposite
WBGene00168693	-	piRNA	WBGene00198542	ncRNA	opposite
WBGene00195761	-	ncRNA	WBGene00199944	ncRNA	opposite
WBGene00196479	-	ncRNA	WBGene00199635	ncRNA	opposite
WBGene00201569	-	ncRNA	WBGene00200994	ncRNA	opposite
WBGene00021644	-	protein_coding	WBGene00220166	ncRNA	opposite
WBGene00018003	-	protein_coding	WBGene00197570	ncRNA	opposite
WBGene00003260	-	miRNA	WBGene00198554	ncRNA	opposite
WBGene00220065	-	snoRNA	WBGene00196099	ncRNA	opposite
WBGene00220065	-	snoRNA	WBGene00200521	ncRNA	opposite
WBGene00220065	-	snoRNA	WBGene00195926	ncRNA	opposite
WBGene00017066	-	protein_coding	WBGene00199463	ncRNA	opposite
WBGene00196993	-	ncRNA	WBGene00201270	ncRNA	opposite
WBGene00010137	-	protein_coding	WBGene00199362	ncRNA	opposite
WBGene00010137	-	protein_coding	WBGene00197140	ncRNA	opposite
WBGene00200924	-	ncRNA	WBGene00198922	ncRNA	opposite
WBGene00009750	-	protein_coding	WBGene00219950	ncRNA	opposite
WBGene00201816	-	ncRNA	WBGene00197794	ncRNA	opposite
WBGene00202175	-	ncRNA	WBGene00199697	ncRNA	opposite
WBGene00196418	-	ncRNA	WBGene00195605	ncRNA	opposite
WBGene00014446	-	tRNA	WBGene00200096	ncRNA	opposite
WBGene00022022	-	protein_coding	WBGene00199991	ncRNA	opposite
WBGene00195918	-	ncRNA	WBGene00198778	ncRNA	opposite
WBGene00199802	-	ncRNA	WBGene00201822	ncRNA	opposite
WBGene00199802	-	ncRNA	WBGene00201036	ncRNA	opposite
WBGene00017768	-	protein_coding	WBGene00198770	ncRNA	opposite
WBGene00198410	-	ncRNA	WBGene00197905	ncRNA	opposite
WBGene00199677	-	ncRNA	WBGene00198675	ncRNA	opposite
WBGene00021067	-	protein_coding	WBGene00196588	ncRNA	opposite
WBGene00200573	-	ncRNA	WBGene00199488	ncRNA	opposite
WBGene00200627	-	ncRNA	WBGene00196751	ncRNA	opposite
WBGene00199421	-	ncRNA	WBGene00200379	ncRNA	opposite
WBGene00166189	-	piRNA	WBGene00198284	ncRNA	opposite
WBGene00166189	-	piRNA	WBGene00198981	ncRNA	opposite
WBGene00198084	-	ncRNA	WBGene00195556	ncRNA	opposite
WBGene00198370	-	ncRNA	WBGene00195647	ncRNA	opposite
WBGene00198370	-	ncRNA	WBGene00196392	ncRNA	opposite
WBGene00198370	-	ncRNA	WBGene00197334	ncRNA	opposite
WBGene00196401	-	ncRNA	WBGene00197483	ncRNA	opposite
WBGene00201968	-	ncRNA	WBGene00202177	ncRNA	opposite
WBGene00198880	-	ncRNA	WBGene00200373	ncRNA	opposite
WBGene00017604	-	protein_coding	WBGene00219905	ncRNA	opposite
WBGene00235308	-	protein_coding	WBGene00219851	ncRNA	opposite
WBGene00169657	-	piRNA	WBGene00199753	ncRNA	opposite
WBGene00165499	-	piRNA	WBGene00201234	ncRNA	opposite
WBGene00017194	-	protein_coding	WBGene00200014	ncRNA	opposite
WBGene00044011	-	protein_coding	WBGene00202131	ncRNA	opposite
WBGene00200772	-	ncRNA	WBGene00200131	ncRNA	opposite
WBGene00198100	-	ncRNA	WBGene00197053	ncRNA	opposite
WBGene00197081	-	ncRNA	WBGene00200734	ncRNA	opposite
WBGene00196034	-	ncRNA	WBGene00199983	ncRNA	opposite
WBGene00199165	-	ncRNA	WBGene00198584	ncRNA	opposite
WBGene00199165	-	ncRNA	WBGene00197608	ncRNA	opposite
WBGene00199165	-	ncRNA	WBGene00199985	ncRNA	opposite
WBGene00201797	-	ncRNA	WBGene00199985	ncRNA	opposite
WBGene00195759	-	ncRNA	WBGene00197468	ncRNA	opposite
WBGene00196648	-	ncRNA	WBGene00197841	ncRNA	opposite
WBGene00202032	-	ncRNA	WBGene00197601	ncRNA	opposite
WBGene00199481	-	ncRNA	WBGene00201034	ncRNA	opposite
WBGene00199481	-	ncRNA	WBGene00196231	ncRNA	opposite
WBGene00201657	-	ncRNA	WBGene00195856	ncRNA	opposite
WBGene00201243	-	ncRNA	WBGene00201997	ncRNA	opposite
WBGene00200540	-	ncRNA	WBGene00195878	ncRNA	opposite
WBGene00012282	-	protein_coding	WBGene00202151	ncRNA	opposite
WBGene00197073	-	ncRNA	WBGene00200281	ncRNA	opposite
WBGene00007608	-	protein_coding	WBGene00200986	ncRNA	opposite
WBGene00196857	-	ncRNA	WBGene00196060	ncRNA	opposite
WBGene00010510	-	protein_coding	WBGene00195549	ncRNA	opposite
WBGene00199159	-	ncRNA	WBGene00197665	ncRNA	opposite
WBGene00017212	-	protein_coding	WBGene00200144	ncRNA	opposite
WBGene00018199	-	pseudogene	WBGene00249812	ncRNA	opposite
WBGene00018199	-	pseudogene	WBGene00195028	ncRNA	opposite
WBGene00018199	-	pseudogene	WBGene00195027	ncRNA	opposite
WBGene00021722	-	protein_coding	WBGene00199109	ncRNA	opposite
WBGene00021135	-	protein_coding	WBGene00200660	ncRNA	opposite
WBGene00018047	-	protein_coding	WBGene00219933	ncRNA	opposite
WBGene00196908	-	ncRNA	WBGene00195720	ncRNA	opposite
WBGene00017290	-	protein_coding	WBGene00199958	ncRNA	opposite
WBGene00023151	-	tRNA	WBGene00198217	ncRNA	opposite
WBGene00198338	-	ncRNA	WBGene00198217	ncRNA	opposite
WBGene00022884	-	protein_coding	WBGene00198021	ncRNA	opposite
WBGene00197675	-	ncRNA	WBGene00198774	ncRNA	opposite
WBGene00199796	-	ncRNA	WBGene00196285	ncRNA	opposite
WBGene00199796	-	ncRNA	WBGene00197068	ncRNA	opposite
WBGene00199796	-	ncRNA	WBGene00198274	ncRNA	opposite
WBGene00198885	-	ncRNA	WBGene00200802	ncRNA	opposite
WBGene00195650	-	ncRNA	WBGene00201621	ncRNA	opposite
WBGene00202235	-	ncRNA	WBGene00201221	ncRNA	opposite
WBGene00003621	-	protein_coding	WBGene00198833	ncRNA	opposite
WBGene00001072	-	protein_coding	WBGene00201327	ncRNA	opposite
WBGene00019999	-	protein_coding	WBGene00200435	ncRNA	opposite
WBGene00196464	-	ncRNA	WBGene00201528	ncRNA	opposite
WBGene00201117	-	ncRNA	WBGene00199057	ncRNA	opposite
WBGene00201121	-	ncRNA	WBGene00198541	ncRNA	opposite
WBGene00003813	-	protein_coding	WBGene00199112	ncRNA	opposite
WBGene00010683	-	protein_coding	WBGene00197426	ncRNA	opposite
WBGene00199161	-	ncRNA	WBGene00200153	ncRNA	opposite
WBGene00011768	-	protein_coding	WBGene00197090	ncRNA	opposite
WBGene00196148	-	ncRNA	WBGene00198916	ncRNA	opposite
WBGene00195984	-	ncRNA	WBGene00197046	ncRNA	opposite
WBGene00195984	-	ncRNA	WBGene00195919	ncRNA	opposite
WBGene00009626	-	protein_coding	WBGene00219867	ncRNA	opposite
WBGene00196711	-	ncRNA	WBGene00220247	ncRNA	opposite
WBGene00008433	-	protein_coding	WBGene00197065	ncRNA	opposite
WBGene00197082	-	ncRNA	WBGene00195945	ncRNA	opposite
WBGene00195505	-	ncRNA	WBGene00198107	ncRNA	opposite
WBGene00044160	-	protein_coding	WBGene00202358	ncRNA	opposite
WBGene00197701	-	ncRNA	WBGene00198546	ncRNA	opposite
WBGene00001884	-	protein_coding	WBGene00200004	ncRNA	opposite
WBGene00001784	-	protein_coding	WBGene00196532	ncRNA	opposite
WBGene00001784	-	protein_coding	WBGene00195526	ncRNA	opposite
WBGene00001784	-	protein_coding	WBGene00198555	ncRNA	opposite
WBGene00001784	-	protein_coding	WBGene00197783	ncRNA	opposite
WBGene00001784	-	protein_coding	WBGene00201120	ncRNA	opposite
WBGene00022092	-	protein_coding	WBGene00235299	ncRNA	opposite
WBGene00003308	-	miRNA	WBGene00198964	ncRNA	opposite
WBGene00014376	-	tRNA	WBGene00200599	ncRNA	opposite
WBGene00050280	-	piRNA	WBGene00167754	piRNA	opposite
WBGene00173750	-	piRNA	WBGene00049655	piRNA	opposite
WBGene00047814	-	piRNA	WBGene00050620	piRNA	opposite
WBGene00047814	-	piRNA	WBGene00169046	piRNA	opposite
WBGene00169207	-	piRNA	WBGene00174819	piRNA	opposite
WBGene00169207	-	piRNA	WBGene00165856	piRNA	opposite
WBGene00169207	-	piRNA	WBGene00169782	piRNA	opposite
WBGene00169207	-	piRNA	WBGene00175008	piRNA	opposite
WBGene00171797	-	piRNA	WBGene00165799	piRNA	opposite
WBGene00171797	-	piRNA	WBGene00045670	piRNA	opposite
WBGene00173366	-	piRNA	WBGene00171478	piRNA	opposite
WBGene00172939	-	piRNA	WBGene00167313	piRNA	opposite
WBGene00171822	-	piRNA	WBGene00169885	piRNA	opposite
WBGene00199124	-	ncRNA	WBGene00167743	piRNA	opposite
WBGene00199124	-	ncRNA	WBGene00048772	piRNA	opposite
WBGene00165379	-	piRNA	WBGene00168970	piRNA	opposite
WBGene00165379	-	piRNA	WBGene00045755	piRNA	opposite
WBGene00165379	-	piRNA	WBGene00174496	piRNA	opposite
WBGene00165379	-	piRNA	WBGene00045728	piRNA	opposite
WBGene00006428	-	protein_coding	WBGene00174289	piRNA	opposite
WBGene00006428	-	protein_coding	WBGene00168295	piRNA	opposite
WBGene00006428	-	protein_coding	WBGene00171933	piRNA	opposite
WBGene00167004	-	piRNA	WBGene00049793	piRNA	opposite
WBGene00046509	-	piRNA	WBGene00169554	piRNA	opposite
WBGene00046509	-	piRNA	WBGene00168766	piRNA	opposite
WBGene00046509	-	piRNA	WBGene00049891	piRNA	opposite
WBGene00171221	-	piRNA	WBGene00170397	piRNA	opposite
WBGene00045711	-	piRNA	WBGene00166899	piRNA	opposite
WBGene00045711	-	piRNA	WBGene00166006	piRNA	opposite
WBGene00165732	-	piRNA	WBGene00173202	piRNA	opposite
WBGene00165732	-	piRNA	WBGene00168105	piRNA	opposite
WBGene00194829	-	miRNA	WBGene00170383	piRNA	opposite
WBGene00021161	-	protein_coding	WBGene00166477	piRNA	opposite
WBGene00172788	-	piRNA	WBGene00171311	piRNA	opposite
WBGene00172788	-	piRNA	WBGene00170143	piRNA	opposite
WBGene00172788	-	piRNA	WBGene00165851	piRNA	opposite
WBGene00172788	-	piRNA	WBGene00165066	piRNA	opposite
WBGene00172788	-	piRNA	WBGene00172069	piRNA	opposite
WBGene00173964	-	piRNA	WBGene00046058	piRNA	opposite
WBGene00173964	-	piRNA	WBGene00168033	piRNA	opposite
WBGene00173964	-	piRNA	WBGene00167814	piRNA	opposite
WBGene00170479	-	piRNA	WBGene00174093	piRNA	opposite
WBGene00170479	-	piRNA	WBGene00168955	piRNA	opposite
WBGene00173734	-	piRNA	WBGene00050314	piRNA	opposite
WBGene00173734	-	piRNA	WBGene00170002	piRNA	opposite
WBGene00046907	-	piRNA	WBGene00170021	piRNA	opposite
WBGene00050657	-	piRNA	WBGene00170401	piRNA	opposite
WBGene00046870	-	piRNA	WBGene00166127	piRNA	opposite
WBGene00172250	-	piRNA	WBGene00173659	piRNA	opposite
WBGene00196778	-	ncRNA	WBGene00170307	piRNA	opposite
WBGene00174585	-	piRNA	WBGene00167347	piRNA	opposite
WBGene00046673	-	piRNA	WBGene00167889	piRNA	opposite
WBGene00046673	-	piRNA	WBGene00167190	piRNA	opposite
WBGene00005083	-	protein_coding	WBGene00173067	piRNA	opposite
WBGene00005083	-	protein_coding	WBGene00173089	piRNA	opposite
WBGene00005083	-	protein_coding	WBGene00168452	piRNA	opposite
WBGene00016954	-	protein_coding	WBGene00173165	piRNA	opposite
WBGene00167774	-	piRNA	WBGene00171831	piRNA	opposite
WBGene00174293	-	piRNA	WBGene00172867	piRNA	opposite
WBGene00172840	-	piRNA	WBGene00168104	piRNA	opposite
WBGene00172840	-	piRNA	WBGene00049696	piRNA	opposite
WBGene00172840	-	piRNA	WBGene00046078	piRNA	opposite
WBGene00172840	-	piRNA	WBGene00168144	piRNA	opposite
WBGene00172840	-	piRNA	WBGene00045833	piRNA	opposite
WBGene00174700	-	piRNA	WBGene00172018	piRNA	opposite
WBGene00047980	-	piRNA	WBGene00168440	piRNA	opposite
WBGene00174557	-	piRNA	WBGene00168982	piRNA	opposite
WBGene00016288	-	protein_coding	WBGene00174915	piRNA	opposite
WBGene00016288	-	protein_coding	WBGene00173212	piRNA	opposite
WBGene00016288	-	protein_coding	WBGene00168648	piRNA	opposite
WBGene00016288	-	protein_coding	WBGene00048961	piRNA	opposite
WBGene00050824	-	piRNA	WBGene00166355	piRNA	opposite
WBGene00050824	-	piRNA	WBGene00046652	piRNA	opposite
WBGene00050824	-	piRNA	WBGene00174066	piRNA	opposite
WBGene00196461	-	ncRNA	WBGene00170071	piRNA	opposite
WBGene00196461	-	ncRNA	WBGene00173517	piRNA	opposite
WBGene00045886	-	piRNA	WBGene00167545	piRNA	opposite
WBGene00171340	-	piRNA	WBGene00167302	piRNA	opposite
WBGene00046084	-	piRNA	WBGene00049297	piRNA	opposite
WBGene00047988	-	piRNA	WBGene00173401	piRNA	opposite
WBGene00047988	-	piRNA	WBGene00165864	piRNA	opposite
WBGene00049968	-	piRNA	WBGene00047755	piRNA	opposite
WBGene00199949	-	ncRNA	WBGene00048830	piRNA	opposite
WBGene00199949	-	ncRNA	WBGene00170498	piRNA	opposite
WBGene00199949	-	ncRNA	WBGene00045869	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00167427	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00173518	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00047027	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00174698	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00049090	piRNA	opposite
WBGene00201872	-	ncRNA	WBGene00165789	piRNA	opposite
WBGene00170782	-	piRNA	WBGene00048998	piRNA	opposite
WBGene00168426	-	piRNA	WBGene00174728	piRNA	opposite
WBGene00168426	-	piRNA	WBGene00174861	piRNA	opposite
WBGene00168426	-	piRNA	WBGene00170562	piRNA	opposite
WBGene00047599	-	piRNA	WBGene00169572	piRNA	opposite
WBGene00047599	-	piRNA	WBGene00175022	piRNA	opposite
WBGene00005728	-	protein_coding	WBGene00170072	piRNA	opposite
WBGene00005728	-	protein_coding	WBGene00165279	piRNA	opposite
WBGene00196267	-	ncRNA	WBGene00170323	piRNA	opposite
WBGene00196267	-	ncRNA	WBGene00174032	piRNA	opposite
WBGene00048518	-	piRNA	WBGene00050729	piRNA	opposite
WBGene00173682	-	piRNA	WBGene00050829	piRNA	opposite
WBGene00047205	-	piRNA	WBGene00049159	piRNA	opposite
WBGene00047205	-	piRNA	WBGene00173764	piRNA	opposite
WBGene00167481	-	piRNA	WBGene00165818	piRNA	opposite
WBGene00167481	-	piRNA	WBGene00174406	piRNA	opposite
WBGene00167481	-	piRNA	WBGene00168708	piRNA	opposite
WBGene00167481	-	piRNA	WBGene00166628	piRNA	opposite
WBGene00171995	-	piRNA	WBGene00168896	piRNA	opposite
WBGene00167620	-	piRNA	WBGene00047509	piRNA	opposite
WBGene00048109	-	piRNA	WBGene00047191	piRNA	opposite
WBGene00048109	-	piRNA	WBGene00049915	piRNA	opposite
WBGene00047245	-	piRNA	WBGene00172098	piRNA	opposite
WBGene00023486	-	protein_coding	WBGene00168710	piRNA	opposite
WBGene00023486	-	protein_coding	WBGene00173638	piRNA	opposite
WBGene00023486	-	protein_coding	WBGene00173122	piRNA	opposite
WBGene00172334	-	piRNA	WBGene00046257	piRNA	opposite
WBGene00047936	-	piRNA	WBGene00046262	piRNA	opposite
WBGene00047936	-	piRNA	WBGene00169556	piRNA	opposite
WBGene00174063	-	piRNA	WBGene00166008	piRNA	opposite
WBGene00174063	-	piRNA	WBGene00169677	piRNA	opposite
WBGene00174063	-	piRNA	WBGene00047672	piRNA	opposite
WBGene00174063	-	piRNA	WBGene00049398	piRNA	opposite
WBGene00172339	-	piRNA	WBGene00170935	piRNA	opposite
WBGene00173332	-	piRNA	WBGene00173603	piRNA	opposite
WBGene00022242	-	protein_coding	WBGene00169027	piRNA	opposite
WBGene00022242	-	protein_coding	WBGene00166896	piRNA	opposite
WBGene00167874	-	piRNA	WBGene00173349	piRNA	opposite
WBGene00167874	-	piRNA	WBGene00165699	piRNA	opposite
WBGene00169564	-	piRNA	WBGene00165747	piRNA	opposite
WBGene00173960	-	piRNA	WBGene00173585	piRNA	opposite
WBGene00173960	-	piRNA	WBGene00048160	piRNA	opposite
WBGene00022246	-	protein_coding	WBGene00168269	piRNA	opposite
WBGene00022246	-	protein_coding	WBGene00165488	piRNA	opposite
WBGene00173383	-	piRNA	WBGene00167702	piRNA	opposite
WBGene00049835	-	piRNA	WBGene00171136	piRNA	opposite
WBGene00169413	-	piRNA	WBGene00165905	piRNA	opposite
WBGene00169413	-	piRNA	WBGene00170423	piRNA	opposite
WBGene00169413	-	piRNA	WBGene00173371	piRNA	opposite
WBGene00199042	-	ncRNA	WBGene00166738	piRNA	opposite
WBGene00044352	-	protein_coding	WBGene00166714	piRNA	opposite
WBGene00005206	-	pseudogene	WBGene00167973	piRNA	opposite
WBGene00044505	-	protein_coding	WBGene00167121	piRNA	opposite
WBGene00011171	-	protein_coding	WBGene00172854	piRNA	opposite
WBGene00172918	-	piRNA	WBGene00165755	piRNA	opposite
WBGene00172135	-	piRNA	WBGene00169913	piRNA	opposite
WBGene00172135	-	piRNA	WBGene00172889	piRNA	opposite
WBGene00047193	-	piRNA	WBGene00049847	piRNA	opposite
WBGene00170337	-	piRNA	WBGene00172558	piRNA	opposite
WBGene00170337	-	piRNA	WBGene00049901	piRNA	opposite
WBGene00007461	-	pseudogene	WBGene00046454	piRNA	opposite
WBGene00173460	-	piRNA	WBGene00050120	piRNA	opposite
WBGene00047552	-	piRNA	WBGene00047474	piRNA	opposite
WBGene00047552	-	piRNA	WBGene00048133	piRNA	opposite
WBGene00049047	-	piRNA	WBGene00048990	piRNA	opposite
WBGene00170644	-	piRNA	WBGene00049585	piRNA	opposite
WBGene00170644	-	piRNA	WBGene00048210	piRNA	opposite
WBGene00049812	-	piRNA	WBGene00046729	piRNA	opposite
WBGene00174159	-	piRNA	WBGene00171673	piRNA	opposite
WBGene00174159	-	piRNA	WBGene00170793	piRNA	opposite
WBGene00048084	-	piRNA	WBGene00046099	piRNA	opposite
WBGene00048084	-	piRNA	WBGene00172392	piRNA	opposite
WBGene00048084	-	piRNA	WBGene00168633	piRNA	opposite
WBGene00173324	-	piRNA	WBGene00174483	piRNA	opposite
WBGene00173324	-	piRNA	WBGene00174099	piRNA	opposite
WBGene00045635	-	piRNA	WBGene00174051	piRNA	opposite
WBGene00169676	-	piRNA	WBGene00165248	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00165427	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00173261	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00167580	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00173938	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00048494	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00046994	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00047651	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00046316	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00168071	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00046551	piRNA	opposite
WBGene00172606	-	piRNA	WBGene00050638	piRNA	opposite
