DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:rRNA	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name	ADOG_overlap_DOG
1734572	1734572	0	False	False	500	1734072	1734072	0	ADOG	III	.	.	1734072	ncRNA	gene_id "WBGene00198479"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	52	24649.0	WormBase	1734020	+	gene	False	N2HS_J2B_s	False
11615388	11615388	0	False	False	500	11614888	11614888	0	ADOG	V	.	.	11614888	protein_coding	gene_id "WBGene00009386"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1581	1395.0	WormBase	11613307	+	gene	False	N2HS_J2B_spl	False
13585869	13585869	0	False	False	500	13585369	13585369	0	ADOG	V	.	.	13585369	protein_coding	gene_id "WBGene00009985"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	466	2837.0	WormBase	13584903	+	gene	False	N2HS_J2B_spl	False
6084280	6084280	0	False	False	500	6083780	6083780	0	ADOG	IV	.	.	6083780	piRNA	gene_id "WBGene00046595"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00046595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1826.0	WormBase	6083760	+	gene	False	N2HS_J2B_sp	False
6463437	6463437	0	False	False	500	6462937	6462937	0	ADOG	IV	.	.	6462937	piRNA	gene_id "WBGene00170930"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	1415.0	WormBase	6462917	+	gene	False	N2HS_J2B_sp	False
1090410	1090410	0	False	False	500	1089910	1089910	0	ADOG	X	.	.	1089910	tRNA	gene_id "WBGene00023060"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00023060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	72	2397.0	WormBase	1089838	+	gene	False	N2HS_J2B_spl	False
14171480	14171480	0	False	False	500	14170980	14170980	0	ADOG	IV	.	.	14170980	piRNA	gene_id "WBGene00046793"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00046793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	528.0	WormBase	14170960	+	gene	False	N2HS_J2B_sp	False
3999741	3999741	0	False	False	400	3999341	3999341	0	ADOG	X	.	.	3999341	protein_coding	gene_id "WBGene00019829"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2001	4191.0	WormBase	3997340	+	gene	False	N2HS_J2B_spl	False
12113871	12113871	0	False	False	400	12113471	12113471	0	ADOG	III	.	.	12113471	protein_coding	gene_id "WBGene00013541"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5697	3188.0	WormBase	12107774	+	gene	False	N2HS_J2B_s	False
4748489	4748489	0	True	False	400	4748089	4748089	0	ADOG	V	.	.	4748089	protein_coding	gene_id "WBGene00015985"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2520	2491.0	WormBase	4745569	+	gene	False	N2HS_J2B_spl	False
11609482	11609482	0	True	False	400	11609082	11609082	0	ADOG	III	.	.	11609082	protein_coding	gene_id "WBGene00013427"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	912	786.0	WormBase	11608170	+	gene	False	N2HS_J2B_s	False
7511002	7511002	0	False	False	400	7510602	7510602	0	ADOG	V	.	.	7510602	protein_coding	gene_id "WBGene00016927"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1608	1163.0	WormBase	7508994	+	gene	False	N2HS_J2B_spl	False
12652157	12652157	0	False	False	400	12651757	12651757	0	ADOG	III	.	.	12651757	protein_coding	gene_id "WBGene00004161"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004161	0	0	0	0	0	0	0	0	0	0	0	0	0	['WBGene00195422']	0	0	0	0.0	0	0	0	0.0	25189	21876.0	WormBase	12626568	+	gene	False	N2HS_J2B_s	False
10791652	10791652	0	False	False	400	10791252	10791252	0	ADOG	III	.	.	10791252	protein_coding	gene_id "WBGene00004233"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004233	0	0	0	['WBGene00202219', 'WBGene00197639']	0	0	0	0	0	0	0	0	0	['WBGene00199604', 'WBGene00200222']	0	0	0	0.0	0	0	0	0.0	9399	3097.0	WormBase	10781853	+	gene	False	N2HS_J2B_s	False
9963696	9963696	0	False	False	400	9963296	9963296	0	ADOG	V	.	.	9963296	ncRNA	gene_id "WBGene00201565"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	51	2827.0	WormBase	9963245	+	gene	False	N2HS_J2B_spl	False
3920235	3920235	0	False	False	400	3919835	3919835	0	ADOG	X	.	.	3919835	protein_coding	gene_id "WBGene00020667"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2534	1233.0	WormBase	3917301	+	gene	False	N2HS_J2B_spl	False
12895124	12895124	0	False	False	400	12894724	12894724	0	ADOG	IV	.	.	12894724	protein_coding	gene_id "WBGene00194926"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00194926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	951	570.0	WormBase	12893773	+	gene	False	N2HS_J2B_sp	False
6036047	6036047	0	False	False	400	6035647	6035647	0	ADOG	IV	.	.	6035647	piRNA	gene_id "WBGene00047585"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00047585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	535.0	WormBase	6035627	+	gene	False	N2HS_J2B_sp	False
1286263	1286263	0	False	False	400	1285863	1285863	0	ADOG	X	.	.	1285863	protein_coding	gene_id "WBGene00016873"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	654	9415.0	WormBase	1285209	+	gene	False	N2HS_J2B_spl	False
8010075	8010075	0	False	False	400	8009675	8009675	0	ADOG	IV	.	.	8009675	ncRNA	gene_id "WBGene00200948"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	209	4474.0	WormBase	8009466	+	gene	False	N2HS_J2B_sp	False
14347367	14347367	0	False	False	400	14346967	14346967	0	ADOG	V	.	.	14346967	pseudogene	gene_id "WBGene00006057"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00006057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	908	764.0	WormBase	14346059	+	gene	False	N2HS_J2B_spl	False
12262516	12262516	0	False	False	400	12262116	12262116	0	ADOG	IV	.	.	12262116	piRNA	gene_id "WBGene00173640"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	6532.0	WormBase	12262096	+	gene	False	N2HS_J2B_sp	False
9283513	9283513	0	False	False	400	9283113	9283113	0	ADOG	IV	.	.	9283113	protein_coding	gene_id "WBGene00012437"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	['WBGene00220132']	0	0.0	8697	17314.0	WormBase	9274416	+	gene	False	N2HS_J2B_sp	False
9367411	9367411	0	False	False	400	9367011	9367011	0	ADOG	IV	.	.	9367011	ncRNA	gene_id "WBGene00195550"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	127	4497.0	WormBase	9366884	+	gene	False	N2HS_J2B_sp	False
9684873	9684873	0	False	False	400	9684473	9684473	0	ADOG	IV	.	.	9684473	protein_coding	gene_id "WBGene00014241"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	856	4509.0	WormBase	9683617	+	gene	False	N2HS_J2B_sp	False
11611310	11611310	0	False	False	400	11610910	11610910	0	ADOG	IV	.	.	11610910	pseudogene	gene_id "WBGene00012498"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2010	25738.0	WormBase	11608900	+	gene	False	N2HS_J2B_sp	False
11378027	11378027	0	False	False	400	11377627	11377627	0	ADOG	IV	.	.	11377627	protein_coding	gene_id "WBGene00010351"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	4636	13936.0	WormBase	11372991	+	gene	False	N2HS_J2B_sp	False
5778741	5778741	0	False	False	400	5778341	5778341	0	ADOG	IV	.	.	5778341	piRNA	gene_id "WBGene00171559"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	590.0	WormBase	5778321	+	gene	False	N2HS_J2B_sp	False
13443802	13443802	0	False	False	400	13443402	13443402	0	ADOG	V	.	.	13443402	protein_coding	gene_id "WBGene00000735"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1435	433.0	WormBase	13441967	+	gene	False	N2HS_J2B_spl	False
1780927	1780927	0	False	False	400	1780527	1780527	0	ADOG	X	.	.	1780527	protein_coding	gene_id "WBGene00017942"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1139	6380.0	WormBase	1779388	+	gene	False	N2HS_J2B_spl	False
2045196	2045196	0	True	False	400	2044796	2044796	0	ADOG	IV	.	.	2044796	ncRNA	gene_id "WBGene00201141"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	117	6704.0	WormBase	2044679	+	gene	False	N2HS_J2B_sp	False
3085527	3085527	0	False	False	400	3085127	3085127	0	ADOG	V	.	.	3085127	pseudogene	gene_id "WBGene00016851"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00016851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1482	1433.0	WormBase	3083645	+	gene	False	N2HS_J2B_spl	False
3052549	3052549	0	True	False	400	3052149	3052149	0	ADOG	V	.	.	3052149	protein_coding	gene_id "WBGene00019103"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	7005	2404.0	WormBase	3045144	+	gene	False	N2HS_J2B_spl	False
10705306	10705306	0	False	False	400	10704906	10704906	0	ADOG	V	.	.	10704906	protein_coding	gene_id "WBGene00004083"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004083	0	0	0	['WBGene00201804']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2357	10438.0	WormBase	10702549	+	gene	False	N2HS_J2B_spl	False
3452427	3452427	0	False	False	400	3452027	3452027	0	ADOG	IV	.	.	3452027	pseudogene	gene_id "WBGene00194843"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00194843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1136	1581.0	WormBase	3450891	+	gene	False	N2HS_J2B_sp	False
1153607	1153607	0	False	False	400	1153207	1153207	0	ADOG	V	.	.	1153207	lincRNA	gene_id "WBGene00219734"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2301	3064.0	WormBase	1150906	+	gene	False	N2HS_J2B_spl	False
2799647	2799647	0	False	False	400	2799247	2799247	0	ADOG	X	.	.	2799247	protein_coding	gene_id "WBGene00006496"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006496	0	0	0	['WBGene00200285', 'WBGene00197383', 'WBGene00198283', 'WBGene00198173', 'WBGene00198449']	0	0	0	0	0	0	0	0	0	['WBGene00199521', 'WBGene00219813', 'WBGene00219814']	0	0	0	0.0	0	['WBGene00219974']	0	0.0	27205	3865.0	WormBase	2772042	+	gene	False	N2HS_J2B_spl	False
704145	704145	0	False	False	400	703745	703745	0	ADOG	V	.	.	703745	protein_coding	gene_id "WBGene00021708"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1185	3473.0	WormBase	702560	+	gene	False	N2HS_J2B_spl	False
2132302	2132302	0	False	False	400	2131902	2131902	0	ADOG	X	.	.	2131902	ncRNA	gene_id "WBGene00198568"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198568	0	0	0	0	0	['WBGene00044565']	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	258	11576.0	WormBase	2131644	+	gene	False	N2HS_J2B_spl	False
462299	462299	0	False	False	400	461899	461899	0	ADOG	V	.	.	461899	protein_coding	gene_id "WBGene00019743"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2165	701.0	WormBase	459734	+	gene	False	N2HS_J2B_spl	False
4939231	4939231	0	False	False	400	4938831	4938831	0	ADOG	IV	.	.	4938831	piRNA	gene_id "WBGene00170298"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	20	484.0	WormBase	4938811	+	gene	False	N2HS_J2B_sp	False
11405211	11405211	0	False	False	400	11404811	11404811	0	ADOG	V	.	.	11404811	ncRNA	gene_id "WBGene00195831"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	141	2712.0	WormBase	11404670	+	gene	False	N2HS_J2B_spl	False
11480351	11480351	0	True	False	400	11479951	11479951	0	ADOG	V	.	.	11479951	protein_coding	gene_id "WBGene00194784"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00194784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	245	4081.0	WormBase	11479706	+	gene	False	N2HS_J2B_spl	False
10987826	10987826	0	False	False	400	10987426	10987426	0	ADOG	IV	.	.	10987426	protein_coding	gene_id "WBGene00000866"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1441	480.0	WormBase	10985985	+	gene	False	N2HS_J2B_sp	False
8917195	8917195	0	True	False	400	8916795	8916795	0	ADOG	V	.	.	8916795	protein_coding	gene_id "WBGene00019443"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1880	3403.0	WormBase	8914915	+	gene	False	N2HS_J2B_spl	False
6327755	6327755	0	False	False	400	6327355	6327355	0	ADOG	II	.	.	6327355	protein_coding	gene_id "WBGene00004860"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2871	1354.0	WormBase	6324484	+	gene	False	N2HS_J2A_split	False
4745680	4745680	0	True	False	400	4745280	4745280	0	ADOG	II	.	.	4745280	protein_coding	gene_id "WBGene00018269"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3152	4688.0	WormBase	4742128	+	gene	False	N2HS_J2B_sp	False
5418777	5418777	0	False	False	400	5418377	5418377	0	ADOG	II	.	.	5418377	protein_coding	gene_id "WBGene00017133"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1663	856.0	WormBase	5416714	+	gene	False	N2HS_J2B_sp	False
9863850	9863850	0	True	False	400	9863450	9863450	0	ADOG	X	.	.	9863450	ncRNA	gene_id "WBGene00196919"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	219	619.0	WormBase	9863231	+	gene	False	N2HS_J2B_spl	False
12444128	12444128	0	False	False	400	12443728	12443728	0	ADOG	I	.	.	12443728	protein_coding	gene_id "WBGene00008289"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1429	859.0	WormBase	12442299	+	gene	False	N2HS_J2B_spl	False
7093502	7093502	0	False	False	400	7093102	7093102	0	ADOG	II	.	.	7093102	protein_coding	gene_id "WBGene00020170"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	3428	1057.0	WormBase	7089674	+	gene	False	N2HS_J2B_sp	False
7434616	7434616	0	False	False	400	7434216	7434216	0	ADOG	II	.	.	7434216	protein_coding	gene_id "WBGene00005132"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1520	1042.0	WormBase	7432696	+	gene	False	N2HS_J2B_sp	False
5853362	5853362	0	False	False	400	5852962	5852962	0	ADOG	I	.	.	5852962	protein_coding	gene_id "WBGene00018000"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	917	1821.0	WormBase	5852045	+	gene	False	N2HS_J2B_spl	False
12113875	12113875	0	False	False	400	12113475	12113475	0	ADOG	X	.	.	12113475	protein_coding	gene_id "WBGene00011355"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1962	849.0	WormBase	12111513	+	gene	False	N2HS_J2B_spl	False
11431007	11431007	0	False	False	400	11430607	11430607	0	ADOG	II	.	.	11430607	protein_coding	gene_id "WBGene00014666"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	5777	1102.0	WormBase	11424830	+	gene	False	N2HS_J2B_sp	False
11635727	11635727	0	False	False	400	11635327	11635327	0	ADOG	II	.	.	11635327	snoRNA	gene_id "WBGene00220236"; gene_source "WormBase"; gene_biotype "snoRNA";	WBGene00220236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	102	5127.0	WormBase	11635225	+	gene	False	N2HS_J2B_sp	False
12331522	12331522	0	False	False	400	12331122	12331122	0	ADOG	II	.	.	12331122	protein_coding	gene_id "WBGene00016830"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1828	1802.0	WormBase	12329294	+	gene	False	N2HS_J2B_sp	False
13352035	13352035	0	True	False	400	13351635	13351635	0	ADOG	X	.	.	13351635	ncRNA	gene_id "WBGene00197515"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	130	4928.0	WormBase	13351505	+	gene	False	N2HS_J2B_spl	False
8766033	8766033	0	False	False	400	8765633	8765633	0	ADOG	I	.	.	8765633	protein_coding	gene_id "WBGene00003052"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2647	2692.0	WormBase	8762986	+	gene	False	N2HS_J2B_spl	False
12356737	12356737	0	False	False	400	12356337	12356337	0	ADOG	I	.	.	12356337	protein_coding	gene_id "WBGene00011656"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011656	0	0	0	['WBGene00200484']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2831	605.0	WormBase	12353506	+	gene	False	N2HS_J2B_spl	False
12286332	12286332	0	True	False	400	12285932	12285932	0	ADOG	I	.	.	12285932	snRNA	gene_id "WBGene00014405"; gene_source "WormBase"; gene_biotype "snRNA";	WBGene00014405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	186	656.0	WormBase	12285746	+	gene	False	N2HS_J2B_spl	False
14171528	14171528	0	False	False	400	14171128	14171128	0	ADOG	I	.	.	14171128	ncRNA	gene_id "WBGene00200165"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	54	736.0	WormBase	14171074	+	gene	False	N2HS_J2B_spl	False
14826352	14826352	0	False	False	400	14825952	14825952	0	ADOG	I	.	.	14825952	pseudogene	gene_id "WBGene00014921"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1459	606.0	WormBase	14824493	+	gene	False	N2HS_J2B_spl	False
879401	879401	0	False	False	400	879001	879001	0	ADOG	II	.	.	879001	protein_coding	gene_id "WBGene00000106"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000106	0	0	0	['WBGene00195437']	0	0	0	0	0	0	0	0	0	['WBGene00220060', 'WBGene00198294']	0	0	0	0.0	0	0	0	0.0	5825	1521.0	WormBase	873176	+	gene	False	N2HS_J2B_sp	False
11305618	11305618	0	False	False	400	11305218	11305218	0	ADOG	I	.	.	11305218	protein_coding	gene_id "WBGene00013184"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2932	18309.0	WormBase	11302286	+	gene	False	N2HS_J2B_spl	False
7595814	7595814	0	True	False	400	7595414	7595414	0	ADOG	X	.	.	7595414	protein_coding	gene_id "WBGene00000083"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000083	0	0	0	['WBGene00198746', 'WBGene00202081', 'WBGene00195950', 'WBGene00196948', 'WBGene00197499']	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	9827	1513.0	WormBase	7585587	+	gene	False	N2HS_J2B_spl	False
2013786	2013786	0	False	False	400	2013386	2013386	0	ADOG	II	.	.	2013386	protein_coding	gene_id "WBGene00269394"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00269394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	388	4635.0	WormBase	2012998	+	gene	False	N2HS_J2B_sp	False
10861169	10861169	0	False	False	400	10860769	10860769	0	ADOG	I	.	.	10860769	protein_coding	gene_id "WBGene00021382"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1235	6192.0	WormBase	10859534	+	gene	False	N2HS_J2B_spl	False
3010289	3010289	0	False	False	400	3009889	3009889	0	ADOG	II	.	.	3009889	protein_coding	gene_id "WBGene00016578"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1189	4198.0	WormBase	3008700	+	gene	False	N2HS_J2B_sp	False
7404009	7404009	0	False	False	400	7403609	7403609	0	ADOG	X	.	.	7403609	protein_coding	gene_id "WBGene00015665"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1478	3847.0	WormBase	7402131	+	gene	False	N2HS_J2B_spl	False
10607020	10607020	0	True	False	400	10606620	10606620	0	ADOG	I	.	.	10606620	protein_coding	gene_id "WBGene00011908"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011908	0	0	0	0	0	0	0	0	0	['WBGene00014528', 'WBGene00014527']	0	0	['WBGene00077719']	0	0	0	0	0.0	0	0	['WBGene00014526']	0.0	7947	1846.0	WormBase	10598673	+	gene	False	N2HS_J2B_spl	False
12508852	12508852	0	False	False	400	12508452	12508452	0	ADOG	II	.	.	12508452	protein_coding	gene_id "WBGene00005289"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	1114	498.0	WormBase	12507338	+	gene	False	N2HS_J2B_sp	False
6782086	6782086	0	False	False	400	6781686	6781686	0	ADOG	II	.	.	6781686	protein_coding	gene_id "WBGene00020482"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	2222	1741.0	WormBase	6779464	+	gene	False	N2HS_J2B_sp	False
