DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
5833693	5833693		False	False	200	5833493	5833493		ADOG	IV	.	.	5833713	piRNA	gene_id "WBGene00046337"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00046337	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	634.0	20		WormBase	5833693	-	gene	False	N2HS_J2B_sp
5836278	5836278		False	False	300	5835978	5835978		ADOG	IV	.	.	5836499	ncRNA	gene_id "WBGene00199949"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199949	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270.0	221		WormBase	5836278	-	gene	False	N2HS_J2B_sp
5860905	5860905		False	False	200	5860705	5860705		ADOG	IV	.	.	5861042	ncRNA	gene_id "WBGene00197617"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197617	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.0	137		WormBase	5860905	-	gene	False	N2HS_J2B_sp
5914171	5914171		False	False	200	5913971	5913971		ADOG	IV	.	.	5914191	piRNA	gene_id "WBGene00165249"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165249	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2242.0	20		WormBase	5914171	-	gene	False	N2HS_J2B_sp
5952296	5952296		False	False	300	5951996	5951996		ADOG	IV	.	.	5952316	piRNA	gene_id "WBGene00171364"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00171364	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	347.0	20		WormBase	5952296	-	gene	False	N2HS_J2B_sp
5960087	5960087		False	False	200	5959887	5959887		ADOG	IV	.	.	5960295	ncRNA	gene_id "WBGene00200800"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200800	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1746.0	208		WormBase	5960087	-	gene	False	N2HS_J2B_sp
6198884	6198884		False	False	300	6198584	6198584		ADOG	IV	.	.	6198904	piRNA	gene_id "WBGene00173152"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173152	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7392.0	20		WormBase	6198884	-	gene	False	N2HS_J2B_sp
6296279	6296279		False	False	400	6295879	6295879		ADOG	IV	.	.	6298347	protein_coding	gene_id "WBGene00005738"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005738	0	0	0	0	['WBGene00171108', 'WBGene00169930']	0	0	0.0	0	0	0	0	0	0	0	['WBGene00170250', 'WBGene00170536', 'WBGene00173016']	0	0	0	0	0	3391.0	2068		WormBase	6296279	-	gene	False	N2HS_J2B_sp
6409557	6409557		True	False	300	6409257	6409257		ADOG	IV	.	.	6413566	protein_coding	gene_id "WBGene00022254"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022254	0	0	0	0	['WBGene00047024', 'WBGene00170869', 'WBGene00173253', 'WBGene00173137', 'WBGene00173134', 'WBGene00050046', 'WBGene00174642', 'WBGene00172503', 'WBGene00170909', 'WBGene00168207']	0	0	0.0	0	0	0	0	0	0	0	['WBGene00166037']	0	0	0	0	0	468.0	4009		WormBase	6409557	-	gene	False	N2HS_J2B_sp
6440963	6440963		True	False	200	6440763	6440763		ADOG	IV	.	.	6440983	piRNA	gene_id "WBGene00173383"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173383	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2339.0	20		WormBase	6440963	-	gene	False	N2HS_J2B_sp
6475793	6475793		False	False	1000	6474793	6474793		ADOG	IV	.	.	6475813	piRNA	gene_id "WBGene00049235"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00049235	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232.0	20		WormBase	6475793	-	gene	False	N2HS_J2B_sp
6477896	6477896		False	False	700	6477196	6477196		ADOG	IV	.	.	6477916	piRNA	gene_id "WBGene00050773"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00050773	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	856.0	20		WormBase	6477896	-	gene	False	N2HS_J2B_sp
6653179	6653179		False	False	200	6652979	6652979		ADOG	IV	.	.	6653199	piRNA	gene_id "WBGene00167034"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167034	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.0	20		WormBase	6653179	-	gene	False	N2HS_J2B_sp
6678012	6678012		False	False	200	6677812	6677812		ADOG	IV	.	.	6678032	piRNA	gene_id "WBGene00167626"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167626	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9958.0	20		WormBase	6678012	-	gene	False	N2HS_J2B_sp
6732980	6732980		False	False	200	6732780	6732780		ADOG	IV	.	.	6736110	pseudogene	gene_id "WBGene00022229"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022229	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	50328.0	3130		WormBase	6732980	-	gene	False	N2HS_J2B_sp
6767878	6767878		False	False	300	6767578	6767578		ADOG	IV	.	.	6767898	piRNA	gene_id "WBGene00165046"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165046	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13723.0	20		WormBase	6767878	-	gene	False	N2HS_J2B_sp
6770613	6770613		False	False	400	6770213	6770213		ADOG	IV	.	.	6770633	piRNA	gene_id "WBGene00165932"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165932	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2715.0	20		WormBase	6770613	-	gene	False	N2HS_J2B_sp
6803853	6803853		False	False	200	6803653	6803653		ADOG	IV	.	.	6803873	piRNA	gene_id "WBGene00170354"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170354	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516.0	20		WormBase	6803853	-	gene	False	N2HS_J2B_sp
6900326	6900326		True	False	200	6900126	6900126		ADOG	IV	.	.	6903624	protein_coding	gene_id "WBGene00020686"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020686	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12664.0	3298		WormBase	6900326	-	gene	False	N2HS_J2B_sp
7074030	7074030		False	False	200	7073830	7073830		ADOG	IV	.	.	7075163	protein_coding	gene_id "WBGene00005207"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005207	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2294.0	1133		WormBase	7074030	-	gene	False	N2HS_J2B_sp
7096103	7096103		False	False	900	7095203	7095203		ADOG	IV	.	.	7096123	piRNA	gene_id "WBGene00166911"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00166911	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739.0	20		WormBase	7096103	-	gene	False	N2HS_J2B_sp
7225416	7225416		False	False	200	7225216	7225216		ADOG	IV	.	.	7227172	protein_coding	gene_id "WBGene00044504"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044504	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5931.0	1756		WormBase	7225416	-	gene	False	N2HS_J2B_sp
7235559	7235559		False	False	1200	7234359	7234359		ADOG	IV	.	.	7235759	ncRNA	gene_id "WBGene00198124"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198124	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5336.0	200		WormBase	7235559	-	gene	False	N2HS_J2B_sp
7390275	7390275		False	False	300	7389975	7389975		ADOG	IV	.	.	7390419	ncRNA	gene_id "WBGene00198929"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198929	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332.0	144		WormBase	7390275	-	gene	False	N2HS_J2B_sp
7562220	7562220		True	False	200	7562020	7562020		ADOG	IV	.	.	7563724	protein_coding	gene_id "WBGene00043068"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00043068	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.0	1504		WormBase	7562220	-	gene	False	N2HS_J2B_sp
7943617	7943617		False	False	200	7943417	7943417		ADOG	IV	.	.	7946819	protein_coding	gene_id "WBGene00017643"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017643	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2553.0	3202		WormBase	7943617	-	gene	False	N2HS_J2B_sp
7975430	7975430		False	False	1400	7974030	7974030		ADOG	IV	.	.	7976406	protein_coding	gene_id "WBGene00019021"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019021	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	19532.0	976		WormBase	7975430	-	gene	False	N2HS_J2B_sp
8253090	8253090		False	False	2500	8250590	8250590		ADOG	IV	.	.	8253177	ncRNA	gene_id "WBGene00195811"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195811	0	0	0	0	0	0	0	0.0	0	['WBGene00023083']	0	0	0	0	0	0	0	0	0	0	0	9391.0	87		WormBase	8253090	-	gene	False	N2HS_J2B_sp
8335335	8335335		False	False	200	8335135	8335135		ADOG	IV	.	.	8335718	protein_coding	gene_id "WBGene00001907"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001907	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314.0	383		WormBase	8335335	-	gene	False	N2HS_J2B_sp
8414293	8414293		False	False	1600	8412693	8412693		ADOG	IV	.	.	8421061	protein_coding	gene_id "WBGene00019792"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019792	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7682.0	6768		WormBase	8414293	-	gene	False	N2HS_J2B_sp
8443095	8443095		False	False	700	8442395	8442395		ADOG	IV	.	.	8443115	piRNA	gene_id "WBGene00167957"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00167957	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11602.0	20		WormBase	8443095	-	gene	False	N2HS_J2B_sp
8464752	8464752		False	False	200	8464552	8464552		ADOG	IV	.	.	8472605	protein_coding	gene_id "WBGene00003837"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003837	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	936.0	7853		WormBase	8464752	-	gene	False	N2HS_J2B_sp
8657455	8657455		False	False	200	8657255	8657255		ADOG	IV	.	.	8658184	protein_coding	gene_id "WBGene00016770"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016770	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3778.0	729		WormBase	8657455	-	gene	False	N2HS_J2B_sp
9065252	9065252		False	False	200	9065052	9065052		ADOG	IV	.	.	9065272	piRNA	gene_id "WBGene00173905"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173905	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	19883.0	20		WormBase	9065252	-	gene	False	N2HS_J2B_sp
9115372	9115372		True	False	3900	9111472	9111472		ADOG	IV	.	.	9115457	ncRNA	gene_id "WBGene00197075"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197075	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11181.0	85		WormBase	9115372	-	gene	False	N2HS_J2B_sp
9160462	9160462		False	False	300	9160162	9160162		ADOG	IV	.	.	9160482	piRNA	gene_id "WBGene00165291"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165291	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443.0	20		WormBase	9160462	-	gene	False	N2HS_J2B_sp
9166633	9166633		False	False	200	9166433	9166433		ADOG	IV	.	.	9166653	piRNA	gene_id "WBGene00165305"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00165305	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506.0	20		WormBase	9166633	-	gene	False	N2HS_J2B_sp
9459324	9459324		False	False	900	9458424	9458424		ADOG	IV	.	.	9459543	ncRNA	gene_id "WBGene00202079"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202079	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1823.0	219		WormBase	9459324	-	gene	False	N2HS_J2B_sp
9585660	9585660		False	False	700	9584960	9584960		ADOG	IV	.	.	9585743	ncRNA	gene_id "WBGene00195283"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195283	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5589.0	83		WormBase	9585660	-	gene	False	N2HS_J2B_sp
9680387	9680387		False	False	500	9679887	9679887		ADOG	IV	.	.	9680941	protein_coding	gene_id "WBGene00002091"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002091	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2953.0	554		WormBase	9680387	-	gene	False	N2HS_J2B_sp
9682013	9682013		False	False	600	9681413	9681413		ADOG	IV	.	.	9682826	protein_coding	gene_id "WBGene00002090"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002090	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072.0	813		WormBase	9682013	-	gene	False	N2HS_J2B_sp
9741875	9741875		False	False	800	9741075	9741075		ADOG	IV	.	.	9743147	protein_coding	gene_id "WBGene00007794"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007794	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	967.0	1272		WormBase	9741875	-	gene	False	N2HS_J2B_sp
9752105	9752105		True	False	400	9751705	9751705		ADOG	IV	.	.	9752125	piRNA	gene_id "WBGene00170703"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00170703	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3663.0	20		WormBase	9752105	-	gene	False	N2HS_J2B_sp
9766745	9766745		False	False	200	9766545	9766545		ADOG	IV	.	.	9767187	protein_coding	gene_id "WBGene00003466"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003466	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.0	442		WormBase	9766745	-	gene	False	N2HS_J2B_sp
9785303	9785303		True	False	300	9785003	9785003		ADOG	IV	.	.	9785323	piRNA	gene_id "WBGene00168622"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168622	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	617.0	20		WormBase	9785303	-	gene	False	N2HS_J2B_sp
9825312	9825312		False	False	300	9825012	9825012		ADOG	IV	.	.	9825421	miRNA	gene_id "WBGene00219229"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00219229	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	680.0	109		WormBase	9825312	-	gene	False	N2HS_J2B_sp
9847724	9847724		False	False	300	9847424	9847424		ADOG	IV	.	.	9848175	protein_coding	gene_id "WBGene00010635"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010635	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050.0	451		WormBase	9847724	-	gene	False	N2HS_J2B_sp
9934767	9934767		False	False	200	9934567	9934567		ADOG	IV	.	.	9953433	protein_coding	gene_id "WBGene00001650"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001650	0	0	0	['WBGene00200463', 'WBGene00197813', 'WBGene00198832', 'WBGene00198359', 'WBGene00195384', 'WBGene00198867']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00198993', 'WBGene00197315', 'WBGene00196161', 'WBGene00200354']	['WBGene00171324']	0	0	0	0	0	2527.0	18666		WormBase	9934767	-	gene	False	N2HS_J2B_sp
9962973	9962973		False	False	1200	9961773	9961773		ADOG	IV	.	.	9963030	ncRNA	gene_id "WBGene00195852"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195852	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5592.0	57		WormBase	9962973	-	gene	False	N2HS_J2B_sp
10139380	10139380		False	False	200	10139180	10139180		ADOG	IV	.	.	10140285	protein_coding	gene_id "WBGene00001751"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001751	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3493.0	905		WormBase	10139380	-	gene	False	N2HS_J2B_sp
10394591	10394591		True	False	500	10394091	10394091		ADOG	IV	.	.	10394958	protein_coding	gene_id "WBGene00011223"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011223	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1649.0	367		WormBase	10394591	-	gene	False	N2HS_J2B_sp
10450802	10450802		False	False	200	10450602	10450602		ADOG	IV	.	.	10453098	protein_coding	gene_id "WBGene00008490"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008490	0	0	0	0	['WBGene00173075']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	903.0	2296		WormBase	10450802	-	gene	False	N2HS_J2B_sp
10847412	10847412		False	False	800	10846612	10846612		ADOG	IV	.	.	10847596	ncRNA	gene_id "WBGene00255441"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00255441	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1792.0	184		WormBase	10847412	-	gene	False	N2HS_J2B_sp
10891333	10891333		False	False	900	10890433	10890433		ADOG	IV	.	.	10892093	protein_coding	gene_id "WBGene00045207"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00045207	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455.0	760		WormBase	10891333	-	gene	False	N2HS_J2B_sp
10947228	10947228		True	False	400	10946828	10946828		ADOG	IV	.	.	10948897	protein_coding	gene_id "WBGene00013473"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013473	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11314.0	1669		WormBase	10947228	-	gene	False	N2HS_J2B_sp
11027593	11027593		True	False	1100	11026493	11026493		ADOG	IV	.	.	11027691	miRNA	gene_id "WBGene00003281"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00003281	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374.0	98		WormBase	11027593	-	gene	False	N2HS_J2B_sp
11098448	11098448		False	False	300	11098148	11098148		ADOG	IV	.	.	11100371	protein_coding	gene_id "WBGene00006071"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006071	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	466.0	1923		WormBase	11098448	-	gene	False	N2HS_J2B_sp
11298659	11298659		False	False	200	11298459	11298459		ADOG	IV	.	.	11298802	ncRNA	gene_id "WBGene00196590"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196590	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.0	143		WormBase	11298659	-	gene	False	N2HS_J2B_sp
11455812	11455812		False	False	300	11455512	11455512		ADOG	IV	.	.	11456020	ncRNA	gene_id "WBGene00201374"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201374	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20048.0	208		WormBase	11455812	-	gene	False	N2HS_J2B_sp
11499136	11499136		False	False	300	11498836	11498836		ADOG	IV	.	.	11499229	ncRNA	gene_id "WBGene00195770"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195770	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	969.0	93		WormBase	11499136	-	gene	False	N2HS_J2B_sp
11567743	11567743		True	False	700	11567043	11567043		ADOG	IV	.	.	11567967	ncRNA	gene_id "WBGene00198599"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198599	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332.0	224		WormBase	11567743	-	gene	False	N2HS_J2B_sp
11621443	11621443		False	False	200	11621243	11621243		ADOG	IV	.	.	11623174	protein_coding	gene_id "WBGene00003093"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003093	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	['WBGene00174936']	0	0	0	0	0	505.0	1731		WormBase	11621443	-	gene	False	N2HS_J2B_sp
11626910	11626910		False	False	200	11626710	11626710		ADOG	IV	.	.	11627947	protein_coding	gene_id "WBGene00003095"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003095	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328.0	1037		WormBase	11626910	-	gene	False	N2HS_J2B_sp
11684975	11684975		False	False	2000	11682975	11682975		ADOG	IV	.	.	11688118	protein_coding	gene_id "WBGene00014078"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00014078	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2970.0	3143		WormBase	11684975	-	gene	False	N2HS_J2B_sp
11962538	11962538		False	False	400	11962138	11962138		ADOG	IV	.	.	11963855	pseudogene	gene_id "WBGene00014991"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014991	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003.0	1317		WormBase	11962538	-	gene	False	N2HS_J2B_sp
12170824	12170824		False	False	800	12170024	12170024		ADOG	IV	.	.	12178335	protein_coding	gene_id "WBGene00003772"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003772	0	0	0	['WBGene00198058']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3745.0	7511		WormBase	12170824	-	gene	False	N2HS_J2B_sp
12237175	12237175		False	False	200	12236975	12236975		ADOG	IV	.	.	12238951	protein_coding	gene_id "WBGene00012708"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012708	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064.0	1776		WormBase	12237175	-	gene	False	N2HS_J2B_sp
12251111	12251111		False	False	5500	12245611	12245611		ADOG	IV	.	.	12252663	protein_coding	gene_id "WBGene00001044"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001044	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6305.0	1552		WormBase	12251111	-	gene	False	N2HS_J2B_sp
12384507	12384507		False	False	200	12384307	12384307		ADOG	IV	.	.	12385161	protein_coding	gene_id "WBGene00009216"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009216	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6457.0	654		WormBase	12384507	-	gene	False	N2HS_J2B_sp
12536497	12536497		False	False	200	12536297	12536297		ADOG	IV	.	.	12536634	ncRNA	gene_id "WBGene00197703"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197703	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5331.0	137		WormBase	12536497	-	gene	False	N2HS_J2B_sp
12601126	12601126		False	False	1000	12600126	12600126		ADOG	IV	.	.	12605425	protein_coding	gene_id "WBGene00013224"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013224	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1957.0	4299		WormBase	12601126	-	gene	False	N2HS_J2B_sp
12639113	12639113		False	False	300	12638813	12638813		ADOG	IV	.	.	12639411	protein_coding	gene_id "WBGene00219454"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00219454	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8091.0	298		WormBase	12639113	-	gene	False	N2HS_J2B_sp
12970270	12970270		False	False	800	12969470	12969470		ADOG	IV	.	.	12971974	pseudogene	gene_id "WBGene00014771"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014771	0	0	0	0	['WBGene00168199']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	981.0	1704		WormBase	12970270	-	gene	False	N2HS_J2B_sp
13431288	13431288		False	False	800	13430488	13430488		ADOG	IV	.	.	13434068	protein_coding	gene_id "WBGene00010712"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010712	0	0	0	0	['WBGene00174525']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10302.0	2780		WormBase	13431288	-	gene	False	N2HS_J2B_sp
13625971	13625971		False	False	200	13625771	13625771		ADOG	IV	.	.	13625991	piRNA	gene_id "WBGene00168232"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00168232	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.0	20		WormBase	13625971	-	gene	False	N2HS_J2B_sp
13652423	13652423		False	False	900	13651523	13651523		ADOG	IV	.	.	13652935	pseudogene	gene_id "WBGene00045068"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00045068	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	911.0	512		WormBase	13652423	-	gene	False	N2HS_J2B_sp
13661393	13661393		False	False	200	13661193	13661193		ADOG	IV	.	.	13661413	piRNA	gene_id "WBGene00173319"; gene_source "WormBase"; gene_biotype "piRNA";	WBGene00173319	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	823.0	20		WormBase	13661393	-	gene	False	N2HS_J2B_sp
