GeneID	Length	BAMS.N2WT_INP_.bam	BAMS.OK803.INP__.bam	BAMS.N2.J2.1_.bam	BAMS.N2.J2.2_.bam	BAMS.N2.J2.3_.bam	BAMS.OK803.J2.1_.bam	BAMS.OK803.J2.2_.bam	BAMS.OK803.J2.3_.bam
WBGene00201762	213	1	0	0	0	0	0	0	0
WBGene00198912	136	0	0	0	0	0	0	0	0
WBGene00015715	530	0	0	0	0	0	1	0	0
WBGene00022922	896	1	0	2	0	0	0	0	0
WBGene00200042	259	0	0	0	0	0	0	0	0
WBGene00015716	6244	76	52	27	21	21	9	5	3
WBGene00199515	145	0	1	0	0	0	0	0	0
WBGene00018937	971	7	13	3	4	2	0	1	2
WBGene00006928	5136	138449	145198	140232	129264	114984	111452	81346	61147
WBGene00006927	5195	138362	140174	141313	131057	115340	110748	80760	60581
WBGene00020845	512	1	2	1	1	1	1	0	0
WBGene00020846	7640	202	163	69	80	68	48	47	18
WBGene00199830	141	0	0	4	2	0	0	0	0
WBGene00020847	3200	154	179	33	37	22	48	31	15
WBGene00015955	1451	226	199	67	61	64	55	38	13
WBGene00015956	4425	876	805	665	615	550	471	374	263
WBGene00198992	137	0	0	0	0	0	0	0	0
WBGene00015957	4026	53	39	19	13	10	11	9	8
WBGene00196741	123	0	0	0	0	0	0	0	0
WBGene00001759	1381	11	8	2	3	4	2	1	0
WBGene00020012	5708	344	373	242	226	185	138	91	84
WBGene00004727	3831	519	628	398	333	303	277	218	117
WBGene00201877	205	23	0	2	4	0	0	0	0
WBGene00201088	141	0	0	0	0	0	0	0	0
WBGene00015354	843	88	87	58	57	40	31	23	19
WBGene00015355	1725	86	77	11	11	9	7	16	2
WBGene00045215	1541	6	7	4	3	0	0	0	0
WBGene00006431	4517	441	623	255	216	216	226	146	105
WBGene00015356	4994	277	347	184	179	133	151	96	81
WBGene00015357	3096	295	414	101	94	87	96	61	38
WBGene00199009	98	1	0	0	0	0	0	0	0
WBGene00201103	88	0	1	0	0	0	0	0	0
WBGene00198665	268	2	2	1	1	0	0	0	0
WBGene00001434	2116	21	27	21	15	14	8	5	4
WBGene00235110	1473	8	0	22	32	12	0	0	0
WBGene00020515	747	0	0	0	0	0	0	0	0
WBGene00219411	1599	8	2	1	2	1	1	0	0
WBGene00018534	1339	13	0	4	12	2	0	0	0
WBGene00018535	1303	3	1	1	2	1	0	0	0
WBGene00018536	1023	4	1	2	0	2	0	0	0
WBGene00018537	913	5	4	1	2	0	0	0	0
WBGene00201837	132	0	0	0	0	0	0	0	0
WBGene00200722	263	0	1	0	1	0	0	0	0
WBGene00199347	90	1	0	0	0	0	0	0	0
WBGene00018538	3028	440	327	243	213	210	179	119	98
WBGene00167682	21	0	0	0	0	0	0	0	0
WBGene00197174	135	0	0	0	0	0	0	0	0
WBGene00018026	3059	14	5	8	9	2	2	1	1
WBGene00023026	73	580	1	47	35	64	0	0	0
WBGene00018027	1484	13	10	1	2	1	1	1	0
WBGene00198203	132	1	0	0	0	0	0	0	0
WBGene00202337	127	2	0	0	0	0	0	0	0
WBGene00199727	153	1	0	0	0	1	0	0	0
WBGene00001335	2727	106	143	40	32	37	27	22	20
WBGene00001441	10113	778	732	739	653	658	518	392	302
WBGene00019359	2070	11	13	16	15	11	4	3	2
WBGene00196634	50	1	2	0	0	0	0	0	0
WBGene00200263	92	0	0	0	0	0	0	0	0
WBGene00022515	1600	131	206	18	9	15	20	14	10
WBGene00000441	14431	265	279	193	172	159	90	79	52
WBGene00196422	136	0	0	1	0	0	0	0	0
WBGene00202451	172	0	0	0	0	0	0	0	0
WBGene00199922	247	0	0	1	3	1	0	0	0
WBGene00197157	117	2	1	0	3	0	2	1	0
WBGene00202244	141	1	0	0	0	0	0	0	0
WBGene00002987	3543	14	19	5	9	3	4	3	2
WBGene00195566	165	0	0	1	0	0	0	0	0
WBGene00202200	71	0	0	0	0	0	0	0	0
WBGene00200591	108	0	1	0	0	0	0	0	0
WBGene00018570	2120	1	1	3	1	4	0	0	0
WBGene00201308	136	0	0	0	0	0	0	0	0
WBGene00018571	1714	12	0	5	13	4	0	0	1
WBGene00198414	248	0	0	1	0	1	0	0	0
WBGene00200744	148	0	0	0	0	0	0	0	0
WBGene00200620	140	0	0	1	0	0	0	0	0
WBGene00020669	3237	3	6	1	2	0	0	2	0
WBGene00020670	1084	5	1	1	1	0	0	0	2
WBGene00200186	186	0	0	0	0	0	0	0	0
WBGene00004184	3173	124	127	124	81	95	88	64	37
WBGene00202404	80	0	0	0	0	0	0	0	0
WBGene00196277	211	1	1	0	0	0	0	0	0
WBGene00196180	146	0	0	0	2	0	0	0	0
WBGene00015822	4503	42	39	8	16	16	15	7	8
WBGene00199661	191	3	0	0	0	0	0	0	0
WBGene00015824	3246	53	97	15	23	27	19	10	9
WBGene00202132	220	3	2	3	1	0	0	0	0
WBGene00197181	50	3	0	0	0	0	0	0	0
WBGene00019830	8128	104	96	62	47	44	22	17	11
WBGene00020294	14659	151	148	83	60	65	52	37	30
WBGene00197990	122	0	1	0	0	3	0	0	0
WBGene00196183	127	2	0	1	1	0	1	1	1
WBGene00044566	2810	14	13	6	12	7	1	1	4
WBGene00201531	67	2	0	1	0	0	0	1	1
WBGene00000531	5707	34	35	21	17	12	8	8	5
WBGene00044724	439	23	11	3	2	5	1	0	0
WBGene00019826	1075	0	4	0	0	2	1	1	0
WBGene00197509	253	1	0	0	0	0	0	0	0
WBGene00199975	132	1	0	1	4	0	0	0	0
WBGene00017307	1033	15	28	11	7	3	5	4	5
WBGene00200313	134	0	0	0	0	0	0	0	0
WBGene00196850	145	0	0	0	0	0	0	0	0
WBGene00201313	172	0	0	0	0	0	0	0	0
WBGene00017308	1365	3	1	0	1	1	0	0	0
WBGene00017309	6646	33	63	21	15	19	16	10	4
WBGene00198734	134	0	0	1	0	0	0	0	0
WBGene00022746	252	0	0	0	0	0	0	0	0
WBGene00006410	4796	435	483	157	154	133	142	86	69
WBGene00197511	65	1	0	1	1	0	0	0	0
WBGene00195940	133	0	0	0	0	0	0	0	0
WBGene00022747	1430	7	3	3	2	3	0	0	1
WBGene00003412	8840	228	287	91	111	85	85	54	47
WBGene00017628	767	6	0	0	1	1	0	1	1
WBGene00017629	1139	16	2	3	3	1	1	0	0
WBGene00017630	565	9	9	6	2	5	4	2	3
WBGene00017632	1843	40	24	27	31	20	18	16	14
WBGene00017631	648	45	34	30	30	14	12	13	9
WBGene00001994	6718	1176	1352	1443	1134	1086	883	690	420
WBGene00020922	180	5	1	9	7	5	3	3	1
WBGene00198662	82	0	0	0	0	0	0	0	0
WBGene00220111	142	3	3	5	3	5	3	2	6
WBGene00199948	76	1	0	0	0	1	0	0	0
WBGene00004285	7990	17	14	11	7	17	6	1	5
WBGene00196652	71	0	0	0	0	0	0	0	0
WBGene00201771	202	0	0	0	0	0	0	0	0
WBGene00200753	138	0	0	0	0	0	0	0	0
WBGene00018602	659	466	286	163	137	136	112	79	61
WBGene00197027	200	0	1	0	1	1	0	1	0
WBGene00003179	3061	30	45	10	15	6	5	3	5
WBGene00006680	4559	32	19	14	12	7	6	8	3
WBGene00003907	6156	76	87	26	21	23	21	12	3
WBGene00016868	6539	1364	1289	895	901	716	577	360	276
WBGene00004106	8490	472	383	373	365	304	227	138	112
WBGene00198177	67	0	0	0	0	0	0	0	0
WBGene00196550	66	0	0	0	0	0	0	0	0
WBGene00195487	283	0	0	0	0	0	0	0	0
WBGene00201136	150	0	0	0	0	1	0	0	0
WBGene00016039	517	2	1	0	2	2	3	2	3
WBGene00044004	2328	66	89	31	23	24	24	12	11
WBGene00016038	2885	393	437	178	167	130	157	81	86
WBGene00195914	443	9	23	11	10	12	8	11	4
WBGene00196503	202	0	1	1	0	3	0	2	0
WBGene00199403	151	0	0	1	0	0	0	0	0
WBGene00201718	146	0	2	0	2	0	1	0	0
WBGene00195732	288	0	0	1	0	0	0	0	0
WBGene00017473	553	4	8	4	3	1	2	1	0
WBGene00017474	357	11	12	2	1	1	0	1	0
WBGene00219368	380	1	1	0	0	2	0	1	0
WBGene00017475	1463	4	12	2	3	3	5	1	1
WBGene00020120	1028	7	5	1	0	2	0	0	0
WBGene00219369	356	5	5	2	1	1	0	1	0
WBGene00020121	308	2	1	1	0	0	2	0	0
WBGene00020122	843	3	2	0	1	0	0	0	0
WBGene00020123	2176	1	0	3	1	3	0	0	0
WBGene00003084	5363	329	398	218	196	178	168	129	80
WBGene00197667	340	0	1	0	2	1	0	0	0
WBGene00220051	174	79	104	25	15	14	43	17	15
WBGene00202062	99	0	0	0	0	1	0	0	0
WBGene00201220	87	0	0	0	0	0	1	0	0
WBGene00001052	4721	43	51	33	23	23	14	5	7
WBGene00199917	209	0	0	0	0	0	0	0	0
WBGene00017478	6584	123	119	56	53	48	30	24	23
WBGene00200138	125	1	0	0	0	1	0	0	0
WBGene00017794	6232	37	43	154	141	141	62	68	62
WBGene00017178	3007	249	242	142	121	112	88	85	54
WBGene00003561	16608	540	733	388	318	287	231	189	128
WBGene00200377	115	0	0	0	1	0	0	0	0
WBGene00023460	558	27	12	1	1	2	1	0	1
WBGene00000959	9475	353	413	139	147	121	109	48	48
WBGene00195391	55	0	0	0	1	0	0	0	0
WBGene00015561	3322	387	243	125	121	144	87	58	44
WBGene00206364	4246	7	4	3	4	1	1	3	0
WBGene00202406	139	0	0	0	0	0	0	0	0
WBGene00197381	215	0	0	0	0	0	0	0	0
WBGene00196162	144	0	0	1	0	0	0	0	0
WBGene00197349	432	1	2	1	0	0	0	0	0
WBGene00195517	144	0	5	0	0	1	0	0	0
WBGene00200447	221	0	0	0	0	0	0	0	0
WBGene00200780	338	1	0	3	0	0	0	0	0
WBGene00015496	4094	11	5	4	3	4	3	0	2
WBGene00001455	1124	71	74	52	45	41	28	23	15
WBGene00020496	9913	2360	2563	1801	1656	1491	1096	870	635
WBGene00196407	155	36	23	1	4	3	4	3	3
WBGene00004148	9498	2474	2909	2984	2629	2339	1690	1244	857
WBGene00196457	142	4	0	0	0	0	0	0	0
WBGene00044567	2789	29	34	20	26	16	12	8	8
WBGene00017532	1672	97	124	65	49	49	51	37	18
WBGene00201043	194	0	0	1	0	0	0	0	0
WBGene00000428	724	1	2	2	0	2	0	0	0
WBGene00003635	3886	167	209	95	80	77	68	49	24
WBGene00001454	788	99	112	79	97	78	48	47	43
WBGene00206361	1738	9	9	2	1	1	1	3	2
WBGene00019346	3554	29	45	9	8	11	7	2	2
WBGene00198790	96	0	0	0	0	0	0	0	0
WBGene00002044	2710	320	385	143	104	121	106	74	55
WBGene00000176	2006	550	673	112	96	102	99	79	78
WBGene00001032	1973	225	252	128	108	107	96	69	62
WBGene00200170	256	1	1	0	0	0	0	0	0
WBGene00018879	4397	13	15	3	6	5	0	5	1
WBGene00018880	4605	7	7	2	8	4	5	2	2
WBGene00003056	10120	216	341	124	114	123	63	73	43
WBGene00016537	483	9	4	1	3	1	0	0	0
WBGene00003377	2809	35	41	25	15	20	5	5	13
WBGene00197645	139	0	0	0	1	0	0	0	0
WBGene00003807	2808	13	6	9	8	5	2	0	1
WBGene00018377	4786	12	8	2	4	1	0	1	0
WBGene00196467	218	0	0	0	0	0	0	0	0
WBGene00202168	216	0	0	1	0	0	1	0	0
WBGene00003245	4034	64	67	30	30	30	24	13	14
WBGene00198733	85	1	0	0	1	0	0	1	0
WBGene00019960	5539	174	168	118	86	86	53	42	23
WBGene00200663	143	0	0	0	0	0	0	0	1
WBGene00201895	267	2	0	1	0	0	0	0	0
WBGene00199809	204	0	0	0	0	0	0	0	0
WBGene00018193	18185	3137	3611	3154	2867	2535	1815	1249	905
WBGene00000072	5968	114	108	60	60	44	40	35	24
WBGene00195986	139	0	0	0	0	0	0	0	0
WBGene00006640	7974	194	198	127	147	96	76	69	29
WBGene00198902	146	1	0	2	0	1	1	0	0
WBGene00197402	142	0	1	0	0	0	0	0	0
WBGene00020324	1562	34	49	14	10	14	10	1	4
WBGene00196140	146	0	0	1	1	0	0	0	0
WBGene00201205	143	0	0	0	0	0	0	0	0
WBGene00002052	3672	766	617	431	338	388	186	163	124
WBGene00200437	189	0	0	0	0	0	0	0	0
WBGene00019404	1970	8	10	5	5	1	5	0	2
WBGene00003986	8506	794	738	254	266	221	173	132	94
WBGene00198483	136	0	0	0	1	0	0	0	0
WBGene00196236	141	0	0	0	0	0	0	0	0
WBGene00019758	739	3	12	1	3	0	1	0	0
WBGene00019759	5047	22	25	7	8	5	7	4	6
WBGene00019760	2745	2034	1828	593	591	477	551	399	271
WBGene00022501	25024	373	343	217	216	202	129	98	64
WBGene00023208	72	2894	11	112	113	185	0	0	0
WBGene00022614	1385	18	21	13	15	9	12	8	3
WBGene00201479	281	0	0	0	1	0	0	0	0
WBGene00197605	116	0	0	0	1	0	0	0	0
WBGene00016070	367	14	12	4	3	1	0	1	0
WBGene00006861	3722	528	315	151	147	141	117	81	55
WBGene00016600	4717	21	12	6	9	10	2	4	2
WBGene00022958	74	15	0	0	0	0	0	0	0
WBGene00000039	4610	210	242	97	116	87	88	81	52
WBGene00200933	134	0	0	0	0	0	0	0	0
WBGene00201593	147	0	0	0	0	0	0	0	0
WBGene00199268	154	0	1	0	0	0	0	0	0
WBGene00044299	780	4	1	2	2	2	1	0	0
WBGene00195722	120	7	9	5	7	9	3	1	1
WBGene00197635	121	3	3	3	8	5	1	0	3
WBGene00198064	53	2	0	1	0	0	0	0	0
WBGene00001070	1673	44	31	22	26	25	6	2	1
WBGene00016293	2853	8	7	2	0	2	0	0	1
WBGene00016294	4575	43	41	14	10	11	2	4	1
WBGene00173172	21	0	1	0	0	0	1	0	0
WBGene00044732	2381	11	4	5	7	3	0	2	0
WBGene00196596	129	0	0	0	1	0	0	0	0
WBGene00020199	1692	168	258	98	110	93	67	70	59
WBGene00195507	197	2	0	0	0	1	0	0	0
WBGene00006983	2157	23	50	10	5	3	5	3	2
WBGene00197948	63	0	0	0	0	0	0	0	0
WBGene00197417	78	0	0	0	0	0	0	0	0
WBGene00198125	63	2	5	0	0	0	0	0	0
WBGene00019251	1637	1	0	1	3	1	0	0	0
WBGene00023313	1020	0	0	0	0	0	1	1	0
WBGene00003477	8740	661	817	482	410	407	264	181	124
WBGene00196909	133	0	0	0	0	1	0	0	0
WBGene00196351	134	0	0	0	0	0	0	0	0
WBGene00200665	215	3	2	1	0	1	0	0	0
WBGene00021324	3508	417	450	234	224	186	127	96	79
WBGene00198647	129	1	3	1	0	0	0	0	1
WBGene00000092	13785	390	447	155	155	154	120	80	73
WBGene00006064	15897	1209	57	194	342	127	10	7	8
WBGene00198892	55	0	0	0	0	0	0	0	0
WBGene00016135	2500	32	53	23	22	20	15	6	12
WBGene00199902	140	0	0	0	0	0	0	0	0
WBGene00003990	1112	331	392	50	47	56	49	42	35
WBGene00018037	8685	420	673	352	281	249	250	194	127
WBGene00018038	2295	13	21	8	17	3	10	8	5
WBGene00196512	56	0	0	0	0	0	0	0	0
WBGene00015388	2893	12	15	5	5	5	4	2	4
WBGene00015389	2951	124	171	89	73	56	87	81	45
WBGene00015390	5007	100	102	29	21	25	32	21	13
WBGene00016559	7789	3873	136	110	75	81	36	21	16
WBGene00197474	225	0	0	0	0	0	0	0	0
WBGene00196365	222	0	0	0	0	0	0	0	0
WBGene00196927	148	0	0	1	0	0	0	0	0
WBGene00197476	242	1	0	0	1	0	0	0	0
WBGene00195395	275	0	1	1	0	0	0	0	0
WBGene00016105	562	0	0	0	0	0	1	0	0
WBGene00022944	73	0	1	0	0	1	0	0	0
WBGene00201506	187	0	0	1	0	0	0	0	0
WBGene00200002	147	0	2	0	0	0	0	0	0
WBGene00200062	150	1	0	1	0	0	0	0	0
WBGene00201156	296	0	3	0	0	0	0	0	0
WBGene00202292	128	0	0	0	0	0	0	0	0
WBGene00201492	146	0	0	0	0	1	0	0	0
WBGene00196240	225	2	1	1	0	0	0	0	0
WBGene00197465	196	1	0	0	1	0	0	0	0
WBGene00199708	115	0	0	0	0	0	0	0	0
WBGene00197912	208	0	0	0	0	0	0	0	0
WBGene00195416	150	0	1	0	0	0	1	0	0
WBGene00196227	111	0	0	0	0	0	0	0	0
WBGene00201503	278	1	1	0	3	0	0	0	0
WBGene00198502	108	0	0	0	0	0	0	0	0
WBGene00202034	198	0	0	0	0	0	0	0	0
WBGene00020735	9127	276	282	158	160	140	91	79	45
WBGene00201248	121	0	1	0	0	1	0	0	0
WBGene00020736	331	56	41	9	5	10	5	6	3
WBGene00020737	283	3	2	1	4	6	1	4	0
WBGene00172886	21	0	0	0	0	0	0	0	0
WBGene00020738	709	113	119	73	50	66	36	30	18
WBGene00016934	2944	207	192	81	62	62	46	34	20
WBGene00002983	13316	116	127	77	94	44	43	24	36
WBGene00197220	112	0	0	0	0	0	0	0	0
WBGene00196951	132	4	0	0	1	0	0	0	0
WBGene00195397	139	0	2	0	2	0	0	0	0
WBGene00196415	199	0	0	0	0	0	0	0	0
WBGene00016935	7073	105	96	44	44	44	29	18	19
WBGene00198961	142	0	0	0	0	0	0	0	0
WBGene00200394	150	2	4	0	0	0	0	0	0
WBGene00197833	199	1	1	0	0	0	0	0	0
WBGene00198374	55	0	0	0	0	0	0	0	0
WBGene00197839	150	1	1	0	0	0	1	0	0
WBGene00017464	3553	83	133	40	40	36	37	19	25
WBGene00200899	118	0	0	0	0	0	0	0	0
WBGene00006411	2096	35	29	9	20	11	5	4	4
WBGene00195290	148	0	0	0	0	0	0	0	0
WBGene00020673	2782	153	162	70	67	62	31	20	15
WBGene00005718	2030	12	8	6	3	1	6	2	2
WBGene00020674	2057	24	41	13	3	9	8	15	5
WBGene00197793	305	0	0	0	0	1	0	0	0
WBGene00199914	166	1	0	0	0	0	0	0	0
WBGene00200628	284	1	1	0	0	0	0	0	0
WBGene00202211	140	11	0	1	8	2	0	0	0
WBGene00200972	193	0	0	0	0	0	0	0	0
WBGene00196495	145	0	0	0	0	0	0	0	0
WBGene00195262	125	1	0	0	0	1	0	0	0
WBGene00198168	134	1	0	0	0	1	0	0	0
WBGene00200464	117	0	1	0	0	0	0	0	0
WBGene00020919	4980	257	301	165	138	153	93	80	67
WBGene00020920	4393	163	166	84	88	59	56	56	32
WBGene00020921	2834	236	264	77	75	52	57	33	28
WBGene00197475	223	1	0	0	1	1	0	0	0
WBGene00195925	128	0	0	0	0	0	0	0	0
WBGene00195981	125	0	0	1	0	0	0	0	0
WBGene00000295	4907	56	30	3	7	9	8	3	2
WBGene00197566	92	0	0	0	0	0	0	0	0
WBGene00016568	2731	184	234	37	50	38	34	30	23
WBGene00004349	8219	169	178	138	140	118	72	53	50
WBGene00196435	132	1	0	1	0	1	1	0	0
WBGene00196873	119	1	0	0	0	0	0	0	0
WBGene00170613	21	1	0	0	0	0	0	0	0
WBGene00197571	251	1	0	0	0	0	0	0	0
WBGene00016570	4547	33	33	13	23	19	7	9	6
WBGene00196614	116	0	0	0	0	0	0	0	0
WBGene00196569	119	0	0	0	0	0	0	0	0
WBGene00197687	123	0	0	0	0	0	0	0	0
WBGene00016937	3112	394	445	334	323	315	231	187	174
WBGene00198888	104	0	1	1	0	1	0	2	0
WBGene00016938	4312	19	5	1	4	3	1	1	0
WBGene00004788	1884	458	463	324	276	265	222	160	131
WBGene00195928	136	0	0	0	0	0	0	0	0
WBGene00196282	315	0	0	0	0	0	0	0	0
WBGene00200452	144	0	0	0	0	0	0	0	0
WBGene00018517	1478	8	2	4	4	6	3	0	0
WBGene00202028	117	1	2	0	0	0	0	0	1
WBGene00023051	72	0	0	1	0	1	0	0	0
WBGene00199176	84	0	0	0	0	0	0	0	0
WBGene00202044	139	0	0	0	0	0	0	1	0
WBGene00017428	1544	61	73	8	6	7	2	7	1
WBGene00196680	214	1	1	0	1	1	0	0	0
WBGene00195890	213	1	0	0	1	0	0	0	0
WBGene00199350	145	0	0	0	0	0	0	0	0
WBGene00201378	326	0	0	0	2	0	0	0	0
WBGene00197449	125	0	0	0	1	0	0	0	0
WBGene00201836	585	2	2	1	0	2	0	0	0
WBGene00200828	239	0	0	0	0	0	0	0	0
WBGene00196004	104	0	0	0	1	0	0	0	0
WBGene00017429	2941	37	53	19	28	19	14	10	9
WBGene00021060	1740	146	182	45	45	24	40	41	35
WBGene00196810	181	0	1	0	0	1	0	0	0
WBGene00198927	134	0	0	1	0	0	1	0	0
WBGene00001984	2307	20	28	4	5	7	6	6	3
WBGene00201884	150	0	0	0	0	0	0	0	0
WBGene00195718	311	43	3	3	7	6	0	0	0
WBGene00196753	446	1	0	0	0	0	0	0	0
WBGene00198583	199	1	0	0	0	0	0	0	0
WBGene00199759	148	0	0	0	0	0	0	0	0
WBGene00201673	140	0	1	0	0	0	0	0	0
WBGene00196918	137	0	1	0	0	0	0	0	0
WBGene00195879	185	0	1	0	0	0	0	0	0
WBGene00165194	21	0	0	0	0	0	0	0	0
WBGene00200129	150	0	0	0	0	0	0	0	0
WBGene00200006	127	0	1	1	0	0	0	0	0
WBGene00199054	128	2	1	0	0	0	0	0	0
WBGene00201472	128	0	0	0	0	0	0	0	0
WBGene00195837	274	3	2	1	2	1	0	0	0
WBGene00195269	224	0	0	0	0	0	0	0	0
WBGene00196308	199	2	0	1	1	2	0	0	0
WBGene00198063	128	1	0	0	0	0	0	0	0
WBGene00195014	69	0	0	0	0	0	0	0	0
WBGene00021267	1250	2	0	0	0	0	1	0	0
WBGene00016716	7005	1102	863	754	1216	544	240	160	129
WBGene00003254	3049	180	262	89	90	79	68	65	34
WBGene00019938	3646	361	503	172	148	163	118	103	52
WBGene00201320	73	0	0	0	0	0	0	0	0
WBGene00002190	7178	1414	1578	1242	1019	1023	840	534	432
WBGene00017718	761	10	21	4	1	4	9	2	2
WBGene00017717	3225	266	315	438	356	404	180	172	128
WBGene00166158	21	0	0	0	0	0	0	0	0
WBGene00015622	4342	13	8	4	4	1	1	1	0
WBGene00202010	176	0	0	3	6	1	0	0	0
WBGene00015623	1495	23	24	5	9	3	5	3	1
WBGene00015624	1704	52	69	20	12	23	12	12	7
WBGene00002023	5034	768	475	158	163	165	125	83	52
WBGene00172287	21	4	1	2	0	1	1	0	0
WBGene00195664	125	0	1	1	1	2	1	0	0
WBGene00003911	4302	591	716	345	329	296	218	155	106
WBGene00201132	280	0	1	0	0	0	0	0	0
WBGene00202484	321	1	2	0	1	1	0	0	0
WBGene00004219	5233	166	249	80	82	66	51	47	33
WBGene00195429	192	2	0	0	0	0	0	0	0
WBGene00196804	64	0	0	0	0	0	0	0	0
WBGene00200965	176	0	0	1	0	0	0	0	0
WBGene00199823	199	0	1	0	0	0	0	0	0
WBGene00200152	148	0	3	1	0	0	0	0	0
WBGene00002007	3092	4989	5889	4170	3954	3392	2850	2135	1396
WBGene00198936	137	1	2	0	1	0	0	0	0
WBGene00015805	552	28	39	4	5	3	3	1	1
WBGene00015802	2413	364	465	80	73	82	75	40	35
WBGene00004193	2304	86	97	20	23	17	20	12	12
WBGene00201343	150	0	0	0	0	0	0	0	0
WBGene00015803	870	477	501	292	239	196	228	150	139
WBGene00022202	8798	36	38	13	23	15	13	7	2
WBGene00016423	8000	60	102	46	43	36	24	29	7
WBGene00198717	207	3	0	0	0	0	0	0	0
WBGene00003846	1136	62	45	22	13	20	6	3	6
WBGene00201614	150	1	1	0	0	0	0	0	0
WBGene00200066	135	0	0	0	0	0	0	0	0
WBGene00196476	203	0	2	1	0	0	0	0	0
WBGene00196920	287	0	0	0	0	0	0	0	0
WBGene00198433	126	0	1	0	0	0	0	0	0
WBGene00020485	1359	2	3	1	1	2	0	1	0
WBGene00000245	3048	107	78	41	35	29	16	10	9
WBGene00077690	1296	35	24	7	7	7	5	4	1
WBGene00020486	1046	34	62	13	15	9	17	3	7
WBGene00015782	403	1	5	0	3	0	1	0	1
WBGene00015779	5151	147	152	98	100	80	58	43	35
WBGene00199974	124	0	1	1	0	0	0	0	0
WBGene00197190	143	0	0	1	0	1	1	0	0
WBGene00196584	146	0	0	0	1	1	1	0	0
WBGene00200407	136	0	0	0	0	0	0	0	0
WBGene00201426	148	12	3	1	0	0	1	0	0
WBGene00022925	73	14	6	1	0	0	0	0	0
WBGene00202377	207	1	2	2	3	0	0	0	0
WBGene00195692	150	0	3	3	0	0	2	1	0
WBGene00200959	150	0	1	4	0	0	0	2	0
WBGene00202021	201	2	1	0	0	0	0	0	0
WBGene00001803	4571	14	24	16	15	16	7	7	2
WBGene00015780	2129	401	229	88	63	66	41	23	30
WBGene00002024	2393	505	429	156	144	142	96	70	53
WBGene00196876	114	1	1	2	2	0	3	0	1
WBGene00015781	1095	32	51	19	9	12	13	8	5
WBGene00197921	144	1	3	0	0	0	0	0	0
WBGene00199410	150	0	1	0	0	0	0	0	0
WBGene00199222	137	0	0	0	0	0	0	0	0
WBGene00002976	9886	86	94	25	23	38	21	16	8
WBGene00023133	72	1097	3	50	45	56	0	0	0
WBGene00199678	189	0	1	0	0	0	0	0	0
WBGene00020421	8291	27	12	11	17	11	6	6	3
WBGene00196849	149	0	0	0	0	0	0	0	0
WBGene00195540	448	1	0	0	1	0	0	0	0
WBGene00015381	2757	121	182	45	32	32	41	17	9
WBGene00015379	755	0	0	0	0	0	0	0	0
WBGene00015380	126	6	12	1	2	0	0	1	0
WBGene00015382	1376	34	34	8	4	2	14	9	4
WBGene00202206	89	0	0	0	0	0	0	0	0
WBGene00003053	1226	715	884	400	294	334	353	284	179
WBGene00020130	5362	45	27	20	22	20	12	3	6
WBGene00044572	3337	4	11	2	3	4	1	0	0
WBGene00195554	250	1	0	0	0	0	0	0	0
WBGene00003495	1890	2106	2182	526	572	398	607	365	272
WBGene00195820	134	0	1	0	0	0	0	0	0
WBGene00020692	2253	10	8	5	11	6	6	2	3
WBGene00206386	708	7	10	1	0	0	1	1	0
WBGene00019617	9575	2557	2382	2093	1731	1633	1356	1005	720
WBGene00019618	3094	9	10	8	8	6	5	1	3
WBGene00077721	88	0	0	0	0	0	0	0	0
WBGene00045265	1206	93	147	52	48	57	61	42	36
WBGene00206388	863	19	16	12	9	6	3	0	3
WBGene00019622	419	6	7	1	4	2	0	1	0
WBGene00019619	2476	243	751	101	111	103	296	236	185
WBGene00019620	2351	525	805	231	218	217	194	159	102
WBGene00001715	981	5	1	2	0	1	0	0	0
WBGene00003551	3380	48	39	22	13	20	12	8	5
WBGene00015785	279	8	2	2	0	1	0	0	0
WBGene00015786	3383	46	52	13	12	14	7	2	5
WBGene00001517	5364	65	45	30	35	22	7	12	7
WBGene00200444	130	1	0	0	1	1	0	0	0
WBGene00201481	209	0	0	0	0	0	0	0	0
WBGene00196489	125	0	0	0	0	0	0	0	0
WBGene00015787	3014	98	164	69	44	44	41	36	27
WBGene00000393	4686	321	337	187	187	152	93	87	49
WBGene00173307	21	0	0	0	0	0	0	0	0
WBGene00195483	300	0	0	1	0	0	0	0	0
WBGene00201069	283	0	0	0	0	0	0	0	0
WBGene00201903	251	0	0	0	0	0	0	0	0
WBGene00196355	97	0	0	0	0	0	0	0	0
WBGene00198319	144	0	0	0	1	0	0	0	0
WBGene00199518	145	0	0	0	1	0	0	0	0
WBGene00017690	7553	142	115	41	47	45	27	20	11
WBGene00043981	2797	11	5	2	6	3	4	4	2
WBGene00020506	5344	48	55	19	16	28	13	10	5
WBGene00197903	540	11	6	3	11	7	0	1	2
WBGene00197581	60	0	0	1	0	0	0	0	0
WBGene00196737	145	0	0	1	0	0	0	0	0
WBGene00195961	206	0	0	0	0	1	0	0	0
WBGene00020885	3234	6	3	1	2	3	1	0	1
WBGene00198632	119	0	0	0	0	0	0	0	0
WBGene00200977	147	0	0	0	0	0	0	0	0
WBGene00201863	74	0	0	0	0	1	0	0	0
WBGene00020886	697	224	264	16	15	13	19	10	10
WBGene00020887	949	21	21	6	5	5	4	2	0
WBGene00023275	73	0	0	1	2	1	0	1	0
