DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA
3666923	3666923	0	False	False	400	3666523	3666523	0	DOG	I	.	.	3671700	protein_coding	gene_id "WBGene00004890"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004890	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740.0	4777	0.0	WormBase	3666923	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4343931	4343931	0	False	True	300	4343780	4343780	0	DOG	I	.	.	4344080	ncRNA	gene_id "WBGene00195962"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195962	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4343931	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00196671']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4346971	4346971	0	False	True	300	4346820	4346820	0	DOG	I	.	.	4347120	ncRNA	gene_id "WBGene00197673"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197673	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4346971	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00198205']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4349858	4349858	0	False	True	300	4349707	4349707	0	DOG	I	.	.	4350007	ncRNA	gene_id "WBGene00199244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199244	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4349858	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00199757']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4352745	4352745	0	False	True	300	4352594	4352594	0	DOG	I	.	.	4352894	ncRNA	gene_id "WBGene00202259"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202259	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4352745	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00199607']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4355632	4355632	0	False	True	300	4355481	4355481	0	DOG	I	.	.	4355781	ncRNA	gene_id "WBGene00196043"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196043	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4355632	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	['WBGene00195350']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5981778	5981778	0	False	False	1400	5980378	5980378	0	DOG	I	.	.	5985869	protein_coding	gene_id "WBGene00015504"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015504	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8458.0	4091	0.0	WormBase	5981778	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7079868	7079868	0	False	False	200	7079668	7079668	0	DOG	I	.	.	7081520	protein_coding	gene_id "WBGene00009050"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009050	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.0	1652	0.0	WormBase	7079868	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7140278	7140278	0	False	False	300	7139978	7139978	0	DOG	I	.	.	7147230	protein_coding	gene_id "WBGene00010427"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010427	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.0	6952	0.0	WormBase	7140278	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9009260	9009260	0	False	False	200	9009060	9009060	0	DOG	I	.	.	9013885	protein_coding	gene_id "WBGene00009477"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009477	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	552.0	4625	0.0	WormBase	9009260	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9063588	9063588	0	False	False	300	9063288	9063288	0	DOG	I	.	.	9064403	protein_coding	gene_id "WBGene00006503"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006503	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.0	815	0.0	WormBase	9063588	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11924785	11924785	0	False	False	200	11924585	11924585	0	DOG	I	.	.	11929511	protein_coding	gene_id "WBGene00006958"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006958	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	870.0	4726	0.0	WormBase	11924785	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12095777	12095777	0	False	False	300	12095477	12095477	0	DOG	I	.	.	12097987	protein_coding	gene_id "WBGene00012961"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012961	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037.0	2210	0.0	WormBase	12095777	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12809999	12809999	0	False	True	800	12809682	12809682	0	DOG	I	.	.	12815641	protein_coding	gene_id "WBGene00012476"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012476	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.0	5642	0.0	WormBase	12809999	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	['WBGene00012475']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14400679	14400679	0	False	False	400	14400279	14400279	0	DOG	I	.	.	14405649	protein_coding	gene_id "WBGene00013669"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013669	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15942.0	4970	0.0	WormBase	14400679	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15060861	15060861	0	False	False	600	15060261	15060261	0	DOG	I	.	.	15061159	ncRNA	gene_id "WBGene00201398"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201398	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858.0	298	0.0	WormBase	15060861	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004677']	['WBGene00004677']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15063050	15063050	0	False	True	3100	15061159	15061159	0	DOG	I	.	.	15063383	ncRNA	gene_id "WBGene00198814"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198814	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1891.0	333	0.0	WormBase	15063050	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00201398']	NA	NA	NA	NA	NA	['WBGene00004677']	['WBGene00004512']	['WBGene00004512']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15067668	15067668	0	True	True	8200	15063383	15063383	0	DOG	I	.	.	15068355	ncRNA	gene_id "WBGene00196396"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196396	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4285.0	687	0.0	WormBase	15067668	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00201398', 'WBGene00198814']	NA	NA	NA	NA	NA	['WBGene00004677']	['WBGene00004512', 'WBGene00004567', 'WBGene00004622']	['WBGene00004512', 'WBGene00004567', 'WBGene00004622']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15070431	15070431	0	True	True	11300	15068355	15068355	0	DOG	I	.	.	15070580	ncRNA	gene_id "WBGene00195813"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195813	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2076.0	149	0.0	WormBase	15070431	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00201398', 'WBGene00198814', 'WBGene00196396']	NA	NA	NA	NA	NA	['WBGene00004677']	['WBGene00004513']	['WBGene00004512', 'WBGene00004567', 'WBGene00004622', 'WBGene00004513']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15072266	15072266	0	True	False	400	15071866	15071866	0	DOG	I	.	.	15072426	ncRNA	gene_id "WBGene00201669"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201669	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1686.0	160	0.0	WormBase	15072266	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
433659	433659	0	False	False	200	433459	433459	0	DOG	II	.	.	435406	pseudogene	gene_id "WBGene00044639"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00044639	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4507.0	1747	0.0	WormBase	433659	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
995288	995288	0	False	False	600	994688	994688	0	DOG	II	.	.	996212	protein_coding	gene_id "WBGene00043328"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00043328	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	16337.0	924	0.0	WormBase	995288	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00043327']	['WBGene00043327']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2280678	2280678	0	False	False	200	2280478	2280478	0	DOG	II	.	.	2283395	protein_coding	gene_id "WBGene00019592"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019592	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532.0	2717	0.0	WormBase	2280678	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00044361']	['WBGene00044361']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5348096	5348096	0	False	False	400	5347696	5347696	0	DOG	II	.	.	5350546	protein_coding	gene_id "WBGene00017288"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017288	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3221.0	2450	0.0	WormBase	5348096	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10574651	10574651	0	False	False	200	10574451	10574451	0	DOG	II	.	.	10574840	ncRNA	gene_id "WBGene00219803"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00219803	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4216.0	189	0.0	WormBase	10574651	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10788106	10788106	0	False	False	200	10787906	10787906	0	DOG	II	.	.	10793493	protein_coding	gene_id "WBGene00011067"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011067	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4144.0	5387	0.0	WormBase	10788106	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00011072']	['WBGene00011072']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10844313	10844313	0	False	False	500	10843813	10843813	0	DOG	II	.	.	10855554	protein_coding	gene_id "WBGene00010910"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010910	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.0	11241	0.0	WormBase	10844313	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10951879	10951879	0	False	False	200	10951679	10951679	0	DOG	II	.	.	10953165	protein_coding	gene_id "WBGene00003783"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003783	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6219.0	1286	0.0	WormBase	10951879	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14346877	14346877	0	False	False	400	14346477	14346477	0	DOG	II	.	.	14348792	protein_coding	gene_id "WBGene00002996"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002996	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	439.0	1915	0.0	WormBase	14346877	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15064267	15064267	0	False	False	300	15063967	15063967	0	DOG	II	.	.	15071671	protein_coding	gene_id "WBGene00013164"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013164	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8549.0	7404	0.0	WormBase	15064267	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2679497	2679497	0	False	False	300	2679197	2679197	0	DOG	IV	.	.	2679668	ncRNA	gene_id "WBGene00235348"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00235348	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	875.0	171	0.0	WormBase	2679497	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8753195	8753195	0	False	True	600	8752860	8752860	0	DOG	IV	.	.	8754823	protein_coding	gene_id "WBGene00008968"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00008968	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.0	1628	0.0	WormBase	8753195	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	['WBGene00004051']	NA	NA	NA	NA	NA	['WBGene00219908']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10493071	10493071	0	False	False	200	10492871	10492871	0	DOG	IV	.	.	10501599	protein_coding	gene_id "WBGene00006527"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006527	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00202419']	0	0	0	0	0	0	9416.0	8528	0.0	WormBase	10493071	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00000419']	['WBGene00000419']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11363194	11363194	0	True	False	500	11362694	11362694	0	DOG	IV	.	.	11363266	pseudogene	gene_id "WBGene00014829"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00014829	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685.0	72	0.0	WormBase	11363194	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13408606	13408606	0	False	False	200	13408406	13408406	0	DOG	IV	.	.	13412895	protein_coding	gene_id "WBGene00013382"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013382	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.0	4289	0.0	WormBase	13408606	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1185248	1185248	0	False	False	200	1185048	1185048	0	DOG	III	.	.	1193812	protein_coding	gene_id "WBGene00022491"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022491	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8695.0	8564	0.0	WormBase	1185248	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3612951	3612951	0	False	False	1100	3611851	3611851	0	DOG	III	.	.	3627142	protein_coding	gene_id "WBGene00004765"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004765	0	0	0	0	['WBGene00202440']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6249.0	14191	0.0	WormBase	3612951	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	['WBGene00004213']	['WBGene00004213']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4894647	4894647	0	False	False	1100	4893547	4893547	0	DOG	III	.	.	4899085	protein_coding	gene_id "WBGene00003598"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00003598	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238.0	4438	0.0	WormBase	4894647	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6422459	6422459	0	False	False	200	6422259	6422259	0	DOG	III	.	.	6427305	protein_coding	gene_id "WBGene00015485"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015485	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.0	4846	0.0	WormBase	6422459	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8985092	8985092	0	False	False	200	8984892	8984892	0	DOG	III	.	.	8985191	ncRNA	gene_id "WBGene00199513"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199513	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3195.0	99	0.0	WormBase	8985092	-	gene	OK8-J2-2_split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
